code,market_code,所属概念,所属概念数量,股票代码
300050,33,横琴新区;华为海思概念股;鸿蒙概念;在线教育;物联网;华为概念;职业教育;5G;DeepSeek概念;工业互联网;苹果概念,11,300050.SZ
300523,33,智慧城市;安防;时空大数据;物联网;人工智能;网络安全;京津冀一体化;财税数字化;DeepSeek概念;水利;腾讯概念;云计算;AI智能体;华为概念;核污染防治;低空经济;机器人概念;ChatGPT概念;国资云;地下管网;无人机;传感器;高端装备;一带一路;芯片概念;国企改革;央企国企改革;股权转让(并购重组);天然气;深股通,30,300523.SZ
600283,17,PPP概念;生物质能发电;新疆振兴;地下管网;绿色电力;固废处理;污水处理;新型城镇化;净水概念;水利;创投;数字经济;智慧城市;数字孪生;人工智能;DeepSeek概念;数据确权;数据要素;AI智能体;沪股通,20,600283.SH
300743,33,专精特新;人民币贬值受益;回购增持再贷款概念,3,300743.SZ
300068,33,钠离子电池;两轮车;动力电池回收;华为数字能源;固态电池;虚拟电厂;锂电池概念;储能;燃料电池;低空经济;阿里巴巴概念;华为概念;比亚迪概念;氢能源;数据中心;抖音概念(字节概念);新能源汽车;风电;核电;5G;绿色电力;金属回收;小金属概念;深股通;融资融券,25,300068.SZ
301318,33,人脸识别;物联网;腾讯概念;在线教育;人工智能;信创;云办公;粤港澳大湾区;跨境电商;消费电子概念;一带一路;AI应用;融资融券,13,301318.SZ
300823,33,新型城镇化;装配式建筑;中俄贸易概念;水利;雄安新区;高铁;专精特新;新型工业化;一带一路;机器人概念;高端装备;核电,12,300823.SZ
002933,33,军民融合;军工;无人机;高端装备;机器人概念;人形机器人;专精特新;海工装备;京津冀一体化;2025年报预增;国企改革,11,002933.SZ
601083,17,航运概念;中韩自贸区;统一大市场;自由贸易港;上海自贸区;上海国企改革;一带一路;跨境电商;国企改革;海峡两岸;沪股通;融资融券,12,601083.SH
603107,17,中俄贸易概念;国企改革;上海自贸区;一带一路;新能源汽车;汽车热管理;百度概念;沪股通;融资融券,9,603107.SH
301102,33,小红书概念;文化传媒概念;AIGC概念;抖音概念(字节概念);腾讯概念;数据要素;数字经济;华为概念;融资融券,9,301102.SZ
300371,33,水利;专精特新;雄安新区;物联网;传感器;智慧城市;人工智能;华为概念;DeepSeek概念;核电;AI智能体;绿色电力,12,300371.SZ
603000,17,AI语料;知识产权保护;AI应用;智谱AI;AIGC概念;数据确权;云办公;文化传媒概念;AI智能体;数据安全;百度概念;数据要素;国资云;鸿蒙概念;区块链;网络安全;蚂蚁集团概念;算力租赁;DeepSeek概念;人工智能;东数西算(算力);独角兽概念;华为概念;体育产业;数据中心;京津冀一体化;创投;国企改革;证金持股;沪股通;融资融券,31,603000.SH
300682,33,电力物联网;AI应用;蚂蚁集团概念;AI智能体;阿里巴巴概念;华为鲲鹏;数据要素;区块链;智能电网;虚拟电厂;DeepSeek概念;数字经济;人工智能;华为概念;物联网;工业互联网;车联网(车路协同);光伏概念;充电桩;碳中和;绿色电力;比亚迪概念;新能源汽车;融资融券;深股通,25,300682.SZ
300127,33,稀土永磁;华为概念;军工;特斯拉概念;新能源汽车;西部大开发;深股通,7,300127.SZ
301088,33,融资融券,1,301088.SZ
002392,33,特钢概念;芯片概念;人工智能;回购增持再贷款概念;小金属概念;AI智能体;中俄贸易概念;锂电池概念;固态电池;碳中和;参股券商;深股通,12,002392.SZ
301066,33,AIGC概念;AI智能体;NFT概念;数字经济;人工智能;跨境电商;创投;共同富裕示范区;融资融券,9,301066.SZ
601326,17,航运概念;国企改革;雄安新区;沪股通;京津冀一体化;融资融券,6,601326.SH
001255,33,专精特新;有机硅概念;光伏概念;比亚迪概念;共同富裕示范区;水利;超导概念;高铁;军工;家用电器;新能源汽车;核电;风电;长三角一体化,14,001255.SZ
002743,33,装配式建筑;新型城镇化;雄安新区;PPP概念;可控核聚变,5,002743.SZ
300993,33,露营经济;智能物流;建筑节能;跨境电商;融资融券,5,300993.SZ
605369,17,医疗器械概念;人民币贬值受益;沪股通,3,605369.SH
600801,17,水泥概念;雅下水电概念;一带一路;沪股通;融资融券;2026一季报预增,6,600801.SH
600782,17,央企国企改革;国企改革;新能源汽车;无人机;沪股通;融资融券,6,600782.SH
603667,17,减速器;人形机器人;汽车热管理;特斯拉概念;新能源汽车;机器人概念;大飞机;高端装备;无人机;商业航天;军工;风电;特钢概念;沪股通;融资融券,15,603667.SH
001391,33,统一大市场;冷链物流;跨境电商;国企改革;智能物流;一带一路;人民币贬值受益;央企国企改革;华为概念;苹果概念;深股通;融资融券,12,001391.SZ
301309,33,共同富裕示范区;3D打印;专精特新;智能家居;人民币贬值受益;融资融券,6,301309.SZ
000422,33,磷化工;化肥;煤化工概念;煤炭概念;氟化工概念;可降解塑料;国企改革;回购增持再贷款概念;乡村振兴;宁德时代概念;光刻胶;华为概念;股权转让(并购重组);融资融券;深股通,15,000422.SZ
601677,17,金属回收;特高压;锂电池概念;固态电池;中韩自贸区;消费电子概念;储能;新能源汽车;比亚迪概念;5G;军工;机器人概念;融资融券;沪股通,14,601677.SH
300042,33,存储芯片;汽车芯片;算力租赁;华为昇腾;东数西算(算力);芯片概念;时空大数据;AI眼镜;消费电子概念;华为鲲鹏;智能穿戴;虚拟数字人;智慧城市;知识产权保护;粤港澳大湾区;DeepSeek概念;人民币贬值受益;跨境电商;国企改革;深股通;融资融券,21,300042.SZ
300413,33,短剧游戏;AI语料;虚拟数字人;手机游戏;AIGC概念;文化传媒概念;网络游戏;多模态AI;智谱AI;AI智能体;抖音概念(字节概念);元宇宙;IP经济(谷子经济);鸿蒙概念;阿里巴巴概念;区块链;网红经济;DeepSeek概念;独角兽概念;人工智能;虚拟现实;数字孪生;华为概念;跨境电商;MR(混合现实);机器人概念;5G;乡村振兴;AI应用;国企改革;农村电商;深股通;融资融券,33,300413.SZ
600518,17,医药电商;维生素;民营医院;医疗器械概念;智能医疗;粤港澳大湾区;融资融券;沪股通,8,600518.SH
600859,17,免税店;冰雪产业;IP经济(谷子经济);物业管理;跨境电商;京津冀一体化;国企改革;抖音概念(字节概念);沪股通;融资融券,10,600859.SH
600704,17,统一大市场;参股保险;国企改革;参股银行;大豆;期货概念;一带一路;汽车拆解概念;化债概念(AMC概念);小金属概念;养老概念;医美概念;共同富裕示范区;跨境电商;辅助生殖;DeepSeek概念;小米汽车;机器人概念;脑机接口;储能;沪股通;融资融券,22,600704.SH
601528,17,高股息精选;互联网金融;沪股通,3,601528.SH
603788,17,医疗器械概念;小米汽车;新能源汽车;比亚迪概念;特斯拉概念;小米概念,6,603788.SH
601890,17,国产航母;海工装备;军民融合;高端装备;军工;风电;沪股通;融资融券,8,601890.SH
002282,33,中俄贸易概念;一带一路;雄安新区;高铁;国企改革;绿色电力,6,002282.SZ
603352,17,注册制次新股;长安汽车概念;西部大开发;专精特新;比亚迪概念;新能源汽车;宁德时代概念;新股与次新股;融资融券,9,603352.SH
601992,17,水泥概念;京津冀一体化;房屋检测;商业航天;雄安新区;创投;国企改革;可控核聚变;装配式建筑;物业管理;核电;光伏概念;一带一路;固废处理;储能;沪股通;融资融券,17,601992.SH
002681,33,跨境电商;体育产业;人工智能;智能家居;虚拟现实;星闪概念;粤港澳大湾区;阿里巴巴概念;华为概念;家用电器;机器人概念;智能音箱;人民币贬值受益;小米概念;中俄贸易概念;智能穿戴;血氧仪;传感器;人形机器人;无线耳机;减速器;消费电子概念;无线充电;汽车电子;储能;深股通;融资融券,27,002681.SZ
300525,33,财税数字化;AI智能体;数字货币;移动支付;智慧政务;数据要素;信创;云计算;腾讯概念;网络安全;互联网金融;数字乡村;数字经济;DeepSeek概念;人工智能;智慧城市;智能医疗;华为概念;中国AI 50;机器人概念;福建自贸区;AI应用;海峡两岸;乡村振兴;融资融券;深股通,26,300525.SZ
605005,17,汽车热管理;长安汽车概念;新能源汽车;宁德时代概念;汽车电子;消费电子概念;3D打印;新型工业化;智能座舱;沪股通,10,605005.SH
600530,17,养老概念;幽门螺杆菌概念;宠物经济;沪股通,4,600530.SH
002712,33,短剧游戏;小红书概念;快手概念;文化传媒概念;知识产权保护;虚拟数字人;AIGC概念;网络游戏;抖音概念(字节概念);智谱AI;IP经济(谷子经济);网红经济;百度概念;腾讯概念;阿里巴巴概念;人工智能;旅游概念;AI应用;华为概念;创投;小米概念;国企改革;苹果概念,23,002712.SZ
002356,33,天然气;氢能源;共享单车;风电;绿色电力;充电桩;数字经济;深股通,8,002356.SZ
002489,33,参股银行;露营经济;跨境电商;共同富裕示范区;体育产业;C2M概念;旅游概念;一带一路;创投;长三角一体化;人民币贬值受益;独角兽概念;机器人概念;深股通;融资融券,15,002489.SZ
600857,17,参股银行;共同富裕示范区;黄金概念,3,600857.SH
600337,17,C2M概念;铜缆高速连接;华为概念;数字经济;智能物流;新疆振兴;人工智能;工业互联网;智能家居;跨境电商;AI智能体;AIGC概念;AI应用;融资融券,14,600337.SH
600388,17,固废处理;风电;绿色电力;回购增持再贷款概念;储能;土壤修复;污水处理;氢能源;专精特新;海峡两岸;PPP概念;国企改革;机器人概念;钠离子电池;华为概念;融资融券;沪股通,17,600388.SH
003011,33,共同富裕示范区;长三角一体化;人民币贬值受益;2025年报预增;回购增持再贷款概念,5,003011.SZ
000655,33,金属铜;小金属概念;钒电池;国企改革;深股通;融资融券,6,000655.SZ
688106,17,俄乌冲突概念;天然气;固态电池;氢能源;中芯国际概念;碳中和;锂电池概念;光伏概念;存储芯片;第三代半导体;可控核聚变;燃料电池;回购增持再贷款概念;冷链物流;商业航天;核电;长三角一体化;芯片概念;专精特新;沪股通;融资融券,21,688106.SH
002014,33,供销社;绿色电力;深股通,3,002014.SZ
600490,17,金属锌;黄金概念;金属铜;小金属概念;金属钴;金属镍;俄乌冲突概念;锂电池概念;一带一路;沪股通;融资融券,11,600490.SH
601808,17,可燃冰;俄乌冲突概念;天然气;同花顺中特估100;证金持股;央企国企改革;沪股通;融资融券;国企改革;一带一路;海工装备;高端装备;中字头股票,13,601808.SH
601001,17,煤炭概念;国企改革;沪股通;融资融券,4,601001.SH
002413,33,太赫兹;军工信息化;商业航天;军民融合;卫星导航;大飞机;军工;6G概念;无人机;低空经济;毫米波雷达;车联网(车路协同);5G;无人驾驶;京津冀一体化;人工智能;数据要素;东数西算(算力);芯片概念;华为概念;DeepSeek概念;比亚迪概念;汽车电子;养老概念;存储芯片;深股通;融资融券,27,002413.SZ
300284,33,房屋检测;空间计算;DeepSeek概念;AI智能体;网约车;智慧城市;数字孪生;车联网(车路协同);京津冀一体化;创投;新型城镇化;食品安全;水利;雄安新区;乡村振兴;低空经济;粤港澳大湾区;PPP概念;一带一路;无人机;雅下水电概念;国企改革;碳中和;储能;深股通;俄乌冲突概念;融资融券,27,300284.SZ
600320,17,海工装备;核电;高端装备;一带一路;央企国企改革;风电;国企改革;海峡两岸;机器人概念;自由贸易港;融资融券;沪股通,12,600320.SH
600880,17,小红书概念;短剧游戏;Sora概念(文生视频);AIGC概念;虚拟数字人;NFT概念;手机游戏;网络游戏;文化传媒概念;知识产权保护;AI智能体;抖音概念(字节概念);数据确权;数据要素;阿里巴巴概念;百度概念;腾讯概念;蚂蚁集团概念;鸿蒙概念;区块链;人工智能;DeepSeek概念;数字经济;互联网金融;智慧城市;虚拟现实;旅游概念;华为概念;跨境电商;AI应用;乡村振兴;西部大开发;国企改革;融资融券;股权转让(并购重组);沪股通,36,600880.SH
002703,33,长安汽车概念;共同富裕示范区;小米汽车;无人驾驶;比亚迪概念;新能源汽车;汽车电子;小米概念;深股通;融资融券,10,002703.SZ
603866,17,绿色电力;沪股通;融资融券,3,603866.SH
603137,17,装配式建筑;新型城镇化;建筑节能;光伏建筑一体化;融资融券,5,603137.SH
000708,33,特钢概念;同花顺中特估100;高股息精选;氢能源;绿色电力;国企改革;核电;新能源汽车;航空发动机;机器人概念;融资融券;商业航天;中字头股票;深股通,14,000708.SZ
300328,33,柔性屏(折叠屏);一体化压铸;毫米波雷达;消费电子概念;特斯拉概念;新能源汽车;5G;比亚迪概念;智能座舱;AI眼镜;人形机器人;智能穿戴;小米概念;宁德时代概念;有机硅概念;华为概念;医疗器械概念;人工智能;国企改革;深股通;融资融券,21,300328.SZ
300271,33,ChatGPT概念;智谱AI;数据确权;DRG/DIP;财税数字化;智慧政务;AI智能体;华为鲲鹏;在线教育;数据要素;蚂蚁集团概念;抖音概念(字节概念);数据安全;百度概念;区块链;阿里巴巴概念;腾讯概念;信创;DeepSeek概念;职业教育;互联网金融;人工智能;语音技术;华为概念;AI应用;深股通;融资融券,27,300271.SZ
001390,33,参股银行;注册制次新股;专精特新;深股通;新股与次新股;融资融券,6,001390.SZ
601777,17,新能源汽车;无人驾驶;车联网(车路协同);智能座舱;两轮车;换电概念;参股银行;西部大开发;独角兽概念;百度概念;融资融券;沪股通,12,601777.SH
600110,17,PET铜箔;固态电池;锂电池概念;宁德时代概念;PCB概念;军工;比亚迪概念;新能源汽车;特斯拉概念;无人机;核电;储能;粤港澳大湾区;绿色电力;融资融券;股权转让(并购重组);沪股通,17,600110.SH
002287,33,医药电商;流感;创新药;三胎概念;西部大开发;深股通;融资融券,7,002287.SZ
603496,17,华为昇腾;云计算;华为鲲鹏;数据安全;信创;算力租赁;网络安全;国产操作系统;东数西算(算力);鸿蒙概念;DeepSeek概念;人工智能;智慧城市;数字孪生;智能医疗;数据中心;华为概念;AI应用;物联网;5G;军民融合;军工;工业互联网;液冷服务器;新型工业化;智能电网;创投;机器人概念;专精特新;光伏概念;融资融券;沪股通,32,603496.SH
000686,33,期货概念;证金持股;深股通;融资融券;2025年报预增,5,000686.SZ
301101,33,IP经济(谷子经济);智能穿戴;小米概念;AI眼镜;专精特新;消费电子概念;深股通;融资融券,8,301101.SZ
301231,33,文化传媒概念;ChatGPT概念;在线教育;AI智能体;阿里巴巴概念;IP经济(谷子经济);DeepSeek概念;人工智能;AI应用;跨境电商;三胎概念;西部大开发;回购增持再贷款概念;融资融券,14,301231.SZ
000598,33,证金持股;PPP概念;地下管网;固废处理;污水处理;国企改革;水利;西部大开发;数字孪生;深股通;融资融券,11,000598.SZ
301058,33,粮食概念;大豆;乡村振兴;冷链物流;国企改革;中俄贸易概念;冰雪产业;一带一路;农机;体育产业;央企国企改革;食品安全;高端装备;机器人概念;深股通;中字头股票;融资融券,17,301058.SZ
001309,33,存储芯片;AI PC;中芯国际概念;汽车电子;芯片概念;共封装光学(CPO);智能穿戴;2025年报预增;专精特新;粤港澳大湾区;数据中心;人民币贬值受益;人工智能;融资融券;深股通,15,001309.SZ
301107,33,农机;专精特新;传感器;新能源汽车;汽车电子;机器人概念;减速器;乡村振兴;无人机;氢能源;西部大开发;融资融券,12,301107.SZ
301429,33,装配式建筑;跨境电商;人民币贬值受益;碳中和;融资融券,5,301429.SZ
002879,33,柔性直流输电;智能电网;核电;风电;高铁;储能;2025年报预增;数据中心;抽水蓄能;液冷服务器;机器人概念;商业航天,12,002879.SZ
002051,33,冰雪产业;固废处理;新型城镇化;同花顺中特估100;水利;污水处理;新疆振兴;乡村振兴;一带一路;央企国企改革;雄安新区;国企改革;人民币贬值受益;华为概念;东数西算(算力);深股通;融资融券;中字头股票,18,002051.SZ
300995,33,人形机器人;比亚迪概念;小米汽车;碳纤维;新能源汽车;小米概念;粤港澳大湾区;创投;2025年报预增;一带一路;三胎概念;融资融券,12,300995.SZ
605180,17,露营经济;碳纤维,2,605180.SH
688169,17,家用电器;人工智能;智能家居;同花顺出海50;DeepSeek概念;机器人概念;人民币贬值受益;小米概念;沪股通;融资融券,10,688169.SH
601021,17,免税店;跨境电商;证金持股;沪股通;融资融券,5,601021.SH
600660,17,证金持股;同花顺漂亮100;同花顺出海50;沪股通;融资融券;福建自贸区;小米汽车;特斯拉概念;光伏概念,9,600660.SH
300035,33,石墨电极;钠离子电池;固态电池;锂电池概念;宁德时代概念;硅能源;储能;PCB概念;比亚迪概念;新能源汽车;高压快充;2025年报预增;专精特新;创投;融资融券;深股通,16,300035.SZ
300560,33,网络安全;智慧政务;电子身份证;智慧城市;云计算;AI智能体;抖音概念(字节概念);安防;车联网(车路协同);东数西算(算力);元宇宙;数字经济;算力租赁;物联网;人工智能;数字乡村;华为概念;5G;机器视觉;军工;智能穿戴;福建自贸区;海峡两岸;机器人概念;AI眼镜;英伟达概念;水利;垃圾分类;乡村振兴;一带一路;AI应用,31,300560.SZ
600332,17,青蒿素;医药电商;流感;仿制药一致性评价;证金持股;生物疫苗;白酒概念;创新药;医疗器械概念;国企改革;沪股通;融资融券;阿里巴巴概念,13,600332.SH
600448,17,工业大麻;参股银行;C2M概念;国企改革;人民币贬值受益;回购增持再贷款概念;融资融券,7,600448.SH
601229,17,沪股通;融资融券,2,601229.SH
002379,33,金属回收;股权转让(并购重组);深股通;融资融券,4,002379.SZ
001260,33,长安汽车概念;华为汽车;小米汽车;比亚迪概念;小米概念,5,001260.SZ
600517,17,特高压;智能电网;钒电池;储能;碳交易;碳中和;央企国企改革;国企改革;物联网;参股券商;期货概念;信托概念;沪股通;融资融券,14,600517.SH
603062,17,专精特新;储能;碳中和;光伏概念;风电;海工装备;高股息精选;沪股通;融资融券,9,603062.SH
002836,33,烟草,1,002836.SZ
300752,33,MicroLED概念;MiniLED;MR(混合现实);AI眼镜;智能穿戴;汽车电子;小米概念;消费电子概念;虚拟现实;量子科技;小米汽车;华为概念;比亚迪概念;粤港澳大湾区,14,300752.SZ
688278,17,创新药;肝炎概念;绿色电力;福建自贸区;沪股通;融资融券,6,688278.SH
002791,33,光伏建筑一体化;雄安新区;垃圾分类;海峡两岸;智能家居;粤港澳大湾区;光伏概念;充电桩;融资融券;深股通,10,002791.SZ
000670,33,智能家居;存储芯片;小米概念;人民币贬值受益;机器人概念;芯片概念;海峡两岸;虚拟现实;无人机;深股通,10,000670.SZ
300005,33,商业航天;露营经济;体育产业;足球概念;冰雪产业;三胎概念;京津冀一体化;机器人概念;跨境电商;柔性屏(折叠屏);智能穿戴;消费电子概念;芯片概念;MiniLED;AI眼镜;MicroLED概念;OLED;汽车芯片;MCU芯片;融资融券;深股通,21,300005.SZ
600738,17,跨境电商;国企改革;西部大开发;回购增持再贷款概念;2025年报预增;快手概念,6,600738.SH
300982,33,电力物联网;虚拟电厂;智能电网;光伏概念;数据中心;充电桩;储能;工业互联网;融资融券,9,300982.SZ
601008,17,航运概念;中韩自贸区;中俄贸易概念;国企改革;一带一路;沪股通;融资融券,7,601008.SH
300589,33,军民融合;军工;海工装备;无人驾驶;专精特新;粤港澳大湾区;燃料电池;一带一路;绿色电力;深股通;融资融券,11,300589.SZ
300230,33,人民币贬值受益;一带一路;宠物经济;长三角一体化;智能物流;智能家居;长安汽车概念;机器人概念;小米概念;3D打印;无人机,11,300230.SZ
300002,33,手机游戏;ChatGPT概念;网络游戏;AIGC概念;AI智能体;在线教育;智慧政务;云计算;数据安全;信创;区块链;网络安全;DeepSeek概念;人脸识别;人工智能;数字经济;职业教育;算力租赁;智慧城市;东数西算(算力);数字孪生;华为概念;物联网;工业互联网;创投;数据中心;AI应用;5G;机器人概念;电力物联网;智能电网;乡村振兴;深股通;融资融券,34,300002.SZ
002608,33,超超临界发电;碳交易;虚拟电厂;参股保险;国企改革;储能;信托概念;工业互联网;深股通;融资融券,10,002608.SZ
600686,17,长安汽车概念;燃料电池;智能物流;海峡两岸;新能源汽车;国企改革;氢能源;福建自贸区;安防;无人驾驶;车联网(车路协同);2025年报预增;华为概念;百度概念;融资融券;沪股通,16,600686.SH
002383,33,商业航天;卫星导航;无人机;低空经济;时空大数据;车联网(车路协同);智慧灯杆;数字乡村;智慧城市;水利;京津冀一体化;无人驾驶;数字经济;机器人概念;芯片概念;华为概念;农机;生态农业;国企改革;汽车芯片;新型城镇化;深股通;融资融券,23,002383.SZ
002842,33,金属铜;小金属概念;光伏概念,3,002842.SZ
000026,33,商业航天;央企国企改革;机器人概念;智能穿戴;减速器;国企改革;人形机器人;深股通,8,000026.SZ
600778,17,免税店;跨境电商;新疆振兴;西部大开发;一带一路;2025年报预增,6,600778.SH
301051,33,智能穿戴;柔性屏(折叠屏);消费电子概念;储能;深股通;融资融券,6,301051.SZ
301136,33,卫星导航;商业航天;时空大数据;福建自贸区;智慧政务;低空经济;无人机;智慧城市;数字乡村;车联网(车路协同);数据要素;数字经济;海峡两岸;人工智能;数字孪生;物联网;房屋检测;水利;虚拟现实;海工装备;土壤修复;新型城镇化;地下管网;乡村振兴;数据中心;污水处理;国企改革;碳中和;AI应用;融资融券,30,301136.SZ
603190,17,一体化压铸;新能源汽车;机器人概念;特斯拉概念;汽车拆解概念;无人驾驶,6,603190.SH
603466,17,Sora概念(文生视频);文化传媒概念;虚拟数字人;NFT概念;手机游戏;元宇宙;AIGC概念;IP经济(谷子经济);抖音概念(字节概念);ChatGPT概念;数据要素;空间计算;虚拟现实;百度概念;数字经济;网红经济;数字孪生;DeepSeek概念;MR(混合现实);旅游概念;华为概念;商业航天;机器人概念;乡村振兴;人形机器人;融资融券;沪股通,27,603466.SH
601818,17,高股息精选;证金持股;国企改革;沪股通;融资融券,5,601818.SH
002402,33,智能座舱;人形机器人;卫星导航;机器视觉;商业航天;智能穿戴;军工;新型工业化;小米概念;机器人概念;比亚迪概念;语音技术;华为海思概念股;汽车热管理;物联网;长安汽车概念;汽车电子;芯片概念;5G;人工智能;智能家居;汽车芯片;粤港澳大湾区;AI智能体;家用电器;DeepSeek概念;第三代半导体;人民币贬值受益;智能医疗;2025年报预增;储能;一带一路;深股通;融资融券,34,002402.SZ
600155,17,期货概念;参股券商;白酒概念;数字经济;京津冀一体化;DeepSeek概念;雄安新区;AI智能体;云计算;沪股通;融资融券;2025年报预增,12,600155.SH
600489,17,黄金概念;金属铜;小金属概念;央企国企改革;国企改革;沪股通;融资融券;中字头股票,8,600489.SH
603611,17,人形机器人;新型工业化;机器人概念;人民币贬值受益;无人驾驶;工业互联网;一带一路;智能物流;宁德时代概念;物联网;锂电池概念;车联网(车路协同);冷链物流;统一大市场;互联网金融;高股息精选;沪股通,17,603611.SH
601606,17,兵装重组概念;军民融合;央企国企改革;军工;国企改革;新能源汽车;沪股通;融资融券,8,601606.SH
688389,17,猴痘概念;医美概念;医疗器械概念;流感;医药电商;智能医疗;养老概念;人工智能;DeepSeek概念;沪股通;融资融券,11,688389.SH
002742,33,ST板块;流感;幽门螺杆菌概念;减肥药;职业教育;西部大开发;一带一路;水泥概念,8,002742.SZ
600509,17,超超临界发电;绿色电力;抽水蓄能;智能电网;一带一路;第三代半导体;国企改革;新疆振兴;西部大开发;芯片概念;AI眼镜;天然气;融资融券;沪股通,14,600509.SH
002105,33,体育产业;三胎概念;养老概念;共享单车;医疗器械概念;海峡两岸;人民币贬值受益;两轮车;小米概念,9,002105.SZ
300721,33,环氧丙烷;染料;光刻胶;锂电池概念;OLED;新能源汽车,6,300721.SZ
300349,33,AI智能体;云计算;数据要素;鸿蒙概念;量子科技;星闪概念;人工智能;DeepSeek概念;智慧城市;华为概念;物联网;传感器;芯片概念;AI应用;储能;氢能源;绿色电力;深股通;融资融券,19,300349.SZ
600621,17,期货概念;参股券商;物业管理;互联网金融;上海国企改革;DeepSeek概念;创投;国企改革;2025年报预增;沪股通;融资融券,11,600621.SH
603978,17,氟化工概念;PVDF概念;锂电池概念;储能;回购增持再贷款概念;一体化压铸;军工;核电;商业航天;芯片概念;融资融券,11,603978.SH
300847,33,中船系;军工;央企国企改革;国企改革;深股通;中字头股票,6,300847.SZ
601949,17,知识产权保护;文化传媒概念;NFT概念;虚拟数字人;数据要素;数字经济;国企改革;一带一路;同花顺中特估100;沪股通;中字头股票;融资融券,12,601949.SH
002075,33,特钢概念;军工;无人机;新能源汽车;2025年报预增;华为概念;深股通;融资融券,8,002075.SZ
300497,33,有机硅概念;人造肉;氟化工概念;锂电池概念;CRO概念;合成生物;光刻胶;肝炎概念;创新药;猴痘概念;化肥;2026一季报预增;融资融券;深股通,14,300497.SZ
301618,33,粤港澳大湾区;专精特新;深股通;融资融券,4,301618.SZ
603008,17,跨境电商;智能家居;人工智能;工业互联网;脑机接口;沪股通;融资融券,7,603008.SH
301419,33,共封装光学(CPO);富士康概念;5G;汽车热管理;人形机器人;机器人概念;人民币贬值受益;融资融券,8,301419.SZ
603982,17,家用电器;长安汽车概念;一体化压铸;华为汽车;减速器;小米汽车;比亚迪概念;新能源汽车;小米概念;特斯拉概念;华为概念;宁德时代概念;融资融券,13,603982.SH
600280,17,物业管理,1,600280.SH
603901,17,人形机器人;新型工业化;机器视觉;机器人概念;2025年报预增;沪股通,6,603901.SH
600903,17,页岩气;天然气;西部大开发;国企改革;氢能源;沪股通;融资融券,7,600903.SH
600900,17,同花顺中特估100;证金持股;沪股通;融资融券;同花顺漂亮100;绿色电力;参股银行;国企改革;央企国企改革;水利;创投;核电;储能,13,600900.SH
600556,17,小红书概念;快手概念;Web3.0;AIGC概念;虚拟数字人;多模态AI;知识产权保护;NFT概念;文化传媒概念;抖音概念(字节概念);在线教育;AI智能体;数据要素;阿里巴巴概念;腾讯概念;元宇宙;区块链;网红经济;IP经济(谷子经济);职业教育;人工智能;AI应用;华为概念;MR(混合现实);西部大开发;融资融券;沪股通,27,600556.SH
002862,33,NFT概念;网络游戏;IP经济(谷子经济);AIGC概念;手机游戏;智能音箱;ChatGPT概念;百度概念;人工智能;跨境电商;DeepSeek概念;三胎概念;宠物经济;人民币贬值受益;充电桩;光伏概念;光伏建筑一体化;HJT电池;TOPCON电池;绿色电力,20,002862.SZ
601788,17,期货概念;证金持股;国企改革;沪股通;融资融券;央企国企改革,6,601788.SH
002698,33,新型工业化;智能医疗;人形机器人;医疗器械概念;机器人概念;智能物流;专精特新;工业互联网;创投;高端装备;3D打印;中俄贸易概念;污水处理;黑龙江自贸区;深股通;融资融券,16,002698.SZ
600919,17,高股息精选;沪股通;融资融券,3,600919.SH
688225,17,智谱AI;数字水印;数据安全;智慧政务;AI智能体;信创;网络安全;抖音概念(字节概念);阿里巴巴概念;数据要素;鸿蒙概念;东数西算(算力);跨境支付(CIPS);DeepSeek概念;车联网(车路协同);人工智能;智慧城市;卫星导航;6G概念;商业航天;工业互联网;5G;AI应用;沪股通;股权转让(并购重组);融资融券,26,688225.SH
300091,33,军工;无人机;高端装备;核电;ST板块;储能;光热发电;燃料电池;碳中和;超超临界发电;污水处理;乡村振兴;氢能源,13,300091.SZ
300047,33,智谱AI;ChatGPT概念;华为昇腾;云办公;华为鲲鹏;财税数字化;AIGC概念;云计算;AI智能体;智慧政务;蚂蚁集团概念;信创;数据安全;华为欧拉;数字货币;数据要素;网络安全;百度概念;移动支付;腾讯概念;在线教育;区块链;鸿蒙概念;时空大数据;DeepSeek概念;数字经济;东数西算(算力);人工智能;智慧城市;职业教育;军工信息化;数字孪生;车联网(车路协同);华为概念;数据中心;AI应用;低空经济;5G;军工;跨境电商;无人机;无人驾驶;粤港澳大湾区;机器人概念;乡村振兴;融资融券;深股通,47,300047.SZ
002508,33,DeepSeek概念;深股通;融资融券;人工智能;家用电器,5,002508.SZ
601766,17,中字头股票;证金持股;同花顺中特估100;参股保险;同花顺出海50;PPP概念;沪股通;融资融券;国企改革;高铁;央企国企改革;雄安新区;风电;氢能源;特高压;燃料电池;一带一路;储能;高端装备;机器人概念;新能源汽车;数据中心;芯片概念,23,601766.SH
002925,33,脑机接口;虚拟现实;元宇宙;智能座舱;AI智能体;华为概念;数字孪生;物联网;智能医疗;工业互联网;智能穿戴;机器人概念;新型工业化;比亚迪概念;汽车电子;消费电子概念;长安汽车概念;海峡两岸;光伏概念;新型烟草(电子烟);医疗器械概念;智能家居;福建自贸区;人民币贬值受益;回购增持再贷款概念;2025年报预增;融资融券;深股通,28,002925.SZ
