所属概念数量,股票代码,market_code,所属概念,code
4.0,688021.SH,17,氢能源;专精特新;燃料电池;融资融券,688021
9.0,300535.SZ,33,有机硅概念;染料;一带一路;新型工业化;西部大开发;专精特新;高端装备;充电桩;光刻胶,300535
16.0,301106.SZ,33,电力物联网;星闪概念;智能家居;智能电网;家用电器;5G;新型烟草(电子烟);两轮车;智能座舱;消费电子概念;新能源汽车;比亚迪概念;汽车电子;PCB概念;股权转让(并购重组);融资融券,301106
18.0,300676.SZ,33,猴痘概念;基因测序;肝炎概念;智能医疗;辅助生殖;阿尔茨海默概念;医疗器械概念;流感;三胎概念;合成生物;数据要素;创投;区块链;医药电商;粤港澳大湾区;一带一路;深股通;融资融券,300676
2.0,605338.SH,17,预制菜;沪股通,605338
13.0,600425.SH,17,水泥概念;新疆振兴;化肥;国企改革;同花顺中特估100;西部大开发;一带一路;氢能源;煤炭概念;人工智能;风电;沪股通;融资融券,600425
19.0,600579.SH,17,跨境电商;国企改革;氢能源;人民币贬值受益;核污染防治;化肥;碳纤维;光热发电;高端装备;央企国企改革;新型工业化;煤化工概念;机器人概念;低空经济;新能源汽车;飞行汽车(eVTOL);储能;中字头股票;股权转让(并购重组),600579
15.0,301175.SZ,33,固废处理;乡村振兴;人工智能;碳中和;一带一路;国企改革;海峡两岸;生物质能发电;绿色电力;华为概念;专精特新;商业航天;深股通;中字头股票;融资融券,301175
8.0,603619.SH,17,俄乌冲突概念;天然气;新疆振兴;沪股通;一带一路;海工装备;机器人概念;融资融券,603619
20.0,000652.SZ,33,信托概念;参股券商;固废处理;新型城镇化;国企改革;雄安新区;化债概念(AMC概念);PPP概念;流感;京津冀一体化;碳交易;碳中和;生物质能发电;创投;证金持股;绿色电力;独角兽概念;动力电池回收;深股通;融资融券,000652
4.0,002098.SZ,33,网红经济;跨境电商;跨境支付(CIPS);海峡两岸,002098
8.0,000978.SZ,33,旅游概念;文化传媒概念;虚拟数字人;腾讯概念;DeepSeek概念;国企改革;低空经济;西部大开发,000978
7.0,300683.SZ,33,细胞免疫治疗;重组蛋白;CRO概念;创新药;仿制药一致性评价;眼科医疗;股权转让(并购重组),300683
19.0,002238.SZ,33,文化传媒概念;短剧游戏;虚拟数字人;在线教育;养老概念;数据要素;AI智能体;智慧政务;腾讯概念;国资云;智慧城市;足球概念;网络安全;国企改革;算力租赁;数据中心(AIDC);5G;深股通;融资融券,002238
12.0,600320.SH,17,自由贸易港;央企国企改革;国企改革;一带一路;海工装备;核电;风电;高端装备;海峡两岸;机器人概念;融资融券;沪股通,600320
15.0,600691.SH,17,煤化工概念;化肥;磷化工;天然气;消毒剂;国企改革;氢能源;一带一路;燃料电池;储能;光伏概念;机器人概念;股权转让(并购重组);沪股通;融资融券,600691
45.0,000810.SZ,33,智能家居;星闪概念;安防;鸿蒙概念;长安汽车概念;人工智能;AIGC概念;虚拟现实;在线教育;物联网;智能音箱;家用电器;元宇宙;ChatGPT概念;数据要素;空间计算;数字经济;Web3.0;文化传媒概念;百度概念;腾讯概念;华为概念;小米概念;短剧游戏;智能座舱;MR(混合现实);智能穿戴;无人机;柔性屏(折叠屏);储能;西部大开发;消费电子概念;汽车电子;眼科医疗;数据中心(AIDC);AI眼镜;5G;芯片概念;华为海思概念股;OLED;WiFi 6;MiniLED;F5G概念;深股通;融资融券,000810
2.0,603326.SH,17,智能家居;工业互联网,603326
2.0,603159.SH,17,特斯拉概念;汽车电子,603159
17.0,300300.SZ,33,家庭医生;独角兽概念;数字经济;智慧城市;海峡两岸;文化传媒概念;人工智能;东数西算(算力);充电桩;创投;国企改革;数据中心(AIDC);智能医疗;医疗器械概念;2025年报预增;融资融券;摘帽,300300
11.0,605001.SH,17,养老概念;高铁;一带一路;高压氧舱;医美概念;机器人概念;碳纤维;新能源汽车;比亚迪概念;储能;芯片概念,605001
13.0,002799.SZ,33,文化传媒概念;虚拟数字人;数字经济;ChatGPT概念;区块链;智能物流;快手概念;腾讯概念;百度概念;阿里巴巴概念;抖音概念(字节概念);西部大开发;国企改革,002799
13.0,600650.SH,17,网约车;旅游概念;自由贸易港;上海国企改革;冷链物流;上海自贸区;数字经济;预制菜;参股券商;国企改革;航运概念;无人驾驶;沪股通,600650
3.0,605298.SH,17,高铁;专精特新;沪股通,605298
14.0,301348.SZ,33,存储芯片;芯片概念;先进封装;消费电子概念;华为概念;第三代半导体;东数西算(算力);无人机;数据中心(AIDC);粤港澳大湾区;新能源汽车;锂电池概念;深股通;融资融券,301348
7.0,603291.SH,17,污水处理;人工智能;一带一路;净水概念;创投;PPP概念;沪股通,603291
4.0,301122.SZ,33,医疗器械概念;辅助生殖;人民币贬值受益;融资融券,301122
11.0,688606.SH,17,禽流感;宠物经济;幽门螺杆菌概念;肝炎概念;医疗器械概念;猴痘概念;辅助生殖;基因测序;人民币贬值受益;融资融券;沪股通,688606
16.0,301219.SZ,33,金属钴;金属镍;金属铜;小金属概念;固态电池;金属回收;动力电池回收;宁德时代概念;锂电池概念;2026一季报预增;2025年报预增;专精特新;人民币贬值受益;一带一路;深股通;融资融券,301219
6.0,600782.SH,17,央企国企改革;国企改革;无人机;新能源汽车;沪股通;融资融券,600782
30.0,688568.SH,17,卫星导航;商业航天;军工;无人机;海工装备;低空经济;时空大数据;同花顺新质50;数字孪生;多模态AI;空间计算;水利;云计算;东数西算(算力);数据中心(AIDC);智慧城市;数据要素;AI智能体;人工智能;AIGC概念;数字经济;DeepSeek概念;华为概念;AI应用;国企改革;碳中和;碳交易;中字头股票;沪股通;融资融券,688568
9.0,600507.SH,17,特钢概念;化债概念(AMC概念);2025年报预增;工业互联网;融资融券;沪股通;宁德时代概念;华为概念;新能源汽车,600507
1.0,000679.SZ,33,跨境电商,000679
13.0,688230.SH,17,芯片概念;第三代半导体;AI手机;消费电子概念;AI眼镜;智能穿戴;小米概念;5G;专精特新;人形机器人;股权转让(并购重组);沪股通;融资融券,688230
9.0,002320.SZ,33,自由贸易港;海南自贸区;航运概念;旅游概念;国企改革;央企国企改革;股权转让(并购重组);深股通;融资融券,002320
5.0,603122.SH,17,猴痘概念;智能医疗;海峡两岸;长三角一体化;人工智能,603122
34.0,002123.SZ,33,云办公;ChatGPT概念;智慧政务;鸿蒙概念;云计算;AIGC概念;AI应用;数字货币;数据要素;信创;区块链;百度概念;阿里巴巴概念;腾讯概念;元宇宙;语音技术;DeepSeek概念;人工智能;算力租赁;智能医疗;物联网;养老概念;东数西算(算力);华为概念;跨境电商;机器人概念;数据中心(AIDC);三胎概念;一带一路;无人机;比亚迪概念;5G;深股通;融资融券,002123
2.0,600365.SH,22,ST板块;白酒概念,600365
18.0,600862.SH,17,大飞机;航空发动机;军工;低空经济;央企国企改革;商业航天;飞行汽车(eVTOL);无人机;高铁;高端装备;国企改革;创投;碳纤维;人形机器人;工业母机;沪股通;中字头股票;融资融券,600862
7.0,600876.SH,17,光热发电;光伏概念;碳中和;国企改革;央企国企改革;沪股通;融资融券,600876
3.0,605369.SH,17,医疗器械概念;人民币贬值受益;沪股通,605369
14.0,300315.SZ,33,手机游戏;网络游戏;文化传媒概念;IP经济(谷子经济);AIGC概念;AI应用;职业教育;百度概念;抖音概念(字节概念);人工智能;虚拟现实;英伟达概念;深股通;融资融券,300315
11.0,600585.SH,17,同花顺中特估100;证金持股;水泥概念;同花顺漂亮100;国企改革;雅下水电概念;装配式建筑;一带一路;储能;沪股通;融资融券,600585
4.0,300658.SZ,33,福建自贸区;海峡两岸;三胎概念;人民币贬值受益,300658
4.0,600838.SH,17,物业管理;参股券商;国企改革;融资融券,600838
18.0,300386.SZ,33,数字货币;移动支付;跨境支付(CIPS);国产操作系统;华为鲲鹏;鸿蒙概念;人脸识别;区块链;知识产权保护;AI智能体;网络安全;车联网(车路协同);物联网;量子科技;MCU芯片;芯片概念;汽车芯片;深股通,300386
10.0,603067.SH,17,军工;储能;钒电池;锂电池概念;固态电池;钛白粉概念;小金属概念;维生素;沪股通;融资融券,603067
1.0,002687.SZ,33,创投,002687
7.0,603499.SH,17,芯片概念;烟草;工业互联网;2025年报预增;上海自贸区;创投;沪股通,603499
7.0,688188.SH,17,新型工业化;高端装备;专精特新;机器人概念;人工智能;沪股通;融资融券,688188
7.0,301168.SZ,33,锂电池概念;固态电池;专精特新;比亚迪概念;光伏概念;绿色电力;融资融券,301168
5.0,002884.SZ,33,高股息精选;水利;空气能热泵;人民币贬值受益;深股通,002884
15.0,003019.SZ,33,AI PC;人形机器人;汽车电子;智能座舱;特斯拉概念;芯片概念;新能源汽车;机器人概念;数字货币;人民币贬值受益;海峡两岸;物联网;人工智能;福建自贸区;深股通,003019
24.0,300263.SZ,33,OLED;芯片概念;柔性屏(折叠屏);MicroLED概念;碳纤维;钙钛矿电池;商业航天;HJT电池;飞行汽车(eVTOL);大飞机;军工;无人机;光伏概念;低空经济;军民融合;核电;风电;动力电池回收;污水处理;PPP概念;盐湖提锂;超超临界发电;融资融券;深股通,300263
16.0,603759.SH,17,生物质能发电;PPP概念;固废处理;污水处理;绿色电力;一带一路;DeepSeek概念;西部大开发;储能;无人机;光伏概念;金属铜;HJT电池;TOPCON电池;BC电池;股权转让(并购重组),603759
7.0,688479.SH,17,人工智能;数字经济;DeepSeek概念;ERP概念;云计算;AI智能体;融资融券,688479
20.0,002837.SZ,33,液冷服务器;中国AI 50;数据中心(AIDC);英伟达概念;东数西算(算力);军工;华为概念;比亚迪概念;新能源汽车;充电桩;储能;抖音概念(字节概念);腾讯概念;阿里巴巴概念;粤港澳大湾区;高铁;家用电器;冷链物流;融资融券;深股通,002837
7.0,301011.SZ,33,电子竞技;元宇宙;IP经济(谷子经济);海峡两岸;虚拟现实;粤港澳大湾区;融资融券,301011
5.0,603080.SH,17,天然气;新疆振兴;氢能源;西部大开发;股权转让(并购重组),603080
11.0,688389.SH,17,猴痘概念;流感;医美概念;医药电商;养老概念;医疗器械概念;智能医疗;DeepSeek概念;人工智能;沪股通;融资融券,688389
4.0,300973.SZ,33,乳业;冷链物流;深股通;融资融券,300973
39.0,002398.SZ,33,建筑节能;装配式建筑;新型城镇化;房屋检测;地下管网;水利;数字经济;AI应用;AIGC概念;DeepSeek概念;人工智能;AI智能体;一带一路;医疗器械概念;ERP概念;碳中和;数字孪生;华为鲲鹏;光伏建筑一体化;腾讯概念;阿里巴巴概念;福建自贸区;水泥概念;数据安全;高铁;华为欧拉;海峡两岸;机器人概念;华为昇腾;核电;风电;储能;创新药;算力租赁;新能源汽车;光伏概念;3D打印;数据中心(AIDC);汽车电子,002398
6.0,000893.SZ,33,化肥;供销社;一带一路;2025年报预增;融资融券;深股通,000893
20.0,688049.SH,17,MCU芯片;芯片概念;星闪概念;智能音箱;智能穿戴;AI眼镜;小米概念;无线耳机;消费电子概念;物联网;华为概念;专精特新;语音技术;机器人概念;人工智能;粤港澳大湾区;2025年报预增;独角兽概念;沪股通;融资融券,688049
9.0,300937.SZ,33,医药电商;民营医院;智能医疗;西部大开发;数字经济;数据要素;人工智能;DeepSeek概念;融资融券,300937
12.0,301376.SZ,33,露营经济;体育产业;网红经济;宠物经济;足球概念;跨境电商;ChatGPT概念;数字经济;人民币贬值受益;创投;深股通;融资融券,301376
18.0,605365.SH,17,福建自贸区;一带一路;跨境电商;海峡两岸;人民币贬值受益;智能物流;毫米波雷达;家用电器;人工智能;安防;鸿蒙概念;智能家居;机器人概念;物联网;华为概念;新型工业化;传感器;沪股通,605365
8.0,000031.SZ,33,物业管理;新型城镇化;国企改革;证金持股;央企国企改革;粤港澳大湾区;深股通;融资融券,000031
25.0,300773.SZ,33,数字货币;蚂蚁集团概念;移动支付;跨境支付(CIPS);互联网金融;区块链;数据确权;鸿蒙概念;云计算;数据要素;AI应用;腾讯概念;AI智能体;数字经济;DeepSeek概念;人工智能;华为概念;小米概念;2025年报预增;跨境电商;智能物流;参股保险;智能穿戴;深股通;融资融券,300773
8.0,600382.SH,17,参股银行;新能源汽车;PPP概念;白酒概念;无人机;2025年报预增;小金属概念;股权转让(并购重组),600382
14.0,300407.SZ,33,高铁;智慧城市;信创;智能电网;专精特新;职业教育;机器人概念;充电桩;人民币贬值受益;无人驾驶;垃圾分类;雄安新区;一带一路;京津冀一体化,300407
36.0,000034.SZ,33,算力租赁;华为昇腾;智谱AI;云计算;东数西算(算力);数据安全;华为鲲鹏;网络安全;信创;ChatGPT概念;抖音概念(字节概念);阿里巴巴概念;腾讯概念;数据中心(AIDC);鸿蒙概念;AI智能体;AI PC;区块链;AI应用;液冷服务器;数字孪生;华为概念;英伟达概念;DeepSeek概念;物联网;华为海思概念股;人工智能;芯片概念;低空经济;存储芯片;无人驾驶;消费电子概念;机器人概念;乡村振兴;深股通;融资融券,000034
10.0,000731.SZ,33,化肥;磷化工;民爆概念;天然气;乡村振兴;西部大开发;国企改革;央企国企改革;AI智能体;融资融券,000731
23.0,600765.SH,17,国产航母;军民融合;大飞机;航空发动机;成飞概念;军工;低空经济;飞行汽车(eVTOL);无人机;商业航天;核电;高端装备;海工装备;汽车热管理;央企国企改革;机器人概念;西部大开发;国企改革;3D打印;液冷服务器;沪股通;融资融券;中字头股票,600765
7.0,600917.SH,17,天然气;西部大开发;国企改革;碳交易;央企国企改革;沪股通;融资融券,600917
8.0,600197.SH,17,白酒概念;旅游概念;文化传媒概念;国企改革;西部大开发;新疆振兴;沪股通;融资融券,600197
6.0,001222.SZ,33,宠物经济;IP经济(谷子经济);跨境电商;共同富裕示范区;一带一路;人民币贬值受益,001222
9.0,600106.SH,17,智慧城市;ETC;创投;参股银行;参股券商;西部大开发;PPP概念;沪股通;融资融券,600106
8.0,688622.SH,22,ST板块;量子科技;PM2.5;食品安全;碳中和;粤港澳大湾区;医疗器械概念;专精特新,688622
17.0,300291.SZ,33,短剧游戏;快手概念;网红经济;文化传媒概念;IP经济(谷子经济);网络游戏;虚拟数字人;股权转让(并购重组);旅游概念;抖音概念(字节概念);AI应用;腾讯概念;百度概念;阿里巴巴概念;人工智能;华为概念;深股通,300291
7.0,603336.SH,17,乡村振兴;创新药;一带一路;冷链物流;农业种植;国企改革;股权转让(并购重组),603336
9.0,002054.SZ,33,有机硅概念;创投;专精特新;2025年报预增;参股银行;合成生物;参股券商;证金持股;融资融券,002054
4.0,688302.SH,17,创新药;西部大开发;沪股通;融资融券,688302
4.0,002379.SZ,33,股权转让(并购重组);金属回收;深股通;融资融券,002379
34.0,002654.SZ,33,存储芯片;AI手机;芯片概念;消费电子概念;5G;传感器;汽车电子;智能穿戴;小米概念;智慧灯杆;MiniLED;华为概念;ETC;比亚迪概念;军工;安防;阿里巴巴概念;抖音概念(字节概念);智慧城市;新能源汽车;粤港澳大湾区;机器人概念;快手概念;独角兽概念;小红书概念;智能家居;人工智能;风电;数字经济;一带一路;文化传媒概念;国企改革;深股通;融资融券,002654
18.0,601965.SH,17,西部大开发;国企改革;华为汽车;中字头股票;DeepSeek概念;央企国企改革;车联网(车路协同);机器人概念;无人驾驶;动力电池回收;燃料电池;新能源汽车;华为概念;氢能源;无人机;汽车电子;沪股通;融资融券,601965
12.0,002943.SZ,33,第三代半导体;芯片概念;TOPCON电池;AI眼镜;HJT电池;智能穿戴;稀土永磁;光伏概念;比亚迪概念;工业母机;深股通;融资融券,002943
4.0,002003.SZ,33,高股息精选;同花顺出海50;融资融券;深股通,002003
14.0,002285.SZ,33,租售同权;物业管理;特色小镇;新型城镇化;横琴新区;养老概念;互联网金融;化债概念(AMC概念);粤港澳大湾区;云计算;国企改革;华为概念;深股通;融资融券,002285
9.0,603600.SH,17,跨境电商;养老概念;可降解塑料;人民币贬值受益;一带一路;智能家居;工业互联网;鸿蒙概念;高股息精选,603600
5.0,920027.BJ,151,水利;专精特新;融资融券;高铁;西部大开发,920027
10.0,002828.SZ,33,俄乌冲突概念;页岩气;天然气;煤化工概念;新疆振兴;西部大开发;参股银行;碳中和;一带一路;股权转让(并购重组),002828
22.0,002161.SZ,33,电子身份证;ETC;信创;无人零售;AI智能体;智慧城市;车联网(车路协同);虚拟数字人;物联网;人工智能;食品安全;烟草;粤港澳大湾区;创投;无人机;机器人概念;IP经济(谷子经济);一带一路;宠物经济;芯片概念;融资融券;深股通,002161
8.0,688569.SH,17,高铁;国企改革;一带一路;京津冀一体化;央企国企改革;充电桩;沪股通;融资融券,688569
19.0,002010.SZ,33,统一大市场;智能物流;共同富裕示范区;蚂蚁集团概念;DeepSeek概念;一带一路;区块链;工业互联网;车联网(车路协同);2025年报预增;华为概念;无人驾驶;人形机器人;新能源汽车;充电桩;宁德时代概念;军工;深股通;融资融券,002010
3.0,000637.SZ,33,国企改革;碳中和;旅游概念,000637
18.0,002517.SZ,33,电子竞技;手机游戏;网络游戏;NFT概念;IP经济(谷子经济);AIGC概念;AI应用;元宇宙;区块链;腾讯概念;人工智能;数字经济;鸿蒙概念;虚拟现实;华为概念;AI眼镜;深股通;融资融券,002517
10.0,000797.SZ,33,物业管理;装配式建筑;土地流转;跨境电商;京津冀一体化;国企改革;福建自贸区;一带一路;海峡两岸;深股通,000797
10.0,301505.SZ,33,空间计算;智慧城市;车联网(车路协同);水利;低空经济;无人机;污水处理;智慧政务;新型城镇化;融资融券,301505
9.0,603530.SH,17,柔性直流输电;抽水蓄能;特高压;智能电网;风电;核电;绿色电力;沪股通;融资融券,603530
11.0,301126.SZ,33,民营医院;辅助生殖;流感;维生素;无人零售;医疗器械概念;医美概念;医药电商;物业管理;创新药;融资融券,301126
29.0,600720.SH,17,同花顺中特估100;乡村振兴;地下管网;国企改革;PPP概念;新疆振兴;西部大开发;新型城镇化;污水处理;央企国企改革;水利;一带一路;数字经济;碳中和;DeepSeek概念;数据要素;人工智能;智慧城市;智慧政务;车联网(车路协同);低空经济;机器人概念;储能;3D打印;数据中心(AIDC);沪股通;融资融券;股权转让(并购重组);中字头股票,600720
13.0,301389.SZ,33,PET铜箔;富士康概念;苹果概念;消费电子概念;汽车电子;智能穿戴;智能座舱;专精特新;新能源汽车;海峡两岸;股权转让(并购重组);深股通;融资融券,301389
8.0,600802.SH,17,水泥概念;国企改革;参股银行;福建自贸区;参股券商;海峡两岸;核电;融资融券,600802
23.0,000541.SZ,33,参股银行;跨境电商;养老概念;国企改革;医疗器械概念;医美概念;DeepSeek概念;长安汽车概念;智能家居;证金持股;AI智能体;华为汽车;海工装备;小米汽车;智慧灯杆;新能源汽车;军民融合;华为概念;小米概念;芯片概念;第三代半导体;深股通;融资融券,000541
20.0,301131.SZ,33,家用电器;可降解塑料;长安汽车概念;粤港澳大湾区;专精特新;碳纤维;机器人概念;华为汽车;POE胶膜;PEEK材料;新能源汽车;小米概念;无人机;光伏概念;充电桩;HJT电池;钙钛矿电池;TOPCON电池;绿色电力;融资融券,301131
11.0,300621.SZ,33,装配式建筑;建筑节能;新型城镇化;雄安新区;横琴新区;粤港澳大湾区;光伏建筑一体化;国企改革;华为概念;风电;芯片概念,300621
17.0,300958.SZ,33,净水概念;新型城镇化;土壤修复;污水处理;乡村振兴;固废处理;生态农业;碳中和;京津冀一体化;人工智能;AI应用;AI智能体;国企改革;核污染防治;磷化工;无人机;融资融券,300958
11.0,300514.SZ,33,智慧灯杆;物联网;智能家居;电力物联网;粤港澳大湾区;充电桩;智能电网;虚拟电厂;传感器;5G;芯片概念,300514
11.0,603227.SH,17,化肥;新疆振兴;天然气;民爆概念;国企改革;西部大开发;人工智能;无人驾驶;华为概念;沪股通;融资融券,603227
15.0,300240.SZ,33,中俄贸易概念;统一大市场;网约车;冷链物流;航运概念;智能物流;创投;一带一路;人工智能;阿里巴巴概念;车联网(车路协同);新能源汽车;小米概念;无人驾驶;特斯拉概念,300240
12.0,605123.SH,17,航空发动机;卫星导航;大飞机;商业航天;军工;可控核聚变;专精特新;核电;海工装备;风电;沪股通;融资融券,605123
21.0,301189.SZ,33,智能音箱;腾讯概念;宠物经济;虚拟数字人;人脸识别;英伟达概念;鸿蒙概念;算力租赁;星闪概念;跨境电商;人工智能;智能家居;消费电子概念;物联网;无线耳机;车联网(车路协同);机器人概念;专精特新;人民币贬值受益;汽车电子;融资融券,301189
21.0,002909.SZ,33,有机硅概念;装配式建筑;新型城镇化;跨境电商;雄安新区;高铁;粤港澳大湾区;硅能源;一带一路;碳中和;比亚迪概念;低空经济;储能;光伏概念;两轮车;新能源汽车;飞行汽车(eVTOL);液冷服务器;消费电子概念;5G;融资融券,002909
31.0,300182.SZ,33,短剧游戏;AI视频;快手概念;AI语料;虚拟数字人;NFT概念;文化传媒概念;AIGC概念;ChatGPT概念;IP经济(谷子经济);在线教育;抖音概念(字节概念);多模态AI;元宇宙;AI应用;百度概念;腾讯概念;数据要素;阿里巴巴概念;AI智能体;华为盘古;数字经济;DeepSeek概念;人工智能;华为昇腾;虚拟现实;华为概念;军工信息化;小米概念;深股通;融资融券,300182
14.0,300046.SZ,33,第三代半导体;芯片概念;光伏概念;专精特新;柔性直流输电;特高压;充电桩;储能;2025年报预增;海工装备;国企改革;股权转让(并购重组);深股通;融资融券,300046
4.0,920266.BJ,151,西部大开发;融资融券;农业种植;医药电商,920266
8.0,601388.SH,17,金属回收;汽车拆解概念;固废处理;2025年报预增;人民币贬值受益;海峡两岸;融资融券;沪股通,601388
11.0,300424.SZ,33,大飞机;航空发动机;军民融合;成飞概念;军工;无人机;传感器;低空经济;虚拟现实;人民币贬值受益;股权转让(并购重组),300424
8.0,301369.SZ,33,第三代半导体;芯片概念;中芯国际概念;专精特新;2025年报预增;创投;深股通;融资融券,301369
8.0,002084.SZ,33,空气能热泵;智能物流;一带一路;人民币贬值受益;智能家居;海峡两岸;物联网;3D打印,002084
35.0,600271.SH,17,智慧城市;ETC;数据要素;数字经济;移动支付;人工智能;电子身份证;AI应用;智慧政务;DeepSeek概念;网络安全;AI智能体;互联网金融;信创;区块链;人脸识别;ChatGPT概念;职业教育;物联网;财税数字化;数字货币;腾讯概念;蚂蚁集团概念;食品安全;ERP概念;智能物流;海峡两岸;国企改革;央企国企改革;数据中心(AIDC);液冷服务器;MCU芯片;芯片概念;沪股通;融资融券,600271
19.0,600361.SH,17,金属回收;金属铜;宁德时代概念;超导概念;碳中和;华为概念;一带一路;无线耳机;比亚迪概念;特高压;小米概念;机器人概念;新能源汽车;消费电子概念;苹果概念;小米汽车;液冷服务器;富士康概念;沪股通,600361
4.0,600605.SH,17,芯片概念;租售同权;物业管理;沪股通,600605
2.0,002495.SZ,33,预制菜;创投,002495
16.0,002170.SZ,33,化肥;磷化工;生态农业;农村电商;土地流转;转基因;乡村振兴;钠离子电池;垃圾分类;锂电池概念;数字乡村;2025年报预增;人工智能;物联网;无人机;深股通,002170
15.0,688819.SH,17,两轮车;钠离子电池;固态电池;氢能源;石墨烯;锂电池概念;绿色电力;燃料电池;储能;工业互联网;新能源汽车;无人机;数据中心(AIDC);融资融券;沪股通,688819
21.0,000967.SZ,33,算力租赁;云计算;智能电网;储能;华为概念;充电桩;核电;物联网;无人驾驶;智慧城市;数据要素;新能源汽车;绿色电力;机器人概念;垃圾分类;固废处理;污水处理;PPP概念;特色小镇;深股通;融资融券,000967
8.0,920012.BJ,151,汽车电子;第三代半导体;专精特新;芯片概念;先进封装;有机硅概念;新股与次新股;融资融券,920012
11.0,600989.SH,17,煤化工概念;煤炭概念;POE胶膜;氢能源;碳中和;西部大开发;跨境电商;DeepSeek概念;2025年报预增;融资融券;沪股通,600989
6.0,002154.SZ,33,C2M概念;创投;数据要素;证金持股;融资融券;深股通,002154
10.0,002833.SZ,33,粤港澳大湾区;专精特新;新型工业化;新能源汽车;减速器;高端装备;机器人概念;DeepSeek概念;高股息精选;深股通,002833
2.0,920422.BJ,151,融资融券;人民币贬值受益,920422
7.0,601022.SH,17,航运概念;统一大市场;国企改革;一带一路;共同富裕示范区;融资融券;沪股通,601022
6.0,301209.SZ,33,专精特新;染料;光刻胶;光刻机;深股通;融资融券,301209
4.0,605258.SH,17,5G;汽车电子;PCB概念;毫米波雷达,605258
17.0,000566.SZ,33,猴痘概念;肝炎概念;民营医院;维生素;细胞免疫治疗;流感;仿制药一致性评价;海南自贸区;创新药;医疗器械概念;参股银行;国企改革;创投;脑机接口;央企国企改革;深股通;融资融券,000566
7.0,000096.SZ,33,国企改革;国资云;虚拟电厂;深股通;粤港澳大湾区;东数西算(算力);数据中心(AIDC),000096
7.0,603205.SH,17,三胎概念;医药电商;消毒剂;医疗器械概念;跨境电商;人民币贬值受益;融资融券,603205
13.0,688681.SH,17,物联网;工业互联网;专精特新;充电桩;2025年报预增;储能;电力物联网;智能电网;特高压;虚拟电厂;柔性直流输电;绿色电力;融资融券,688681
7.0,920101.BJ,151,光伏概念;专精特新;高铁;水利;中俄贸易概念;新股与次新股;融资融券,920101
7.0,688690.SH,17,专精特新;2025年报预增;食品安全;2026一季报预增;减肥药;融资融券;沪股通,688690
16.0,603111.SH,17,养老概念;高铁;一带一路;医疗器械概念;高股息精选;智能医疗;工业互联网;高端装备;机器人概念;新型工业化;新能源汽车;无人驾驶;充电桩;工业母机;比亚迪概念;沪股通,603111
6.0,605086.SH,17,海峡两岸;创投;国企改革;锂电池概念;沪股通;股权转让(并购重组),605086
20.0,300057.SZ,33,钠离子电池;PET铜箔;锂电池概念;固态电池;建筑节能;宁德时代概念;柔性屏(折叠屏);AI智能体;DeepSeek概念;虚拟数字人;比亚迪概念;华为概念;小米概念;超级电容;储能;新能源汽车;光伏概念;OLED;深股通;融资融券,300057
8.0,688089.SH,17,维生素;AIGC概念;合成生物;宠物经济;三胎概念;DeepSeek概念;绿色电力;融资融券,688089
30.0,600330.SH,17,第三代半导体;先进封装;PCB概念;OLED;5G;无线充电;芯片概念;AI眼镜;MicroLED概念;毫米波雷达;汽车电子;智能穿戴;卫星导航;商业航天;量子科技;数据中心(AIDC);军工;光伏概念;充电桩;新能源汽车;储能;锂电池概念;高端装备;长三角一体化;创投;智能物流;融资融券;固废处理;乡村振兴;沪股通,600330
9.0,605303.SH,17,存储芯片;芯片概念;数据中心(AIDC);新型城镇化;共同富裕示范区;雄安新区;乡村振兴;PPP概念;旅游概念,605303
6.0,688616.SH,17,电力物联网;智能电网;充电桩;储能;高端装备;融资融券,688616
6.0,301019.SZ,33,染料;专精特新;3D打印;POE胶膜;消费电子概念;融资融券,301019
3.0,603309.SH,17,医疗器械概念;人民币贬值受益;高股息精选,603309
13.0,300640.SZ,33,IP经济(谷子经济);跨境电商;三胎概念;中俄贸易概念;智能家居;家用电器;宠物经济;海峡两岸;福建自贸区;人民币贬值受益;储能;新能源汽车;智能穿戴,300640
14.0,600307.SH,17,特钢概念;雅下水电概念;国企改革;西部大开发;氢能源;核电;金属铜;华为概念;超导概念;新能源汽车;可控核聚变;商业航天;融资融券;沪股通,600307
16.0,001230.SZ,33,车联网(车路协同);数字经济;智慧城市;物联网;无人驾驶;专精特新;人工智能;机器人概念;DeepSeek概念;新能源汽车;垃圾分类;数据中心(AIDC);污水处理;新型城镇化;固废处理;PPP概念,001230
12.0,688750.SH,17,大飞机;军工;飞行汽车(eVTOL);航空发动机;商业航天;专精特新;高端装备;核电;小金属概念;国企改革;沪股通;融资融券,688750
12.0,002095.SZ,33,互联网金融;虚拟数字人;AI应用;区块链;数据要素;跨境电商;AI智能体;DeepSeek概念;人工智能;统一大市场;深股通;融资融券,002095
15.0,301512.SZ,33,新型工业化;智能穿戴;机器视觉;苹果概念;消费电子概念;富士康概念;虚拟现实;空间计算;机器人概念;PCB概念;高端装备;人工智能;数字经济;锂电池概念;融资融券,301512
11.0,300929.SZ,33,净水概念;污水处理;雄安新区;乡村振兴;水利;人工智能;PPP概念;专精特新;氢能源;储能;融资融券,300929
4.0,603079.SH,17,维生素;合成生物;2025年报预增;专精特新,603079
