所属概念数量,所属概念,股票代码,market_code,code
11.0,化肥;磷化工;大豆;生态农业;农村电商;氟化工概念;乡村振兴;锂电池概念;数字乡村;深股通;融资融券,000902.SZ,33,000902
3.0,天然气;西部大开发;物联网,001299.SZ,33,001299
8.0,物业管理;养老概念;西部大开发;智慧城市;低空经济;抖音概念(字节概念);无人机;股权转让(并购重组),002968.SZ,33,002968
7.0,仿制药一致性评价;肝炎概念;流感;创新药;眼科医疗;智能医疗;沪股通,603367.SH,17,603367
14.0,ST板块;减速器;新型城镇化;PPP概念;汽车热管理;污水处理;海峡两岸;地下管网;水利;无人驾驶;锂电池概念;新能源汽车;一带一路;核电,300198.SZ,33,300198
6.0,预制菜;乡村振兴;中韩自贸区;流感;白酒概念;融资融券,600467.SH,17,600467
19.0,旅游概念;股权转让(并购重组);垃圾分类;PPP概念;长安汽车概念;乡村振兴;新型城镇化;固废处理;农业种植;国企改革;ST板块;汽车热管理;氢能源;特色小镇;储能;充电桩;新能源汽车;比亚迪概念;军工,300237.SZ,33,300237
4.0,煤化工概念;可降解塑料;西部大开发;股权转让(并购重组),600844.SH,17,600844
20.0,特高压;智能电网;虚拟电厂;ST板块;充电桩;光伏概念;储能;MR(混合现实);芯片概念;锂电池概念;宁德时代概念;华为概念;消费电子概念;富士康概念;粤港澳大湾区;新能源汽车;PCB概念;比亚迪概念;新型工业化;医疗器械概念,600525.SH,22,600525
9.0,英伟达概念;三胎概念;人民币贬值受益;虚拟数字人;多模态AI;AIGC概念;东数西算(算力);新疆振兴;融资融券,300901.SZ,33,300901
14.0,碳交易;智能电网;钒电池;碳中和;特高压;央企国企改革;储能;国企改革;参股券商;物联网;信托概念;期货概念;沪股通;融资融券,600517.SH,17,600517
10.0,智能医疗;牙科医疗;医疗器械概念;京津冀一体化;2025年报预增;机器人概念;3D打印;专精特新;融资融券;沪股通,688236.SH,17,688236
16.0,环氧丙烷;煤化工概念;丙烯酸;POE胶膜;可降解塑料;同花顺漂亮100;国企改革;证金持股;同花顺出海50;锂电池概念;绿色电力;碳纤维;沪股通;融资融券;低空经济;AIGC概念,600309.SH,17,600309
17.0,医药电商;流感;肝炎概念;民营医院;医美概念;农业种植;基因测序;养老概念;冷链物流;土地流转;医疗器械概念;乡村振兴;西部大开发;牙科医疗;创投;深股通;融资融券,002390.SZ,33,002390
9.0,AI应用;医药电商;重组蛋白;融资融券;合成生物;医美概念;医疗器械概念;创新药;专精特新,920982.BJ,151,920982
17.0,生物疫苗;仿制药一致性评价;流感;肝炎概念;维生素;创新药;眼科医疗;重组蛋白;合成生物;证金持股;化肥;国企改革;雄安新区;数字经济;DeepSeek概念;沪股通;融资融券,600812.SH,17,600812
4.0,上海国企改革;网红经济;国企改革;融资融券,600616.SH,17,600616
11.0,数据中心(AIDC);无人驾驶;农机;工业互联网;换电概念;新能源汽车;汽车芯片;氢能源;上海国企改革;国企改革;沪股通,600841.SH,17,600841
12.0,钠离子电池;动力电池回收;固态电池;金属钴;锂电池概念;宁德时代概念;小金属概念;储能;新能源汽车;低空经济;沪股通;融资融券,688005.SH,17,688005
7.0,金属铜;黄金概念;小金属概念;PCB概念;国企改革;融资融券;深股通,000737.SZ,33,000737
6.0,自由贸易港;海南自贸区;雄安新区;融资融券;股权转让(并购重组);沪股通,600221.SH,17,600221
11.0,航运概念;统一大市场;自由贸易港;证金持股;天津自贸区;旅游概念;国企改革;雄安新区;京津冀一体化;沪股通;融资融券,600717.SH,17,600717
10.0,机器人概念;物联网;医疗器械概念;AI智能体;人工智能;智能医疗;DeepSeek概念;AI应用;沪股通;融资融券,688139.SH,17,688139
2.0,仿制药一致性评价;人民币贬值受益,300636.SZ,33,300636
45.0,算力租赁;华为昇腾;云办公;东数西算(算力);多模态AI;数据安全;信创;空间计算;数据中心(AIDC);阿里巴巴概念;百度概念;AI智能体;数字孪生;智慧灯杆;虚拟数字人;数据要素;元宇宙;数字乡村;MR(混合现实);5G;电力物联网;智慧城市;AI应用;虚拟现实;华为概念;华为数字能源;DeepSeek概念;智能电网;虚拟电厂;人工智能;无人机;工业互联网;军工;机器人概念;充电桩;低空经济;光伏概念;储能;雄安新区;跨境电商;一带一路;乡村振兴;西部大开发;融资融券;深股通,002929.SZ,33,002929
6.0,染料;参股银行;创投;人工智能;沪股通;融资融券,600352.SH,17,600352
14.0,中韩自贸区;航运概念;统一大市场;中俄贸易概念;冷链物流;跨境电商;一带一路;智能物流;拼多多概念;数字经济;数据要素;小米概念;AI智能体;无人驾驶,603836.SH,17,603836
6.0,专精特新;比亚迪概念;机器人概念;芯片概念;创投;回购增持再贷款概念,300154.SZ,33,300154
31.0,电力物联网;虚拟电厂;算力租赁;智能电网;东数西算(算力);国产操作系统;网络安全;数据中心(AIDC);多模态AI;数据要素;数字孪生;区块链;鸿蒙概念;量子科技;碳中和;AI应用;DeepSeek概念;数字经济;物联网;注册制次新股;人工智能;卫星导航;无人机;央企国企改革;粤港澳大湾区;传感器;国企改革;芯片概念;深股通;新股与次新股;融资融券,301638.SZ,33,301638
10.0,机器人概念;新疆振兴;军工;核电;无人驾驶;海工装备;高股息精选;储能;5G;沪股通,603855.SH,17,603855
3.0,黑龙江自贸区;国企改革;央企国企改革,000985.SZ,33,000985
11.0,创新药;减肥药;仿制药一致性评价;CRO概念;肝炎概念;医药电商;辅助生殖;合成生物;人民币贬值受益;量子科技;沪股通,605116.SH,17,605116
6.0,免税店;同花顺中特估100;国企改革;沪股通;融资融券;粤港澳大湾区,600004.SH,17,600004
8.0,转基因;粮食概念;玉米;农业种植;乡村振兴;化肥;黑龙江自贸区;回购增持再贷款概念,600371.SH,17,600371
3.0,创新药;沪股通;融资融券,688382.SH,17,688382
4.0,ST板块;参股银行;合成生物;西部大开发,600165.SH,22,600165
12.0,旅游概念;IP经济(谷子经济);网红经济;手机游戏;文化传媒概念;电子竞技;共同富裕示范区;元宇宙;抖音概念(字节概念);虚拟现实;深股通;融资融券,300144.SZ,33,300144
13.0,特钢概念;钒电池;国企改革;回购增持再贷款概念;钠离子电池;雄安新区;京津冀一体化;核电;储能;可控核聚变;比亚迪概念;深股通;融资融券,000709.SZ,33,000709
11.0,飞行汽车(eVTOL);人民币贬值受益;工业互联网;一带一路;机器人概念;低空经济;新能源汽车;大飞机;无人机;融资融券;深股通,002984.SZ,33,002984
6.0,水利;专精特新;新股与次新股;融资融券;高铁;西部大开发,920027.BJ,151,920027
14.0,合成生物;基因测序;乡村振兴;京津冀一体化;光伏概念;新能源汽车;AI眼镜;消费电子概念;智能穿戴;OLED;柔性屏(折叠屏);先进封装;融资融券;深股通,300596.SZ,33,300596
5.0,染料;新能源汽车;专精特新;家用电器;融资融券,920066.BJ,151,920066
10.0,医药电商;禽流感;创新药;流感;国企改革;央企国企改革;深股通;融资融券;绿色电力;股权转让(并购重组),000999.SZ,33,000999
14.0,生物质能发电;碳交易;医疗废物处理;绿色电力;固废处理;国企改革;污水处理;垃圾分类;碳中和;氢能源;数字经济;百度概念;深股通;融资融券,000885.SZ,33,000885
13.0,高股息精选;医药电商;流感;肝炎概念;创新药;冷链物流;三胎概念;西部大开发;智能医疗;人工智能;沪股通;华为概念;融资融券,603368.SH,17,603368
23.0,算力租赁;数据确权;云计算;国资云;数据安全;东数西算(算力);网络安全;抖音概念(字节概念);阿里巴巴概念;电力物联网;数据要素;数据中心(AIDC);数字孪生;量子科技;数字经济;DeepSeek概念;华为概念;物联网;京津冀一体化;核电;国企改革;深股通;融资融券,300895.SZ,33,300895
8.0,电力物联网;虚拟电厂;智能电网;充电桩;物联网;数据要素;2025年报预增;深股通,002546.SZ,33,002546
40.0,移动支付;AIGC概念;智慧政务;数据要素;财税数字化;AI应用;语音技术;数字货币;国产操作系统;电子身份证;独角兽概念;ChatGPT概念;华为鲲鹏;信创;AI智能体;百度概念;数字经济;人脸识别;网络安全;云计算;智慧城市;人工智能;DeepSeek概念;车联网(车路协同);安防;华为昇腾;低空经济;工业互联网;机器视觉;智慧灯杆;智能医疗;华为概念;机器人概念;东数西算(算力);无人机;专精特新;高铁;5G;国企改革;融资融券,300479.SZ,33,300479
9.0,幽门螺杆菌概念;猴痘概念;肝炎概念;仿制药一致性评价;辅助生殖;创新药;固态电池;锂电池概念;深股通,300584.SZ,33,300584
13.0,上海国企改革;医疗器械概念;统一大市场;上海自贸区;创投;自由贸易港;参股券商;人民币贬值受益;国企改革;一带一路;航运概念;沪股通;融资融券,600278.SH,17,600278
26.0,钠离子电池;氟化工概念;固态电池;金属镍;动力电池回收;石墨电极;小金属概念;宁德时代概念;锂电池概念;石墨烯;超级电容;比亚迪概念;储能;OLED;苹果概念;MiniLED;消费电子概念;光伏概念;新能源汽车;参股银行;创投;虚拟现实;共同富裕示范区;沪股通;融资融券;股权转让(并购重组),600884.SH,17,600884
22.0,智慧城市;物联网;多模态AI;职业教育;AI智能体;车联网(车路协同);人工智能;虚拟现实;DeepSeek概念;无人机;高铁;专精特新;智能电网;机器视觉;高端装备;新型工业化;机器人概念;一带一路;西部大开发;雅下水电概念;钒电池;小金属概念,300789.SZ,33,300789
7.0,高铁;高端装备;一带一路;国企改革;央企国企改革;深股通;融资融券,301048.SZ,33,301048
27.0,智谱AI;数据安全;网络安全;智慧政务;信创;数字水印;阿里巴巴概念;AI智能体;抖音概念(字节概念);鸿蒙概念;数据要素;AI应用;东数西算(算力);空间计算;DeepSeek概念;智慧城市;车联网(车路协同);人工智能;跨境支付(CIPS);卫星导航;工业互联网;6G概念;5G;商业航天;沪股通;股权转让(并购重组);融资融券,688225.SH,17,688225
6.0,网红经济;预制菜;乡村振兴;食品安全;冷链物流;融资融券,300094.SZ,33,300094
4.0,科创次新股;注册制次新股;新股与次新股;融资融券,688712.SH,17,688712
31.0,华为昇腾;阿里巴巴概念;云计算;腾讯概念;信创;云办公;数据安全;AIGC概念;数据确权;元宇宙;华为概念;AI智能体;苹果概念;数据要素;数字孪生;智慧政务;时空大数据;鸿蒙概念;人工智能;蚂蚁集团概念;智慧城市;财税数字化;DeepSeek概念;烟草;数字经济;数字乡村;互联网金融;跨境电商;跨境支付(CIPS);一带一路;融资融券,301169.SZ,33,301169
12.0,肝炎概念;辅助生殖;流感;创新药;CRO概念;减肥药;智能医疗;AI应用;合成生物;人民币贬值受益;ST板块;专精特新,688076.SH,22,688076
9.0,金属铜;金属锌;金属铅;黄金概念;新疆振兴;西部大开发;国企改革;股权转让(并购重组);沪股通,601121.SH,17,601121
7.0,IP经济(谷子经济);福建自贸区;海峡两岸;抖音概念(字节概念);新能源汽车;储能;深股通,002752.SZ,33,002752
11.0,金属铅;金属锌;黄金概念;金属铜;小金属概念;金属回收;2025年报预增;回购增持再贷款概念;国企改革;深股通;融资融券,002716.SZ,33,002716
22.0,人脸识别;鸿蒙概念;脑机接口;信创;智慧城市;安防;人工智能;阿里巴巴概念;DeepSeek概念;养老概念;智能医疗;多模态AI;智能家居;智能物流;华为概念;福建自贸区;机器人概念;专精特新;海峡两岸;PM2.5;小米概念;融资融券,300884.SZ,33,300884
15.0,量子科技;高端装备;风电;融资融券;芯片概念;第三代半导体;硅能源;海工装备;核电;机器人概念;新型工业化;工业母机;军工;光伏概念;专精特新,920570.BJ,151,920570
8.0,超超临界发电;绿色电力;风电;参股券商;创投;深股通;融资融券;高股息精选,000690.SZ,33,000690
22.0,信创;车联网(车路协同);AIGC概念;AI智能体;智慧灯杆;物联网;5G;华为概念;机器人概念;低空经济;工业互联网;DeepSeek概念;数据中心(AIDC);算力租赁;共封装光学(CPO);充电桩;创投;粤港澳大湾区;光伏概念;储能;深股通;融资融券,300310.SZ,33,300310
3.0,共同富裕示范区;专精特新;5G,603321.SH,17,603321
6.0,空气能热泵;液冷服务器;专精特新;数据中心(AIDC);家用电器;融资融券,301399.SZ,33,301399
14.0,化肥;煤化工概念;磷化工;氟化工概念;生态农业;消毒剂;天然气;有机硅概念;氢能源;乡村振兴;国企改革;央企国企改革;深股通;融资融券,000830.SZ,33,000830
18.0,高股息精选;同花顺中特估100;航运概念;证金持股;自由贸易港;参股银行;上海国企改革;免税店;国企改革;足球概念;体育产业;一带一路;上海自贸区;创投;长三角一体化;沪股通;融资融券;F5G概念,600018.SH,17,600018
29.0,算力租赁;东数西算(算力);云计算;信创;存储芯片;智慧政务;数据中心(AIDC);阿里巴巴概念;电力物联网;5G;数据要素;鸿蒙概念;AI智能体;智慧城市;星闪概念;物联网;车联网(车路协同);华为概念;智能电网;人工智能;专精特新;无人机;粤港澳大湾区;低空经济;水利;机器人概念;比亚迪概念;沪股通;融资融券,688159.SH,17,688159
8.0,专精特新;人工智能;机器人概念;碳中和;AI应用;PET铜箔;氢能源;融资融券,688659.SH,17,688659
5.0,生物疫苗;流感;重组蛋白;融资融券;沪股通,688739.SH,17,688739
25.0,建筑节能;新型城镇化;房屋检测;装配式建筑;雄安新区;医疗废物处理;乡村振兴;智慧城市;光伏建筑一体化;虚拟数字人;人工智能;碳中和;DeepSeek概念;AIGC概念;数字孪生;车联网(车路协同);华为概念;虚拟现实;储能;华为昇腾;光伏概念;东数西算(算力);数据中心(AIDC);风电;绿色电力,300500.SZ,33,300500
4.0,冷链物流;无人零售;高股息精选;沪股通,603187.SH,17,603187
15.0,装配式建筑;水泥概念;雄安新区;西部大开发;新疆振兴;国企改革;一带一路;同花顺中特估100;央企国企改革;数字经济;核电;风电;3D打印;深股通;融资融券,002302.SZ,33,002302
13.0,仿制药一致性评价;肝炎概念;医药电商;流感;创新药;维生素;幽门螺杆菌概念;猴痘概念;减肥药;西部大开发;人工智能;工业互联网;深股通,002907.SZ,33,002907
11.0,期货概念;参股券商;互联网金融;上海国企改革;物业管理;DeepSeek概念;创投;国企改革;2025年报预增;沪股通;融资融券,600621.SH,17,600621
0.0,,603585.SH,17,603585
7.0,专精特新;京津冀一体化;燃料电池;储能;氢能源;沪股通;融资融券,688339.SH,17,688339
12.0,虚拟电厂;超超临界发电;绿色电力;煤炭概念;光热发电;天然气;国企改革;DeepSeek概念;机器人概念;融资融券;股权转让(并购重组);沪股通,600575.SH,17,600575
10.0,家用电器;语音技术;机器人概念;智能家居;人工智能;华为概念;2025年报预增;数据中心(AIDC);融资融券;沪股通,603486.SH,17,603486
6.0,天然气;绿色电力;地下管网;国企改革;沪股通;融资融券,600617.SH,17,600617
7.0,托育服务;三胎概念;ST板块;西部大开发;物业管理;新型城镇化;股权转让(并购重组),000656.SZ,33,000656
4.0,食品安全;一带一路;海峡两岸;融资融券,301355.SZ,33,301355
10.0,柔性屏(折叠屏);OLED;MicroLED概念;MiniLED;华为概念;新型工业化;新能源汽车;智能物流;摘帽;股权转让(并购重组),300097.SZ,33,300097
21.0,智慧灯杆;智能电网;虚拟电厂;安防;可控核聚变;智慧政务;智慧城市;光热发电;数据中心(AIDC);风电;水利;商业航天;光伏概念;储能;专精特新;智能家居;燃料电池;锂电池概念;氢能源;冷链物流;股权转让(并购重组),300423.SZ,33,300423
3.0,人民币贬值受益;融资融券;一带一路,920339.BJ,151,920339
10.0,华为概念;新型工业化;机器人概念;人民币贬值受益;AI智能体;一带一路;西部大开发;DeepSeek概念;融资融券;新疆振兴,600545.SH,17,600545
31.0,小红书概念;快手概念;Web3.0;虚拟数字人;文化传媒概念;AIGC概念;拼多多概念;ChatGPT概念;AI应用;NFT概念;智慧政务;抖音概念(字节概念);数字乡村;百度概念;腾讯概念;AI智能体;元宇宙;多模态AI;阿里巴巴概念;数字经济;区块链;DeepSeek概念;网红经济;人工智能;京津冀一体化;体育产业;长安汽车概念;乡村振兴;机器视觉;数据中心(AIDC);融资融券,300612.SZ,33,300612
9.0,物业管理;证金持股;参股券商;养老概念;国企改革;上海自贸区;创投;沪股通;融资融券,600663.SH,17,600663
2.0,高股息精选;网红经济,603365.SH,17,603365
12.0,跨境电商;算力租赁;DeepSeek概念;智慧城市;人工智能;人脸识别;智能家居;安防;人民币贬值受益;机器人概念;机器视觉;融资融券,301042.SZ,33,301042
7.0,专精特新;新能源汽车;汽车热管理;成飞概念;工业母机;军工;融资融券,688237.SH,17,688237
8.0,辅助生殖;重组蛋白;合成生物;医疗器械概念;牙科医疗;专精特新;3D打印;融资融券,300653.SZ,33,300653
10.0,钠离子电池;动力电池回收;固态电池;锂电池概念;储能;比亚迪概念;专精特新;新能源汽车;芯片概念;融资融券,301152.SZ,33,301152
3.0,医疗器械概念;新股与次新股;融资融券,920180.BJ,151,920180
24.0,算力租赁;华为昇腾;云办公;云计算;华为鲲鹏;智慧政务;数据要素;东数西算(算力);AI智能体;数字孪生;车联网(车路协同);在线教育;AI应用;数字经济;卫星导航;DeepSeek概念;人工智能;数据中心(AIDC);物联网;6G概念;华为概念;商业航天;京津冀一体化;5G,003007.SZ,33,003007
8.0,商业航天;高铁;2025年报预增;风电;比亚迪概念;创投;深股通;融资融券,002201.SZ,33,002201
8.0,参股保险;参股银行;国企改革;福建自贸区;回购增持再贷款概念;海峡两岸;融资融券;沪股通,600033.SH,17,600033
17.0,冰雪产业;体育产业;新型城镇化;雅下水电概念;旅游概念;农村电商;生态农业;PPP概念;乡村振兴;一带一路;地下管网;黑龙江自贸区;水利;国企改革;创投;智慧城市;商业航天,600853.SH,17,600853
15.0,汽车热管理;燃料电池;专精特新;氢能源;新能源汽车;传感器;高压快充;无人驾驶;消费电子概念;汽车电子;芯片概念;毫米波雷达;PCB概念;天然气;融资融券,301499.SZ,33,301499
6.0,冰雪产业;农机;参股银行;注册制次新股;新股与次新股;融资融券,001325.SZ,33,001325
6.0,跨境电商;国企改革;西部大开发;回购增持再贷款概念;2025年报预增;快手概念,600738.SH,17,600738
4.0,高股息精选;沪股通;融资融券;国企改革,600377.SH,17,600377
15.0,医药电商;创新药;流感;减肥药;猴痘概念;辅助生殖;合成生物;宠物经济;智能医疗;DeepSeek概念;人工智能;粤港澳大湾区;腾讯概念;沪股通;融资融券,600380.SH,17,600380
4.0,煤化工概念;国企改革;固废处理;沪股通,600746.SH,17,600746
9.0,燃料电池;垃圾分类;高股息精选;氢能源;汽车热管理;换电概念;无人驾驶;新能源汽车;沪股通,600817.SH,17,600817
25.0,国资云;智慧政务;数据确权;数字乡村;知识产权保护;智慧城市;腾讯概念;百度概念;文化传媒概念;DeepSeek概念;短剧游戏;互联网金融;人工智能;东数西算(算力);华为概念;算力租赁;5G;数据中心(AIDC);PPP概念;智能家居;乡村振兴;国企改革;西部大开发;农村电商;摘帽,600831.SH,17,600831
8.0,无人驾驶;两轮车;专精特新;新能源汽车;减速器;汽车电子;比亚迪概念;融资融券,688280.SH,17,688280
3.0,高股息精选;深股通;融资融券,002839.SZ,33,002839
11.0,工业母机;家用电器;机器人概念;注册制次新股;新能源汽车;比亚迪概念;专精特新;储能;液冷服务器;新股与次新股;融资融券,603370.SH,17,603370
24.0,抽水蓄能;虚拟电厂;柔性直流输电;智能电网;风电;电力物联网;绿色电力;特高压;充电桩;储能;核电;光伏概念;区块链;网络安全;数据中心(AIDC);DeepSeek概念;工业互联网;福建自贸区;创投;一带一路;海峡两岸;宁德时代概念;融资融券;深股通,300712.SZ,33,300712
13.0,2025年报预增;卫星导航;国产航母;风电;西部大开发;融资融券;无人驾驶;新能源汽车;商业航天;军民融合;军工;储能;专精特新,920885.BJ,151,920885
4.0,高股息精选;跨境支付(CIPS);沪股通;融资融券,600016.SH,17,600016
13.0,特钢概念;国企改革;雄安新区;京津冀一体化;创投;DeepSeek概念;2025年报预增;人形机器人;机器人概念;深股通;特斯拉概念;新能源汽车;融资融券,000959.SZ,33,000959
4.0,天然气;海工装备;专精特新;融资融券,920082.BJ,151,920082
47.0,华为欧拉;MLOps概念;ERP概念;华为昇腾;华为鲲鹏;ChatGPT概念;数字货币;多模态AI;信创;智慧政务;财税数字化;鸿蒙概念;互联网金融;AI智能体;AI应用;国产操作系统;网络安全;虚拟数字人;在线教育;区块链;跨境支付(CIPS);元宇宙;阿里巴巴概念;星闪概念;DeepSeek概念;人工智能;智慧城市;智能医疗;物联网;华为海思概念股;华为概念;人形机器人;虚拟现实;智能座舱;东数西算(算力);创投;智能家居;无人驾驶;机器人概念;小米概念;华为汽车;芯片概念;华为数字能源;电力物联网;智能电网;深股通;融资融券,300339.SZ,33,300339
4.0,航运概念;一带一路;专精特新;股权转让(并购重组),001205.SZ,33,001205
32.0,水利;乡村振兴;PPP概念;新型城镇化;数字经济;数字孪生;人工智能;DeepSeek概念;数字乡村;智慧城市;高铁;雅下水电概念;机器人概念;低空经济;车联网(车路协同);虚拟数字人;空间计算;物联网;智慧灯杆;AIGC概念;碳中和;ChatGPT概念;腾讯概念;光伏建筑一体化;无人驾驶;机器视觉;华为概念;虚拟现实;数据中心(AIDC);毫米波雷达;沪股通;融资融券,603018.SH,17,603018
6.0,高股息精选;同花顺中特估100;证金持股;跨境支付(CIPS);沪股通;融资融券,601288.SH,17,601288
7.0,国企改革;跨境支付(CIPS);西部大开发;一带一路;移动支付;沪股通;融资融券,600928.SH,17,600928
15.0,减速器;人形机器人;飞行汽车(eVTOL);专精特新;比亚迪概念;机器人概念;新能源汽车;燃料电池;低空经济;碳纤维;商业航天;氢能源;风电;沪股通;融资融券,603270.SH,17,603270
34.0,算力租赁;华为昇腾;云计算;智谱AI;数据安全;东数西算(算力);快手概念;云游戏;网络安全;信创;智慧政务;国产操作系统;小红书概念;百度概念;数据中心(AIDC);AIGC概念;AI智能体;数据要素;虚拟数字人;数字乡村;车联网(车路协同);在线教育;DeepSeek概念;华为概念;人工智能;商业航天;无人驾驶;芯片概念;专精特新;京津冀一体化;创投;一带一路;融资融券;深股通,300846.SZ,33,300846
14.0,商业航天;大飞机;PM2.5;核污染防治;特斯拉概念;核电;新能源汽车;宁德时代概念;芯片概念;家用电器;中芯国际概念;建筑节能;西部大开发;融资融券,603601.SH,17,603601
3.0,创投;人民币贬值受益;海峡两岸,600493.SH,17,600493
5.0,可降解塑料;新能源汽车;高铁;沪股通;融资融券,603033.SH,17,603033
14.0,医疗器械概念;智能医疗;京津冀一体化;DeepSeek概念;AI智能体;一带一路;阿里巴巴概念;云计算;机器人概念;绿色电力;数据中心(AIDC);超导概念;沪股通;融资融券,600055.SH,17,600055
9.0,广东自贸区;物业管理;动力电池回收;锂电池概念;创投;粤港澳大湾区;金属回收;互联网金融;金属铅,000573.SZ,33,000573
14.0,自由贸易港;统一大市场;跨境电商;数字经济;智能物流;拼多多概念;阿里巴巴概念;抖音概念(字节概念);航运概念;物联网;粤港澳大湾区;无人驾驶;低空经济;沪股通,603535.SH,17,603535
3.0,啤酒概念;C2M概念;融资融券,603076.SH,17,603076
7.0,肝炎概念;流感;仿制药一致性评价;维生素;CRO概念;深股通;融资融券,301211.SZ,33,301211
15.0,数字经济;旅游概念;低空经济;飞行汽车(eVTOL);无人机;国企改革;军工;同花顺新质50;卫星导航;华为概念;粤港澳大湾区;风电;融资融券;深股通;中字头股票,000099.SZ,33,000099
5.0,锂电池概念;钠离子电池;专精特新;新股与次新股;融资融券,920076.BJ,151,920076
7.0,垃圾分类;互联网金融;燃料电池;氢能源;换电概念;新能源汽车;沪股通,600375.SH,17,600375
7.0,新型工业化;高端装备;机器人概念;信创;专精特新;深股通;融资融券,301633.SZ,33,301633
12.0,托育服务;机器人概念;数字孪生;数字经济;光伏建筑一体化;创投;烟草;绿色电力;一带一路;长三角一体化;深股通;融资融券,002067.SZ,33,002067
8.0,小金属概念;固态电池;锂电池概念;股权转让(并购重组);专精特新;储能;沪股通;融资融券,603399.SH,17,603399
8.0,医药电商;仿制药一致性评价;毛发医疗;创新药;辅助生殖;国企改革;深股通;融资融券,002332.SZ,33,002332
9.0,家用电器;医疗器械概念;长安汽车概念;比亚迪概念;机器人概念;海峡两岸;新能源汽车;减速器;特斯拉概念,300549.SZ,33,300549
1.0,烟草,603020.SH,17,603020
3.0,化肥;乡村振兴;人民币贬值受益,002391.SZ,33,002391
37.0,柔性直流输电;特高压;智能电网;电力物联网;虚拟电厂;风电;华为数字能源;东数西算(算力);数据中心(AIDC);高压快充;充电桩;海工装备;换电概念;绿色电力;光伏概念;储能;数字孪生;光伏建筑一体化;钒电池;华为概念;工业互联网;碳中和;人工智能;数字经济;高端装备;京津冀一体化;2025年报预增;机器人概念;新疆振兴;比亚迪概念;新能源汽车;一带一路;锂电池概念;长安汽车概念;固态电池;股权转让(并购重组);深股通,300444.SZ,33,300444
6.0,旅游概念;上海国企改革;国企改革;人工智能;沪股通;融资融券,600754.SH,17,600754
13.0,ST板块;房屋检测;军民融合;安防;机器人概念;无人驾驶;军工;无人机;商业航天;卫星导航;传感器;智能电网;芯片概念,002214.SZ,33,002214
10.0,建筑节能;装配式建筑;锂电池概念;石墨烯;稀土永磁;水利;专精特新;氢能源;海工装备;芯片概念,300405.SZ,33,300405
17.0,Web3.0;文化传媒概念;人工智能;数字经济;物业管理;元宇宙;租售同权;智能家居;虚拟现实;创投;IP经济(谷子经济);旅游概念;长三角一体化;一带一路;光伏建筑一体化;深股通;融资融券,000863.SZ,33,000863
6.0,光伏建筑一体化;国企改革;家用电器;充电桩;物联网;特斯拉概念,300160.SZ,33,300160
5.0,超级品牌;旅游概念;国企改革;深股通;融资融券,000869.SZ,33,000869
15.0,阿尔茨海默概念;仿制药一致性评价;创新药;维生素;肝炎概念;流感;合成生物;京津冀一体化;国企改革;核污染防治;专精特新;2025年报预增;短剧游戏;融资融券;深股通,002393.SZ,33,002393
24.0,芯片概念;智能穿戴;消费电子概念;汽车电子;苹果概念;柔性屏(折叠屏);小米概念;液冷服务器;虚拟现实;华为概念;东数西算(算力);抖音概念(字节概念);比亚迪概念;光伏概念;新能源汽车;粤港澳大湾区;特斯拉概念;碳纤维;脑机接口;储能;宁德时代概念;创投;深股通;融资融券,300976.SZ,33,300976
17.0,医药电商;仿制药一致性评价;流感;阿尔茨海默概念;创新药;毛发医疗;维生素;幽门螺杆菌概念;眼科医疗;高股息精选;工业大麻;智能医疗;国企改革;AI应用;沪股通;融资融券;专精特新,600572.SH,17,600572
6.0,金属铅;雅下水电概念;固废处理;专精特新;动力电池回收;共同富裕示范区,300837.SZ,33,300837
6.0,高铁;一带一路;无人驾驶;储能;电子纸;融资融券,300923.SZ,33,300923
14.0,数据安全;华为鲲鹏;AIGC概念;信创;数据要素;网络安全;在线教育;多模态AI;人工智能;文化传媒概念;数字孪生;华为概念;回购增持再贷款概念;融资融券,688004.SH,17,688004
5.0,流感;肝炎概念;毛发医疗;农业种植;乡村振兴,002566.SZ,33,002566
20.0,电力物联网;高压氧舱;智能电网;充电桩;数据中心(AIDC);脑机接口;风电;AI应用;人工智能;储能;工业互联网;智能医疗;光伏概念;一带一路;养老概念;参股银行;民营医院;三胎概念;沪股通;融资融券,601567.SH,17,601567
14.0,华为欧拉;华为鲲鹏;数据安全;信创;云计算;阿里巴巴概念;腾讯概念;数据要素;DeepSeek概念;华为概念;数字经济;互联网金融;专精特新;融资融券,688435.SH,17,688435
16.0,5G;铜缆高速连接;华为概念;汽车电子;消费电子概念;液冷服务器;东数西算(算力);新能源汽车;机器人概念;数据中心(AIDC);F5G概念;光伏概念;充电桩;储能;融资融券;沪股通,605277.SH,17,605277
20.0,数字货币;NFT概念;蚂蚁集团概念;移动支付;互联网金融;区块链;数字经济;跨境电商;元宇宙;冷链物流;华为汽车;华为概念;2025年报预增;家用电器;新能源汽车;比亚迪概念;特斯拉概念;5G;深股通;融资融券,002537.SZ,33,002537
