股票代码,所属概念数量,market_code,code,所属概念
300369.SZ,29,33,300369,数据安全;网络安全;MLOps概念;云计算;华为鲲鹏;华为欧拉;信创;智慧政务;国产操作系统;AI语料;数字水印;数据确权;腾讯概念;东数西算(算力);阿里巴巴概念;AI智能体;数据要素;区块链;AI应用;车联网(车路协同);DeepSeek概念;数据中心(AIDC);人工智能;独角兽概念;华为概念;工业互联网;京津冀一体化;深股通;融资融券
301159.SZ,25,33,301159,智慧政务;数据安全;数据确权;信创;数据要素;鸿蒙概念;AI应用;AI智能体;区块链;数字经济;DeepSeek概念;人工智能;军工信息化;工业互联网;智能医疗;华为概念;食品安全;军工;人形机器人;小米概念;比亚迪概念;商业航天;合成生物;芯片概念;融资融券
002926.SZ,5,33,002926,期货概念;国企改革;西部大开发;融资融券;深股通
600605.SH,6,17,600605,芯片概念;租售同权;物业管理;存储芯片;液冷服务器;沪股通
603161.SH,8,17,603161,华为汽车;长安汽车概念;人民币贬值受益;一带一路;新能源汽车;燃料电池;比亚迪概念;氢能源
000685.SZ,20,33,000685,参股券商;证金持股;航运概念;国企改革;绿色电力;创投;污水处理;天然气;智慧城市;人工智能;数字经济;虚拟电厂;垃圾分类;固废处理;低空经济;粤港澳大湾区;充电桩;储能;深股通;融资融券
688351.SH,5,17,688351,医疗器械概念;智能医疗;专精特新;沪股通;融资融券
600436.SH,10,17,600436,超级品牌;证金持股;创新药;肝炎概念;同花顺漂亮100;国企改革;沪股通;融资融券;海峡两岸;专精特新
301122.SZ,4,33,301122,医疗器械概念;人民币贬值受益;辅助生殖;融资融券
002212.SZ,52,33,002212,数据安全;数据确权;云办公;财税数字化;华为鲲鹏;网络安全;华为昇腾;智慧政务;云计算;AI智能体;区块链;ChatGPT概念;电子身份证;鸿蒙概念;数字货币;信创;AI应用;阿里巴巴概念;多模态AI;国产操作系统;腾讯概念;DeepSeek概念;互联网金融;智慧城市;跨境支付(CIPS);数字水印;车联网(车路协同);人工智能;数字经济;EDR概念;物联网;东数西算(算力);工业互联网;华为概念;智慧灯杆;量子科技;低空经济;水利;数据中心(AIDC);智能电网;雄安新区;一带一路;无人机;机器人概念;储能;新型工业化;卫星导航;5G;商业航天;芯片概念;深股通;融资融券
002029.SZ,9,33,002029,跨境电商;参股保险;互联网保险;AI应用;数字经济;证金持股;海峡两岸;深股通;融资融券
601318.SH,11,17,601318,证金持股;同花顺中特估100;高股息精选;参股券商;同花顺漂亮100;互联网保险;智能医疗;家庭医生;独角兽概念;沪股通;融资融券
600506.SH,24,17,600506,新疆振兴;碳中和;绿色电力;风电;乡村振兴;西部大开发;国企改革;央企国企改革;高铁;充电桩;人工智能;储能;高压快充;农机;数据中心(AIDC);燃料电池;无人机;机器人概念;新能源汽车;液冷服务器;宁德时代概念;汽车热管理;芯片概念;股权转让(并购重组)
688795.SH,6,17,688795,科创次新股;芯片概念;注册制次新股;人工智能;新股与次新股;融资融券
600085.SH,9,17,600085,超级品牌;医药电商;创新药;流感;国企改革;智能医疗;DeepSeek概念;沪股通;融资融券
000921.SZ,11,33,000921,高股息精选;家用电器;空气能热泵;深股通;融资融券;智能家居;汽车热管理;人形机器人;新能源汽车;DeepSeek概念;粤港澳大湾区
920693.BJ,7,151,920693,液冷服务器;机器人概念;芯片概念;融资融券;专精特新;人民币贬值受益;医疗器械概念
000019.SZ,8,33,000019,粮食概念;预制菜;国企改革;冷链物流;深圳国企改革;一带一路;数字乡村;深股通
002883.SZ,15,33,002883,地下管网;新型城镇化;污水处理;土壤修复;乡村振兴;PPP概念;雄安新区;水利;固废处理;ST板块;数字经济;国企改革;智慧城市;车联网(车路协同);低空经济
300127.SZ,7,33,300127,稀土永磁;军工;特斯拉概念;新能源汽车;华为概念;西部大开发;深股通
601128.SH,3,17,601128,高股息精选;沪股通;融资融券
601818.SH,4,17,601818,高股息精选;国企改革;沪股通;融资融券
000068.SZ,6,33,000068,PPP概念;智慧城市;创投;国企改革;粤港澳大湾区;锂电池概念
688629.SH,23,17,688629,共封装光学(CPO);铜缆高速连接;5G;卫星导航;数据中心(AIDC);商业航天;高压快充;华为概念;比亚迪概念;无人机;军工;低空经济;新能源汽车;核电;腾讯概念;阿里巴巴概念;机器人概念;高铁;西部大开发;国企改革;液冷服务器;沪股通;融资融券
603167.SH,4,17,603167,高股息精选;航运概念;国企改革;融资融券
601456.SH,5,17,601456,国企改革;互联网金融;股权转让(并购重组);融资融券;沪股通
300402.SZ,15,33,300402,航空发动机;军工;海工装备;中俄贸易概念;高端装备;专精特新;光热发电;污水处理;光伏概念;小金属概念;国企改革;硅能源;特钢概念;金属铜;深股通
600261.SH,6,17,600261,人民币贬值受益;智能家居;氢能源;高股息精选;证金持股;融资融券
001359.SZ,10,33,001359,PCB概念;宁德时代概念;特斯拉概念;新能源汽车;固态电池;高铁;汽车热管理;储能;深股通;融资融券
000428.SZ,6,33,000428,预制菜;物业管理;职业教育;国企改革;股权转让(并购重组);融资融券
300146.SZ,8,33,300146,医药电商;维生素;三胎概念;跨境电商;智能医疗;粤港澳大湾区;深股通;融资融券
000503.SZ,15,33,000503,家庭医生;养老概念;数据确权;数字经济;DRG/DIP;数据要素;AI应用;人工智能;智能医疗;国企改革;AI智能体;央企国企改革;华为概念;深股通;融资融券
601696.SH,3,17,601696,期货概念;沪股通;融资融券
002578.SZ,6,33,002578,国企改革;海峡两岸;宁德时代概念;新能源汽车;光伏概念;5G
600963.SH,12,17,600963,央企国企改革;国企改革;DeepSeek概念;人工智能;雄安新区;污水处理;碳中和;PPP概念;生物质能发电;碳交易;沪股通;融资融券
300902.SZ,20,33,300902,安防;物联网;军民融合;军工;低空经济;无人机;数据要素;福建自贸区;专精特新;飞行汽车(eVTOL);机器人概念;海峡两岸;长安汽车概念;比亚迪概念;一带一路;新能源汽车;储能;宁德时代概念;特高压;融资融券
002194.SZ,14,33,002194,6G概念;职业教育;毫米波雷达;卫星导航;军工;华为概念;商业航天;5G;汽车电子;创投;芯片概念;共封装光学(CPO);融资融券;深股通
600663.SH,10,17,600663,物业管理;参股券商;证金持股;养老概念;国企改革;创投;上海自贸区;沪股通;融资融券;参股保险
000626.SZ,6,33,000626,粮食概念;生态农业;统一大市场;乡村振兴;跨境电商;2026一季报预增
300148.SZ,12,33,300148,职业教育;AI应用;虚拟数字人;区块链;文化传媒概念;网络游戏;人工智能;手机游戏;IP经济(谷子经济);创投;云游戏;虚拟现实
600987.SH,7,17,600987,高股息精选;污水处理;共同富裕示范区;染料;黄金概念;沪股通;融资融券
000795.SZ,17,33,000795,稀土永磁;新能源汽车;比亚迪概念;专精特新;小金属概念;消费电子概念;苹果概念;新型工业化;机器人概念;人形机器人;无线耳机;减速器;医疗器械概念;养老概念;风电;深股通;融资融券
920729.BJ,3,151,920729,融资融券;动物疫苗;禽流感
601326.SH,6,17,601326,航运概念;国企改革;雄安新区;京津冀一体化;沪股通;融资融券
002320.SZ,9,33,002320,海南自贸区;自由贸易港;航运概念;旅游概念;国企改革;央企国企改革;股权转让(并购重组);深股通;融资融券
603886.SH,4,17,603886,高股息精选;长三角一体化;IP经济(谷子经济);海峡两岸
600016.SH,4,17,600016,高股息精选;跨境支付(CIPS);沪股通;融资融券
603296.SH,35,17,603296,AI PC;智能音箱;中国AI 50;液冷服务器;无线耳机;英伟达概念;华为手机;数据中心(AIDC);消费电子概念;上海自贸区;星闪概念;AI眼镜;抖音概念(字节概念);智能穿戴;东数西算(算力);小米概念;华为概念;汽车电子;智能家居;阿里巴巴概念;腾讯概念;虚拟现实;医疗器械概念;芯片概念;智能座舱;无人驾驶;毫米波雷达;机器人概念;人形机器人;百度概念;车联网(车路协同);MR(混合现实);5G;沪股通;融资融券
600735.SH,10,22,600735,中韩自贸区;ST板块;旅游概念;三胎概念;养老概念;跨境电商;中俄贸易概念;石墨烯;人民币贬值受益;机器人概念
301198.SZ,6,33,301198,跨境电商;智能物流;比亚迪概念;华为概念;特斯拉概念;融资融券
300070.SZ,17,33,300070,参股银行;乡村振兴;雄安新区;国企改革;PPP概念;净水概念;污水处理;新型城镇化;人工智能;央企国企改革;地下管网;创投;一带一路;家用电器;盐湖提锂;深股通;融资融券
603661.SH,7,17,603661,培育钻石;芯片概念;智能家居;人民币贬值受益;一带一路;跨境电商;沪股通
000899.SZ,8,33,000899,抽水蓄能;超超临界发电;绿色电力;储能;核电;国企改革;融资融券;深股通
002919.SZ,6,33,002919,手机游戏;网络游戏;虚拟现实;元宇宙;抖音概念(字节概念);深股通
601990.SH,5,17,601990,期货概念;国企改革;创投;沪股通;融资融券
603439.SH,9,17,603439,流感;医药电商;三胎概念;阿尔茨海默概念;创新药;西部大开发;专精特新;股权转让(并购重组);沪股通
000055.SZ,15,33,000055,装配式建筑;房屋检测;物业管理;乡村振兴;建筑节能;AI应用;数字经济;DeepSeek概念;光伏建筑一体化;一带一路;粤港澳大湾区;绿色电力;高铁;光伏概念;融资融券
300784.SZ,8,33,300784,三胎概念;IP经济(谷子经济);旅游概念;物联网;专精特新;机器人概念;消费电子概念;融资融券
600033.SH,7,17,600033,参股保险;参股银行;国企改革;福建自贸区;海峡两岸;融资融券;沪股通
002176.SZ,16,33,002176,小金属概念;固态电池;锂电池概念;新能源汽车;无人机;军工;飞行汽车(eVTOL);机器人概念;低空经济;大飞机;人形机器人;风电;深股通;融资融券;抽水蓄能;股权转让(并购重组)
000860.SZ,5,33,000860,白酒概念;猪肉;国企改革;深股通;融资融券
002350.SZ,22,33,002350,智能电网;数据中心(AIDC);特高压;虚拟电厂;高压快充;充电桩;风电;光伏概念;光伏建筑一体化;超级电容;储能;绿色电力;阿里巴巴概念;高端装备;氢能源;燃料电池;京津冀一体化;雄安新区;中俄贸易概念;俄乌冲突概念;深股通;融资融券
002956.SZ,3,33,002956,跨境电商;西部大开发;深股通
600633.SH,41,17,600633,算力租赁;多模态AI;云计算;华为昇腾;数据确权;智慧政务;AI视频;百度概念;区块链;AI智能体;阿里巴巴概念;腾讯概念;AIGC概念;AI应用;鸿蒙概念;数据要素;NFT概念;手机游戏;东数西算(算力);元宇宙;电子竞技;DeepSeek概念;网络游戏;数字经济;智慧城市;人工智能;智能医疗;独角兽概念;文化传媒概念;数据中心(AIDC);华为概念;创投;养老概念;体育产业;旅游概念;共同富裕示范区;绿色电力;国企改革;证金持股;沪股通;融资融券
600094.SH,16,17,600094,算力租赁;数字经济;旅游概念;物业管理;低空经济;东数西算(算力);无人机;数据中心(AIDC);参股保险;卫星导航;商业航天;5G;6G概念;芯片概念;沪股通;融资融券
601975.SH,6,17,601975,航运概念;人民币贬值受益;国企改革;央企国企改革;沪股通;融资融券
000430.SZ,4,33,000430,旅游概念;国企改革;深股通;摘帽
002507.SZ,6,33,002507,超级品牌;预制菜;国企改革;西部大开发;深股通;融资融券
600088.SH,8,17,600088,文化传媒概念;旅游概念;虚拟数字人;乡村振兴;国企改革;融资融券;沪股通;中字头股票
002298.SZ,48,33,002298,云计算;电力物联网;数据安全;网络安全;虚拟电厂;东数西算(算力);智能电网;信创;智慧政务;阿里巴巴概念;腾讯概念;数据中心(AIDC);数据要素;时空大数据;充电桩;AIGC概念;人脸识别;智慧城市;物联网;华为概念;数字乡村;光伏建筑一体化;储能;军工信息化;人工智能;数字经济;安防;抽水蓄能;工业互联网;无人机;5G;碳中和;军工;水利;机器视觉;绿色电力;传感器;专精特新;碳交易;新型城镇化;无线充电;消费电子概念;高铁;锂电池概念;PPP概念;光纤概念;深股通;融资融券
600905.SH,16,17,600905,绿色电力;碳交易;同花顺中特估100;抽水蓄能;国企改革;碳中和;央企国企改革;钒电池;光热发电;风电;氢能源;同花顺漂亮100;储能;华为概念;融资融券;沪股通
688100.SH,16,17,688100,电力物联网;智能电网;虚拟电厂;物联网;智慧城市;人工智能;阿里巴巴概念;充电桩;腾讯概念;华为概念;水利;华为数字能源;专精特新;芯片概念;沪股通;融资融券
300081.SZ,33,33,300081,ST板块;三胎概念;乡村振兴;空间计算;在线教育;数字水印;IP经济(谷子经济);数字经济;京津冀一体化;网络游戏;数字乡村;Web3.0;智慧政务;区块链;数据确权;数据安全;ChatGPT概念;AI应用;AIGC概念;文化传媒概念;AI智能体;虚拟数字人;人工智能;元宇宙;海峡两岸;短剧游戏;MR(混合现实);机器人概念;算力租赁;虚拟现实;华为概念;量子科技;东数西算(算力)
002418.SZ,17,33,002418,液冷服务器;数据中心(AIDC);东数西算(算力);算力租赁;石墨烯;充电桩;储能;无人驾驶;汽车热管理;新能源汽车;空气能热泵;锂电池概念;超级电容;动力电池回收;氢能源;家用电器;深股通
002213.SZ,16,33,002213,存储芯片;汽车芯片;PCB概念;WiFi 6;芯片概念;消费电子概念;锂电池概念;比亚迪概念;硅能源;小金属概念;新能源汽车;粤港澳大湾区;无人驾驶;信创;创投;深股通
300301.SZ,5,33,300301,ST板块;PPP概念;跨境电商;人民币贬值受益;储能
000966.SZ,15,33,000966,超超临界发电;生物质能发电;抽水蓄能;碳交易;绿色电力;虚拟电厂;风电;央企国企改革;碳中和;国企改革;光热发电;储能;创投;融资融券;深股通
688367.SH,6,17,688367,专精特新;华为概念;DeepSeek概念;工业互联网;无人驾驶;融资融券
603323.SH,4,17,603323,高股息精选;长三角一体化;融资融券;沪股通
601298.SH,12,17,601298,高股息精选;同花顺中特估100;中韩自贸区;航运概念;国企改革;中俄贸易概念;一带一路;DeepSeek概念;区块链;华为概念;融资融券;沪股通
002346.SZ,7,33,002346,创投;DeepSeek概念;锂电池概念;中芯国际概念;参股银行;深股通;融资融券
600536.SH,30,17,600536,华为欧拉;电子身份证;智慧政务;数据安全;华为鲲鹏;云计算;财税数字化;信创;国产操作系统;数字经济;网络安全;智慧城市;阿里巴巴概念;人工智能;DeepSeek概念;水利;中国AI 50;京津冀一体化;机器人概念;华为概念;数据中心(AIDC);AI PC;低空经济;乡村振兴;商业航天;国企改革;央企国企改革;中字头股票;沪股通;融资融券
600050.SH,28,17,600050,同花顺中特估100;国资云;国企改革;央企国企改革;中字头股票;移动支付;数据要素;DeepSeek概念;区块链;人工智能;数据安全;云计算;一带一路;阿里巴巴概念;智能家居;物联网;算力租赁;低空经济;量子科技;卫星导航;商业航天;数据中心(AIDC);中国AI 50;同花顺新质50;6G概念;5G;沪股通;融资融券
601375.SH,4,17,601375,期货概念;国企改革;沪股通;融资融券
603188.SH,3,17,603188,染料;固废处理;国企改革
920227.BJ,7,151,920227,AI应用;抖音概念(字节概念);小红书概念;融资融券;ERP概念;拼多多概念;阿里巴巴概念
002004.SZ,15,33,002004,转基因;毛发医疗;医药电商;仿制药一致性评价;民营医院;创新药;医美概念;煤化工概念;细胞免疫治疗;三胎概念;旅游概念;西部大开发;氟化工概念;深股通;融资融券
688459.SH,14,17,688459,中俄贸易概念;黑龙江自贸区;国企改革;一带一路;高铁;人工智能;机器人概念;华为概念;专精特新;卫星导航;传感器;芯片概念;MCU芯片;融资融券
002395.SZ,8,33,002395,足球概念;丙烯酸;体育产业;煤化工概念;光伏概念;MR(混合现实);消费电子概念;融资融券
688253.SH,11,17,688253,重组蛋白;幽门螺杆菌概念;辅助生殖;医药电商;流感;阿尔茨海默概念;猴痘概念;智能医疗;肝炎概念;沪股通;融资融券
300919.SZ,20,33,300919,盐湖提锂;钠离子电池;金属钴;动力电池回收;磷化工;固态电池;小金属概念;金属镍;金属回收;2026一季报预增;锂电池概念;宁德时代概念;储能;西部大开发;特斯拉概念;新能源汽车;低空经济;机器人概念;深股通;融资融券
920571.BJ,7,151,920571,碳交易;福建自贸区;低空经济;海峡两岸;航运概念;融资融券;人民币贬值受益
000886.SZ,17,33,000886,自由贸易港;化债概念(AMC概念);物业管理;海南自贸区;旅游概念;参股银行;水利;国企改革;数字经济;车联网(车路协同);低空经济;抖音概念(字节概念);算力租赁;东数西算(算力);数据中心(AIDC);股权转让(并购重组);深股通
300736.SZ,3,33,300736,华为概念;区块链;苹果概念
002457.SZ,10,33,002457,地下管网;新型城镇化;水利;乡村振兴;参股银行;京津冀一体化;互联网金融;新疆振兴;西部大开发;风电
688348.SH,11,17,688348,储能;绿色电力;光伏概念;人工智能;一带一路;共同富裕示范区;专精特新;人民币贬值受益;芯片概念;沪股通;融资融券
002303.SZ,11,33,002303,人造肉;工业大麻;一带一路;预制菜;绿色电力;区块链;军民融合;海峡两岸;高股息精选;深股通;融资融券
601566.SH,7,17,601566,网红经济;高股息精选;IP经济(谷子经济);福建自贸区;海峡两岸;融资融券;沪股通
600130.SH,5,17,600130,人脸识别;卫星导航;汽车电子;消费电子概念;摘帽
603868.SH,4,17,603868,家用电器;短剧游戏;沪股通;融资融券
000586.SZ,6,33,000586,光纤概念;5G;特高压;智能电网;专精特新;西部大开发
300832.SZ,8,33,300832,肝炎概念;流感;猴痘概念;医疗器械概念;智能医疗;DeepSeek概念;融资融券;深股通
301365.SZ,7,33,301365,AIGC概念;人工智能;粤港澳大湾区;创投;新型城镇化;深股通;融资融券
301116.SZ,7,33,301116,预制菜;养鸡;宠物经济;乡村振兴;体育产业;深股通;融资融券
001396.SZ,9,33,001396,新型城镇化;地下管网;污水处理;智慧城市;人工智能;专精特新;注册制次新股;新股与次新股;融资融券
603833.SH,6,17,603833,高股息精选;同花顺漂亮100;C2M概念;智能家居;沪股通;融资融券
002169.SZ,16,33,002169,芯片概念;光伏概念;宁德时代概念;特高压;充电桩;数据中心(AIDC);储能;智能电网;电力物联网;工业互联网;虚拟电厂;碳中和;钒电池;绿色电力;深股通;融资融券
605298.SH,3,17,605298,高铁;专精特新;沪股通
600282.SH,20,17,600282,特钢概念;高股息精选;煤化工概念;国企改革;C2M概念;污水处理;一带一路;可燃冰;创投;数字经济;工业互联网;数据要素;人工智能;融资融券;海工装备;机器人概念;人形机器人;核电;商业航天;沪股通
000035.SZ,13,33,000035,碳交易;生物质能发电;绿色电力;风电;固废处理;垃圾分类;氢能源;储能;一带一路;人工智能;机器人概念;深股通;融资融券
301428.SZ,33,33,301428,云计算;数据安全;网络安全;快手概念;抖音概念(字节概念);多模态AI;腾讯概念;华为概念;数据确权;ETC;AI智能体;物联网;数据要素;车联网(车路协同);鸿蒙概念;移动支付;智慧城市;AIGC概念;数字货币;无人驾驶;AI应用;新能源汽车;DeepSeek概念;人工智能;数字经济;互联网金融;网约车;乡村振兴;西部大开发;新疆振兴;宠物经济;机器人概念;融资融券
603339.SH,8,17,603339,装配式建筑;海工装备;专精特新;人民币贬值受益;冷链物流;液冷服务器;预制菜;数据中心(AIDC)
000538.SZ,13,33,000538,超级品牌;高股息精选;医药电商;证金持股;创新药;同花顺漂亮100;医美概念;工业大麻;参股券商;西部大开发;深股通;融资融券;华为概念
688212.SH,8,17,688212,医疗器械概念;智能医疗;人工智能;专精特新;AI应用;机器人概念;沪股通;融资融券
301133.SZ,12,33,301133,比亚迪概念;毫米波雷达;人形机器人;新能源汽车;特斯拉概念;无人机;华为汽车;小米汽车;长安汽车概念;碳纤维;百度概念;融资融券
601118.SH,9,17,601118,海南自贸区;碳中和;农业种植;乡村振兴;国企改革;可降解塑料;军工;融资融券;沪股通
601169.SH,4,17,601169,高股息精选;参股保险;沪股通;融资融券
300575.SZ,2,33,300575,人民币贬值受益;创新药
301577.SZ,14,33,301577,WiFi 6;富士康概念;5G;数据中心(AIDC);小米概念;专精特新;无人驾驶;比亚迪概念;海峡两岸;新能源汽车;高压快充;充电桩;数字货币;融资融券
300334.SZ,6,33,300334,净水概念;垃圾分类;污水处理;雄安新区;PPP概念;京津冀一体化
002201.SZ,7,33,002201,商业航天;高铁;比亚迪概念;风电;创投;深股通;融资融券
300426.SZ,11,33,300426,短剧游戏;NFT概念;文化传媒概念;IP经济(谷子经济);AIGC概念;AI应用;抖音概念(字节概念);阿里巴巴概念;DeepSeek概念;人工智能;国企改革
920735.BJ,5,151,920735,流感;融资融券;仿制药一致性评价;减肥药;创新药
000541.SZ,23,33,000541,参股银行;养老概念;跨境电商;国企改革;医美概念;医疗器械概念;DeepSeek概念;证金持股;长安汽车概念;智能家居;AI智能体;海工装备;华为汽车;军民融合;小米汽车;智慧灯杆;新能源汽车;华为概念;小米概念;芯片概念;深股通;融资融券;第三代半导体
600267.SH,16,17,600267,仿制药一致性评价;医药电商;创新药;减肥药;阿尔茨海默概念;流感;动物疫苗;合成生物;青蒿素;医美概念;宠物经济;智能医疗;国企改革;DeepSeek概念;融资融券;沪股通
300109.SZ,9,33,300109,基因测序;智能医疗;固态电池;消毒剂;细胞免疫治疗;创新药;生物疫苗;深股通;融资融券
300560.SZ,31,33,300560,网络安全;电子身份证;英伟达概念;抖音概念(字节概念);智慧政务;智能穿戴;5G;元宇宙;AI智能体;华为概念;AI应用;云计算;机器视觉;安防;物联网;数字乡村;车联网(车路协同);东数西算(算力);海峡两岸;军工;人工智能;机器人概念;AI眼镜;智慧城市;数字经济;福建自贸区;算力租赁;水利;一带一路;垃圾分类;乡村振兴
300226.SZ,16,33,300226,区块链;多模态AI;AI智能体;AI语料;鸿蒙概念;互联网金融;数据要素;ChatGPT概念;AI应用;百度概念;AIGC概念;DeepSeek概念;人工智能;工业互联网;深股通;融资融券
301172.SZ,36,33,301172,光纤概念;共封装光学(CPO);数据中心(AIDC);华为昇腾;华为概念;安防;网络安全;信创;物联网;海峡两岸;华为鲲鹏;军工;低空经济;机器人概念;腾讯概念;时空大数据;智慧政务;鸿蒙概念;智慧城市;空间计算;AI智能体;人工智能;AIGC概念;区块链;数据要素;DeepSeek概念;AI应用;数字经济;数字乡村;智能医疗;水利;新型城镇化;西部大开发;地下管网;乡村振兴;融资融券
600403.SH,5,17,600403,煤炭概念;新疆振兴;国企改革;沪股通;融资融券
601225.SH,8,17,601225,煤炭概念;高股息精选;证金持股;同花顺漂亮100;国企改革;西部大开发;沪股通;融资融券
601728.SH,22,17,601728,高股息精选;同花顺中特估100;国资云;国企改革;智慧政务;央企国企改革;数据要素;AI应用;DeepSeek概念;云计算;区块链;物联网;量子科技;中国AI 50;卫星导航;商业航天;数据中心(AIDC);6G概念;5G;中字头股票;融资融券;沪股通
601222.SH,24,17,601222,虚拟电厂;绿色电力;光伏建筑一体化;华为数字能源;风电;电力物联网;智能电网;储能;TOPCON电池;充电桩;东数西算(算力);蚂蚁集团概念;区块链;光伏概念;氢能源;量子科技;人工智能;物联网;华为概念;锂电池概念;低空经济;飞行汽车(eVTOL);沪股通;融资融券
600023.SH,9,17,600023,超超临界发电;绿色电力;高股息精选;虚拟电厂;国企改革;核电;可控核聚变;沪股通;融资融券
600054.SH,6,17,600054,旅游概念;参股券商;国企改革;区块链;DeepSeek概念;沪股通
603958.SH,10,17,603958,3D打印;苹果概念;机器人概念;消费电子概念;工业母机;海峡两岸;华为概念;智能穿戴;DeepSeek概念;股权转让(并购重组)
301110.SZ,13,33,301110,小红书概念;抖音概念(字节概念);阿里巴巴概念;数据要素;AI应用;AI智能体;跨境电商;人工智能;三胎概念;宠物经济;2026一季报预增;深股通;融资融券
688379.SH,18,17,688379,共封装光学(CPO);芯片概念;液冷服务器;商业航天;新能源汽车;人形机器人;光伏概念;机器人概念;无人机;高铁;核电;低空经济;锂电池概念;风电;共同富裕示范区;绿色电力;沪股通;融资融券
688347.SH,8,17,688347,国家大基金持股;存储芯片;芯片概念;消费电子概念;国企改革;上海国企改革;沪股通;融资融券
000726.SZ,9,33,000726,证金持股;生物疫苗;职业教育;C2M概念;一带一路;创投;绿色电力;人民币贬值受益;融资融券
601112.SH,8,17,601112,注册制次新股;碳纤维;风电;光伏概念;比亚迪概念;新能源汽车;新股与次新股;融资融券
600258.SH,7,17,600258,旅游概念;国企改革;京津冀一体化;人工智能;阿里巴巴概念;沪股通;融资融券
002510.SZ,21,33,002510,长安汽车概念;华为汽车;京津冀一体化;工业互联网;飞行汽车(eVTOL);低空经济;军民融合;创投;新能源汽车;比亚迪概念;天津自贸区;特斯拉概念;新疆振兴;军工;国企改革;无人机;大飞机;小米概念;宁德时代概念;深股通;股权转让(并购重组)
600316.SH,11,17,600316,军民融合;大飞机;央企国企改革;乡村振兴;国企改革;军工;低空经济;高端装备;无人机;融资融券;沪股通
000521.SZ,19,33,000521,高股息精选;净水概念;国企改革;冷链物流;垃圾分类;医疗器械概念;一带一路;家用电器;空气能热泵;智能家居;DeepSeek概念;人工智能;血氧仪;鸿蒙概念;工业互联网;小米概念;量子科技;深股通;融资融券
300996.SZ,18,33,300996,财税数字化;华为鲲鹏;ERP概念;智慧政务;跨境支付(CIPS);信创;AI语料;AI应用;数据要素;区块链;AIGC概念;AI智能体;网络安全;数字经济;互联网金融;人工智能;小米概念;融资融券
002922.SZ,15,33,002922,高压快充;华为数字能源;数据中心(AIDC);5G;充电桩;光伏概念;华为概念;储能;2026一季报预增;新能源汽车;智能家居;粤港澳大湾区;一带一路;深股通;融资融券
300839.SZ,4,33,300839,氢能源;东数西算(算力);专精特新;液冷服务器
600538.SH,7,17,600538,医疗器械概念;消毒剂;眼科医疗;西部大开发;基因测序;智慧城市;医药电商
600126.SH,15,17,600126,算力租赁;国资云;东数西算(算力);阿里巴巴概念;数据中心(AIDC);智慧城市;DeepSeek概念;数字经济;特钢概念;绿色电力;汽车拆解概念;比亚迪概念;国企改革;沪股通;融资融券
002725.SZ,10,33,002725,5G;芯片概念;新能源汽车;碳纤维;人民币贬值受益;燃料电池;中俄贸易概念;一带一路;共同富裕示范区;股权转让(并购重组)
301168.SZ,8,33,301168,锂电池概念;固态电池;专精特新;光伏概念;比亚迪概念;绿色电力;深股通;融资融券
600037.SH,14,17,600037,文化传媒概念;国资云;DeepSeek概念;云游戏;智慧城市;物联网;国企改革;华为概念;央企国企改革;数据中心(AIDC);证金持股;5G;融资融券;沪股通
002352.SZ,19,33,002352,超级品牌;统一大市场;冷链物流;同花顺漂亮100;跨境电商;乡村振兴;智能物流;人工智能;区块链;数据要素;AI智能体;机器人概念;低空经济;物联网;深股通;无人驾驶;无人机;数字孪生;融资融券
920266.BJ,4,151,920266,西部大开发;融资融券;医药电商;农业种植
600305.SH,4,17,600305,超级品牌;国企改革;沪股通;融资融券
300669.SZ,2,33,300669,专精特新;深股通
300980.SZ,15,33,300980,新能源汽车;专精特新;小米概念;长安汽车概念;华为概念;消费电子概念;机器人概念;锂电池概念;人形机器人;有机硅概念;建筑节能;柔性屏(折叠屏);一带一路;足球概念;融资融券
600373.SH,15,17,600373,IP经济(谷子经济);网络游戏;手机游戏;文化传媒概念;短剧游戏;在线教育;AIGC概念;国企改革;AI视频;AI应用;数字经济;创投;虚拟现实;沪股通;融资融券
002847.SZ,2,33,002847,融资融券;深股通
600100.SH,48,17,600100,国资云;华为昇腾;网络安全;东数西算(算力);国产操作系统;信创;算力租赁;区块链;智慧城市;数据要素;AI智能体;鸿蒙概念;ChatGPT概念;数据中心(AIDC);物联网;安防;AI应用;AI语料;DeepSeek概念;AIGC概念;人工智能;华为概念;数字经济;互联网保险;在线教育;工业互联网;核电;京津冀一体化;可控核聚变;创投;液冷服务器;食品安全;机器视觉;核污染防治;储能;机器人概念;雄安新区;央企国企改革;土壤修复;污水处理;消费电子概念;国企改革;工业母机;参股券商;锂电池概念;沪股通;融资融券;股权转让(并购重组)
688356.SH,7,17,688356,创新药;医美概念;医疗器械概念;人民币贬值受益;3D打印;沪股通;融资融券
000526.SZ,10,33,000526,在线教育;职业教育;体育产业;人工智能;DeepSeek概念;福建自贸区;海峡两岸;民营医院;低空经济;深股通
002237.SZ,11,33,002237,金属铅;金属锌;金属铜;黄金概念;小金属概念;金属回收;磷化工;化肥;国企改革;深股通;融资融券
301061.SZ,7,33,301061,养老概念;同花顺出海50;一带一路;人民币贬值受益;智能家居;深股通;融资融券
600032.SH,8,17,600032,抽水蓄能;绿色电力;风电;储能;氢能源;国企改革;沪股通;融资融券
