股票代码,code,所属概念数量,所属概念,market_code
688698.SH,688698,16,人形机器人;新能源汽车;机器人概念;机器视觉;专精特新;高端装备;人工智能;智能物流;AI智能体;储能;光伏概念;医疗器械概念;氢能源;海工装备;融资融券;沪股通,17
600958.SH,600958,6,期货概念;证金持股;互联网金融;沪股通;融资融券;2025年报预增,17
920719.BJ,920719,12,锂电池概念;钠离子电池;融资融券;第三代半导体;石墨电极;石墨烯;燃料电池;氢能源;宁德时代概念;固态电池;光伏概念;专精特新,151
002829.SZ,002829,22,军工信息化;卫星导航;军民融合;商业航天;军工;无人机;低空经济;无人驾驶;安防;传感器;海工装备;小米概念;机器人概念;专精特新;数字孪生;小米汽车;人形机器人;人工智能;新能源汽车;百度概念;光纤概念;智能物流,33
002033.SZ,002033,7,冰雪产业;旅游概念;IP经济(谷子经济);高股息精选;西部大开发;深股通;融资融券,33
600117.SH,600117,8,特钢概念;雅下水电概念;西部大开发;海工装备;军工;煤炭概念;商业航天;沪股通,17
920926.BJ,920926,7,鸿蒙概念;融资融券;跨境电商;物联网;智能家居;家用电器;人民币贬值受益,151
300388.SZ,300388,7,PPP概念;污水处理;新型城镇化;地下管网;国企改革;央企国企改革;深股通,33
300411.SZ,300411,18,军民融合;高铁;军工;商业航天;低空经济;水利;无人机;海工装备;飞行汽车(eVTOL);高端装备;人工智能;核电;雅下水电概念;PM2.5;可控核聚变;共同富裕示范区;专精特新;深股通,33
600675.SH,600675,8,物业管理;预制菜;上海国企改革;土地流转;国企改革;乡村振兴;沪股通;融资融券,17
002061.SZ,002061,12,国企改革;装配式建筑;PPP概念;新型城镇化;一带一路;水利;共同富裕示范区;长三角一体化;人工智能;机器人概念;深股通;融资融券,33
002008.SZ,002008,40,光刻机;PCB概念;先进封装;光纤概念;富士康概念;第三代半导体;苹果概念;存储芯片;OLED;MiniLED;MicroLED概念;芯片概念;消费电子概念;3D打印;工业母机;AI眼镜;MR(混合现实);宁德时代概念;小米概念;高端装备;光伏概念;比亚迪概念;新能源汽车;特斯拉概念;商业航天;机器视觉;钙钛矿电池;固态电池;新型工业化;储能;锂电池概念;TOPCON电池;华为概念;机器人概念;HJT电池;减速器;物联网;粤港澳大湾区;深股通;融资融券,33
002342.SZ,002342,15,商业航天;京津冀一体化;军工;海工装备;水利;雄安新区;高端装备;一带一路;核电;光伏概念;白酒概念;风电;抽水蓄能;深股通;融资融券,33
301488.SZ,301488,23,长安汽车概念;智能座舱;华为汽车;无人驾驶;人形机器人;比亚迪概念;传感器;新能源汽车;汽车电子;机器视觉;机器人概念;英伟达概念;专精特新;毫米波雷达;充电桩;汽车芯片;华为概念;粤港澳大湾区;人工智能;百度概念;回购增持再贷款概念;深股通;融资融券,33
002607.SZ,002607,14,AI应用;AIGC概念;在线教育;虚拟数字人;职业教育;阿里巴巴概念;DeepSeek概念;百度概念;人工智能;旅游概念;乡村振兴;超级品牌;融资融券;深股通,33
688082.SH,688082,7,中芯国际概念;存储芯片;先进封装;第三代半导体;芯片概念;沪股通;融资融券,17
002034.SZ,002034,9,生物质能发电;绿色电力;固废处理;垃圾分类;PPP概念;动力电池回收;回购增持再贷款概念;融资融券;深股通,33
300577.SZ,300577,6,人民币贬值受益;小米概念;跨境电商;体育产业;IP经济(谷子经济);深股通,33
600116.SH,600116,11,绿色电力;虚拟电厂;国企改革;储能;充电桩;央企国企改革;西部大开发;水利;小金属概念;沪股通;融资融券,17
300473.SZ,300473,15,汽车电子;传感器;比亚迪概念;新能源汽车;长安汽车概念;人民币贬值受益;华为概念;华为汽车;汽车热管理;燃料电池;2025年报预增;锂电池概念;固态电池;氢能源;股权转让(并购重组),33
301193.SZ,301193,6,3D打印;人民币贬值受益;可降解塑料;一带一路;跨境电商;融资融券,33
300807.SZ,300807,26,卫星导航;EDR概念;人脸识别;智能座舱;智能穿戴;车联网(车路协同);物联网;华为概念;人工智能;无人驾驶;东数西算(算力);AI智能体;数据要素;百度概念;移动支付;比亚迪概念;ERP概念;数据中心;网约车;智能物流;新能源汽车;充电桩;高压快充;冷链物流;乡村振兴;雄安新区,33
600095.SH,600095,9,互联网金融;参股券商;参股银行;创投;黑龙江自贸区;2025年报预增;股权转让(并购重组);融资融券;沪股通,17
688591.SH,688591,20,MCU芯片;汽车芯片;星闪概念;国家大基金持股;无线耳机;英伟达概念;WiFi 6;智能穿戴;芯片概念;小米概念;消费电子概念;5G;鸿蒙概念;物联网;苹果概念;专精特新;智能家居;上海自贸区;沪股通;融资融券,17
600551.SH,600551,11,文化传媒概念;托育服务;在线教育;数字经济;参股券商;人工智能;创投;国企改革;AI应用;沪股通;融资融券,17
300272.SZ,300272,13,基因测序;细胞免疫治疗;辅助生殖;宠物经济;养老概念;净水概念;独角兽概念;数据要素;医美概念;家用电器;人民币贬值受益;机器人概念;冷链物流,33
301631.SZ,301631,12,人形机器人;华为汽车;新能源汽车;数据中心;粤港澳大湾区;低空经济;宁德时代概念;储能;锂电池概念;固态电池;深股通;融资融券,33
600986.SH,600986,32,小红书概念;快手概念;短剧游戏;Web3.0;AIGC概念;虚拟数字人;多模态AI;NFT概念;文化传媒概念;抖音概念(字节概念);AI智能体;手机游戏;蚂蚁集团概念;腾讯概念;百度概念;阿里巴巴概念;AI应用;网红经济;算力租赁;电子竞技;元宇宙;DeepSeek概念;数字经济;人工智能;独角兽概念;东数西算(算力);华为概念;国企改革;小米概念;长安汽车概念;沪股通;融资融券,17
301683.SZ,301683,6,粤港澳大湾区;注册制次新股;MicroLED概念;MiniLED;新股与次新股;融资融券,33
688420.SH,688420,12,新型工业化;专精特新;机器视觉;人工智能;高端装备;DeepSeek概念;AI智能体;锂电池概念;动力电池回收;AI应用;金属回收;融资融券,17
002233.SZ,002233,8,高股息精选;水泥概念;参股银行;绿色电力;创投;粤港澳大湾区;深股通;融资融券,33
300563.SZ,300563,23,EDR概念;铜缆高速连接;消费电子概念;苹果概念;汽车电子;WiFi 6;5G;芯片概念;专精特新;虚拟现实;新能源汽车;军工;华为概念;无人机;钙钛矿电池;医疗器械概念;商业航天;卫星导航;军工信息化;光伏概念;数字经济;深股通;融资融券,33
601138.SH,601138,29,同花顺果指数;富士康概念;共封装光学(CPO);苹果概念;英伟达概念;液冷服务器;芯片概念;5G;新能源汽车;机器人概念;同花顺新质50;海峡两岸;虚拟现实;2025年报预增;数据中心;物联网;同花顺出海50;医疗器械概念;东数西算(算力);工业互联网;人工智能;智慧城市;创投;算力租赁;阿里巴巴概念;云计算;同花顺漂亮100;沪股通;融资融券,17
603368.SH,603368,12,医药电商;流感;冷链物流;肝炎概念;创新药;三胎概念;西部大开发;智能医疗;人工智能;华为概念;沪股通;融资融券,17
300458.SZ,300458,32,MCU芯片;汽车芯片;存储芯片;中芯国际概念;智能座舱;芯片概念;小米概念;AI眼镜;EDR概念;智能穿戴;汽车电子;无人驾驶;机器视觉;机器人概念;物联网;华为概念;车联网(车路协同);长安汽车概念;东数西算(算力);虚拟现实;智能家居;2025年报预增;百度概念;腾讯概念;人工智能;阿里巴巴概念;家用电器;DeepSeek概念;创投;横琴新区;深股通;融资融券,33
688661.SH,688661,8,芯片概念;消费电子概念;专精特新;传感器;英伟达概念;机器人概念;沪股通;融资融券,17
688790.SH,688790,15,WiFi 6;科创次新股;卫星导航;商业航天;6G概念;AI眼镜;汽车芯片;芯片概念;5G;智能穿戴;小米概念;华为概念;注册制次新股;新股与次新股;融资融券,17
605006.SH,605006,3,PCB概念;风电;国企改革,17
300862.SZ,300862,12,商业航天;智慧城市;军工;华为概念;毫米波雷达;PM2.5;传感器;专精特新;芯片概念;碳中和;PPP概念;融资融券,33
002590.SZ,002590,24,华为汽车;小米汽车;飞行汽车(eVTOL);长安汽车概念;无人驾驶;比亚迪概念;小米概念;人形机器人;机器人概念;低空经济;新能源汽车;车联网(车路协同);毫米波雷达;汽车电子;无线充电;两轮车;工业互联网;军工;独角兽概念;回购增持再贷款概念;百度概念;绿色电力;融资融券;深股通,33
603039.SH,603039,15,云办公;华为盘古;中国AI 50;财税数字化;AI智能体;腾讯概念;鸿蒙概念;信创;AI应用;人工智能;DeepSeek概念;数字经济;华为概念;融资融券;沪股通,17
000027.SZ,000027,24,超超临界发电;绿色电力;碳交易;天然气;虚拟电厂;碳中和;光伏建筑一体化;氢能源;风电;固废处理;储能;垃圾分类;充电桩;深圳国企改革;PPP概念;国企改革;参股券商;特高压;粤港澳大湾区;创投;DeepSeek概念;华为概念;深股通;融资融券,33
688609.SH,688609,49,移动支付;物联网;安防;人脸识别;无人驾驶;智慧城市;智能家居;虚拟现实;华为概念;低空经济;智慧灯杆;数字孪生;粤港澳大湾区;传感器;机器人概念;智能音箱;人工智能;网络安全;星闪概念;5G;信创;工业互联网;智慧政务;量子科技;鸿蒙概念;无人机;东数西算(算力);数据安全;DeepSeek概念;元宇宙;WiFi 6;华为盘古;消费电子概念;数据中心;养老概念;华为昇腾;水利;两轮车;智能医疗;ChatGPT概念;充电桩;储能;锂电池概念;智能电网;碳交易;共封装光学(CPO);虚拟电厂;融资融券;沪股通,17
001280.SZ,001280,12,小金属概念;稀土永磁;超导概念;央企国企改革;核电;一带一路;注册制次新股;军工;深股通;中字头股票;新股与次新股;融资融券,33
300168.SZ,300168,35,DRG/DIP;虚拟数字人;华为盘古;家庭医生;AI智能体;在线教育;数据要素;智慧政务;财税数字化;华为鲲鹏;互联网保险;信创;时空大数据;MLOps概念;数字乡村;鸿蒙概念;区块链;人工智能;DeepSeek概念;网络安全;数字经济;电子身份证;智能医疗;智慧城市;移动支付;养老概念;算力租赁;安防;华为概念;AI应用;机器人概念;数据中心;乡村振兴;深股通;融资融券,33
920703.BJ,920703,4,融资融券;核电;京津冀一体化;专精特新,151
000777.SZ,000777,21,可控核聚变;商业航天;核污染防治;核电;高端装备;安防;水利;燃料电池;央企国企改革;一带一路;氢能源;超超临界发电;国企改革;幽门螺杆菌概念;煤化工概念;天然气;融资融券;抽水蓄能;储能;深股通;中字头股票,33
603310.SH,603310,5,氟化工概念;专精特新;创投;沪股通;融资融券,17
300502.SZ,300502,10,共封装光学(CPO);5G;芯片概念;中国AI 50;数据中心;深股通;2025年报预增;人民币贬值受益;西部大开发;融资融券,33
301600.SZ,301600,12,智能座舱;小米汽车;小米概念;比亚迪概念;长安汽车概念;车联网(车路协同);专精特新;物联网;宁德时代概念;福建自贸区;深股通;融资融券,33
688023.SH,688023,23,华为昇腾;数据安全;云计算;信创;ChatGPT概念;网络安全;AI智能体;数据要素;百度概念;阿里巴巴概念;区块链;量子科技;DeepSeek概念;车联网(车路协同);智慧城市;人工智能;华为概念;物联网;低空经济;无人机;AI应用;沪股通;融资融券,17
603000.SH,603000,31,AI语料;知识产权保护;AI应用;智谱AI;AIGC概念;数据确权;云办公;文化传媒概念;AI智能体;数据安全;百度概念;国资云;数据要素;鸿蒙概念;区块链;网络安全;蚂蚁集团概念;算力租赁;DeepSeek概念;人工智能;东数西算(算力);独角兽概念;华为概念;体育产业;数据中心;京津冀一体化;创投;国企改革;证金持股;沪股通;融资融券,17
001323.SZ,001323,8,跨境电商;鸿蒙概念;智能家居;DeepSeek概念;人工智能;物联网;华为概念;深股通,33
600058.SH,600058,9,小金属概念;央企国企改革;一带一路;国企改革;乡村振兴;统一大市场;融资融券;股权转让(并购重组);沪股通,17
603040.SH,603040,7,汽车热管理;新能源汽车;比亚迪概念;专精特新;长安汽车概念;污水处理;沪股通,17
603501.SH,603501,21,中芯国际概念;汽车芯片;MCU芯片;无线耳机;OLED;AI眼镜;汽车电子;小米概念;芯片概念;消费电子概念;传感器;机器视觉;英伟达概念;无人驾驶;华为手机;华为概念;人民币贬值受益;医疗器械概念;同花顺漂亮100;融资融券;沪股通,17
002443.SZ,002443,9,核电;氢能源;石墨烯;水利;回购增持再贷款概念;新型城镇化;国企改革;地下管网;天然气,33
300320.SZ,300320,12,比亚迪概念;华为汽车;新能源汽车;特斯拉概念;光伏概念;光伏建筑一体化;高铁;钙钛矿电池;高端装备;大飞机;深股通;融资融券,33
920445.BJ,920445,5,海峡两岸;人民币贬值受益;跨境电商;融资融券;一带一路,151
002005.SZ,002005,7,横琴新区;ST板块;家用电器;新能源汽车;华为汽车;人民币贬值受益;MiniLED,33
002955.SZ,002955,15,体育产业;创投;托育服务;人民币贬值受益;华为概念;人工智能;DeepSeek概念;在线教育;鸿蒙概念;腾讯概念;云办公;多模态AI;AI应用;股权转让(并购重组);深股通,33
300260.SZ,300260,9,光刻机;中芯国际概念;OLED;芯片概念;数据中心;海峡两岸;食品安全;融资融券;深股通,33
001213.SZ,001213,8,统一大市场;冷链物流;国企改革;乡村振兴;一带一路;智能物流;中字头股票;深股通,33
300096.SZ,300096,33,家庭医生;AI应用;智能医疗;蚂蚁集团概念;养老概念;数据确权;DRG/DIP;数据要素;人脸识别;托育服务;智慧城市;Web3.0;数字经济;数据安全;智慧政务;在线教育;区块链;DeepSeek概念;移动支付;ChatGPT概念;华为鲲鹏;信创;AIGC概念;人工智能;腾讯概念;参股保险;数字水印;华为概念;福建自贸区;机器视觉;海峡两岸;国企改革;ST板块,33
688813.SH,688813,9,国企改革;氢能源;西部大开发;注册制次新股;科创次新股;华为概念;PCB概念;新股与次新股;融资融券,17
920422.BJ,920422,2,融资融券;人民币贬值受益,151
000045.SZ,000045,6,OLED;粤港澳大湾区;虚拟现实;深圳国企改革;国企改革;深股通,33
600419.SH,600419,4,乳业;国企改革;西部大开发;新疆振兴,17
002266.SZ,002266,25,金属镍;金属回收;小金属概念;金属钴;金属铜;可控核聚变;雅下水电概念;金属锌;黄金概念;核电;金属铅;一带一路;固废处理;高端装备;抽水蓄能;动力电池回收;汽车拆解概念;碳中和;水利;绿色电力;创投;共同富裕示范区;文化传媒概念;深股通;融资融券,33
603203.SH,603203,27,共封装光学(CPO);富士康概念;先进封装;PCB概念;液冷服务器;苹果概念;汽车电子;存储芯片;第三代半导体;OLED;芯片概念;中芯国际概念;AI眼镜;无线耳机;新型工业化;智能穿戴;比亚迪概念;机器视觉;新能源汽车;专精特新;宁德时代概念;高端装备;机器人概念;华为概念;工业互联网;人工智能;沪股通,17
002146.SZ,002146,12,特色小镇;物业管理;旅游概念;PPP概念;雄安新区;创投;京津冀一体化;养老概念;低空经济;一带一路;深股通;融资融券,33
300449.SZ,300449,14,数字水印;知识产权保护;网络安全;人脸识别;车联网(车路协同);AI智能体;安防;智慧城市;东数西算(算力);人工智能;华为概念;军工;垃圾分类;股权转让(并购重组),33
688080.SH,688080,14,AI智能体;5G;人工智能;DeepSeek概念;车联网(车路协同);物联网;机器视觉;电力物联网;工业互联网;智能电网;专精特新;机器人概念;跨境电商;融资融券,17
600694.SH,600694,4,免税店;证金持股;沪股通;融资融券,17
001324.SZ,001324,6,装配式建筑;建筑节能;高铁;机器人概念;储能;融资融券,33
688716.SH,688716,11,PEEK材料;人形机器人;新能源汽车;3D打印;碳纤维;机器人概念;专精特新;商业航天;大飞机;医疗器械概念;融资融券,17
300328.SZ,300328,21,柔性屏(折叠屏);消费电子概念;毫米波雷达;一体化压铸;特斯拉概念;5G;新能源汽车;比亚迪概念;AI眼镜;宁德时代概念;智能座舱;智能穿戴;人形机器人;小米概念;有机硅概念;华为概念;医疗器械概念;人工智能;国企改革;深股通;融资融券,33
603128.SH,603128,13,航运概念;统一大市场;自由贸易港;国企改革;跨境电商;一带一路;央企国企改革;上海自贸区;阿里巴巴概念;沪股通;比亚迪概念;小米概念;融资融券,17
600336.SH,600336,18,冰雪产业;无人零售;净水概念;物业管理;冷链物流;家用电器;跨境电商;空气能热泵;创投;智能家居;医疗器械概念;一带一路;国企改革;物联网;超级品牌;DeepSeek概念;融资融券;沪股通,17
920392.BJ,920392,3,融资融券;股权转让(并购重组);一带一路,151
002392.SZ,002392,12,特钢概念;芯片概念;人工智能;回购增持再贷款概念;小金属概念;AI智能体;锂电池概念;中俄贸易概念;固态电池;碳中和;参股券商;深股通,33
000533.SZ,000533,21,智能电网;抽水蓄能;风电;充电桩;超超临界发电;光伏概念;数据中心;核电;储能;东数西算(算力);水利;海工装备;百度概念;可控核聚变;阿里巴巴概念;数字经济;粤港澳大湾区;比亚迪概念;中芯国际概念;深股通;融资融券,33
300998.SZ,300998,9,机器人概念;人形机器人;新能源汽车;比亚迪概念;海工装备;宁德时代概念;锂电池概念;股权转让(并购重组);融资融券,33
002828.SZ,002828,10,俄乌冲突概念;页岩气;天然气;煤化工概念;新疆振兴;西部大开发;碳中和;参股银行;一带一路;股权转让(并购重组),33
688105.SH,688105,12,CRO概念;猴痘概念;基因测序;重组蛋白;阿尔茨海默概念;流感;减肥药;合成生物;人工智能;军工信息化;沪股通;融资融券,17
300441.SZ,300441,7,空气能热泵;家用电器;燃料电池;高端装备;光伏概念;锂电池概念;深股通,33
605218.SH,605218,11,虚拟现实;智能家居;MiniLED;元宇宙;智能座舱;长安汽车概念;汽车电子;消费电子概念;OLED;比亚迪概念;特斯拉概念,17
300623.SZ,300623,14,汽车芯片;中芯国际概念;第三代半导体;芯片概念;汽车电子;5G;专精特新;新能源汽车;高压快充;充电桩;柔性直流输电;深股通;股权转让(并购重组);融资融券,33
601005.SH,601005,11,特钢概念;央企国企改革;国企改革;西部大开发;风电;核电;海工装备;军工;新能源汽车;沪股通;融资融券,17
300894.SZ,300894,7,创投;智能家居;家用电器;机器人概念;人形机器人;深股通;融资融券,33
003015.SZ,003015,6,消费电子概念;小米概念;柔性屏(折叠屏);新能源汽车;华为概念;PET铜箔,33
601606.SH,601606,8,兵装重组概念;军民融合;军工;央企国企改革;国企改革;新能源汽车;沪股通;融资融券,17
688115.SH,688115,12,WiFi 6;虚拟现实;数字孪生;华为概念;机器视觉;芯片概念;军工;新型工业化;工业互联网;苹果概念;股权转让(并购重组);融资融券,17
002261.SZ,002261,31,华为欧拉;华为昇腾;算力租赁;华为鲲鹏;云计算;华为盘古;国产操作系统;智慧政务;信创;东数西算(算力);蚂蚁集团概念;鸿蒙概念;移动支付;阿里巴巴概念;虚拟数字人;在线教育;智慧城市;DeepSeek概念;车联网(车路协同);人工智能;物联网;托育服务;华为概念;智能医疗;手机游戏;工业互联网;机器人概念;AI应用;三胎概念;深股通;融资融券,33
600262.SH,600262,8,人民币贬值受益;无人驾驶;央企国企改革;氢能源;西部大开发;华为概念;国企改革;车联网(车路协同),17
001395.SZ,001395,4,专精特新;高端装备;碳纤维;融资融券,33
920976.BJ,920976,9,跨境电商;融资融券;网络安全;物联网;智能家居;智能医疗;数据安全;安防;人脸识别,151
601868.SH,601868,43,碳交易;超超临界发电;虚拟电厂;生物质能发电;绿色电力;光热发电;水泥概念;风电;柔性直流输电;特高压;氢能源;储能;土壤修复;新型城镇化;水利;燃料电池;同花顺中特估100;雅下水电概念;央企国企改革;核电;数据中心;国企改革;算力租赁;参股保险;证金持股;民爆概念;一带一路;东数西算(算力);宁德时代概念;可控核聚变;海工装备;华为概念;机器人概念;高端装备;阿里巴巴概念;光纤概念;低空经济;AI智能体;人工智能;军工;中字头股票;融资融券;沪股通,17
600725.SH,600725,7,超超临界发电;西部大开发;国企改革;化肥;股权转让(并购重组);煤炭概念;煤化工概念,17
688795.SH,688795,6,科创次新股;芯片概念;注册制次新股;人工智能;新股与次新股;融资融券,17
600582.SH,600582,11,煤炭概念;高股息精选;国企改革;央企国企改革;中俄贸易概念;沪股通;融资融券;人工智能;机器人概念;华为概念;F5G概念,17
301491.SZ,301491,11,注册制次新股;人民币贬值受益;智能家居;智能穿戴;智能音箱;物联网;人工智能;消费电子概念;深股通;新股与次新股;融资融券,33
603161.SH,603161,9,长安汽车概念;燃料电池;人民币贬值受益;新能源汽车;华为汽车;比亚迪概念;一带一路;回购增持再贷款概念;氢能源,17
301638.SZ,301638,31,虚拟电厂;电力物联网;智能电网;算力租赁;数据中心;东数西算(算力);国产操作系统;多模态AI;碳中和;网络安全;数字孪生;数据要素;区块链;AI应用;鸿蒙概念;DeepSeek概念;量子科技;物联网;数字经济;人工智能;注册制次新股;卫星导航;央企国企改革;无人机;粤港澳大湾区;传感器;国企改革;芯片概念;深股通;新股与次新股;融资融券,33
002358.SZ,002358,17,柔性直流输电;特高压;智能电网;风电;高压快充;充电桩;核电;光伏概念;垃圾分类;新能源汽车;智慧灯杆;数据中心;机器人概念;一带一路;智能物流;商业航天;国企改革,33
000560.SZ,000560,13,租售同权;物业管理;西部大开发;京津冀一体化;数字经济;鸿蒙概念;数据要素;AIGC概念;人工智能;ChatGPT概念;深股通;华为概念;融资融券,33
002122.SZ,002122,21,长安汽车概念;ST板块;新型工业化;创投;工业母机;人形机器人;高端装备;人工智能;蚂蚁集团概念;DeepSeek概念;风电;数据要素;网络安全;拼多多概念;文化传媒概念;抖音概念(字节概念);数据中心;东数西算(算力);智谱AI;小红书概念;AI语料,33
688511.SH,688511,9,军民融合;军工信息化;军工;专精特新;商业航天;人工智能;锂电池概念;西部大开发;ST板块,22
300068.SZ,300068,25,华为数字能源;两轮车;虚拟电厂;钠离子电池;储能;动力电池回收;锂电池概念;固态电池;华为概念;氢能源;燃料电池;低空经济;阿里巴巴概念;风电;比亚迪概念;核电;数据中心;绿色电力;抖音概念(字节概念);新能源汽车;5G;金属回收;小金属概念;深股通;融资融券,33
001390.SZ,001390,6,注册制次新股;参股银行;专精特新;深股通;新股与次新股;融资融券,33
301358.SZ,301358,12,磷化工;动力电池回收;固态电池;锂电池概念;宁德时代概念;金属铜;储能;比亚迪概念;新能源汽车;2025年报预增;深股通;融资融券,33
000737.SZ,000737,7,黄金概念;金属铜;小金属概念;国企改革;PCB概念;融资融券;深股通,33
000825.SZ,000825,19,特钢概念;可控核聚变;央企国企改革;氢能源;核电;军工;商业航天;国企改革;一带一路;燃料电池;超超临界发电;光伏概念;华为手机;芯片概念;柔性屏(折叠屏);比亚迪概念;华为概念;深股通;融资融券,33
300712.SZ,300712,24,智能电网;虚拟电厂;柔性直流输电;抽水蓄能;电力物联网;特高压;风电;充电桩;绿色电力;储能;光伏概念;核电;数据中心;工业互联网;宁德时代概念;福建自贸区;海峡两岸;一带一路;创投;网络安全;DeepSeek概念;区块链;融资融券;深股通,33
603237.SH,603237,5,预制菜;共同富裕示范区;长三角一体化;IP经济(谷子经济);虚拟数字人,17
601518.SH,601518,2,国企改革;沪股通,17
000156.SZ,000156,34,短剧游戏;文化传媒概念;虚拟数字人;IP经济(谷子经济);AIGC概念;抖音概念(字节概念);多模态AI;腾讯概念;AI智能体;阿里巴巴概念;智慧政务;数字乡村;DeepSeek概念;旅游概念;网络安全;信创;人工智能;数字经济;算力租赁;虚拟现实;AI应用;智慧城市;养老概念;车联网(车路协同);东数西算(算力);智能音箱;物联网;智能家居;乡村振兴;机器人概念;5G;国企改革;深股通;融资融券,33
688729.SH,688729,9,中芯国际概念;存储芯片;科创次新股;芯片概念;注册制次新股;高端装备;国企改革;新股与次新股;融资融券,17
688379.SH,688379,18,共封装光学(CPO);液冷服务器;芯片概念;商业航天;无人机;新能源汽车;核电;人形机器人;2025年报预增;低空经济;高铁;机器人概念;光伏概念;锂电池概念;风电;共同富裕示范区;绿色电力;融资融券,17
002542.SZ,002542,13,新型城镇化;旅游概念;地下管网;文化传媒概念;PPP概念;特色小镇;低空经济;国企改革;一带一路;云计算;数据中心;芯片概念;深股通,33
688212.SH,688212,4,医疗器械概念;回购增持再贷款概念;沪股通;融资融券,17
300779.SZ,300779,4,固废处理;稀土永磁;融资融券;深股通,33
000966.SZ,000966,15,生物质能发电;超超临界发电;绿色电力;抽水蓄能;碳交易;虚拟电厂;风电;光热发电;碳中和;储能;国企改革;央企国企改革;创投;融资融券;深股通,33
301077.SZ,301077,10,人工智能;东数西算(算力);AI应用;专精特新;英伟达概念;AI智能体;量子科技;跨境电商;储能;融资融券,33
688439.SH,688439,18,商业航天;卫星导航;无人机;军工;飞行汽车(eVTOL);低空经济;人形机器人;芯片概念;MCU芯片;专精特新;第三代半导体;先进封装;存储芯片;央企国企改革;西部大开发;国企改革;沪股通;融资融券,17
002698.SZ,002698,16,人形机器人;新型工业化;机器人概念;智能物流;工业互联网;智能医疗;专精特新;医疗器械概念;高端装备;创投;中俄贸易概念;3D打印;黑龙江自贸区;污水处理;深股通;融资融券,33
601112.SH,601112,8,注册制次新股;风电;碳纤维;光伏概念;比亚迪概念;新能源汽车;新股与次新股;融资融券,17
002527.SZ,002527,24,减速器;人形机器人;新型工业化;长安汽车概念;工业母机;机器人概念;机器视觉;比亚迪概念;新能源汽车;工业互联网;空气能热泵;智能物流;燃料电池;大飞机;数字孪生;芯片概念;阿里巴巴概念;区块链;液冷服务器;数据中心;海工装备;深股通;股权转让(并购重组);融资融券,33
605598.SH,605598,8,商业航天;卫星导航;钙钛矿电池;无人机;一带一路;土壤修复;人民币贬值受益;沪股通,17
603918.SH,603918,23,Web3.0;AIGC概念;云办公;数据确权;蚂蚁集团概念;智慧政务;抖音概念(字节概念);在线教育;AI应用;阿里巴巴概念;信创;区块链;智能医疗;DeepSeek概念;互联网金融;人工智能;华为概念;化债概念(AMC概念);机器视觉;上海自贸区;机器人概念;融资融券;沪股通,17
002985.SZ,002985,15,成飞概念;大飞机;军民融合;商业航天;无人机;军工;卫星导航;低空经济;高铁;高端装备;京津冀一体化;芯片概念;2025年报预增;融资融券;深股通,33
300088.SZ,300088,29,MicroLED概念;电子纸;柔性屏(折叠屏);车联网(车路协同);华为概念;智能穿戴;虚拟现实;AI手机;OLED;智能座舱;小米概念;东数西算(算力);消费电子概念;元宇宙;汽车电子;比亚迪概念;特斯拉概念;苹果概念;华为汽车;新能源汽车;算力租赁;储能;石墨烯;锂电池概念;固态电池;一带一路;国企改革;深股通;融资融券,33
002239.SZ,002239,17,长安汽车概念;汽车热管理;华为汽车;小米汽车;新能源汽车;比亚迪概念;国企改革;充电桩;特斯拉概念;储能;锂电池概念;宁德时代概念;无人驾驶;百度概念;深股通;股权转让(并购重组);融资融券,33
301236.SZ,301236,61,华为欧拉;华为昇腾;华为盘古;华为鲲鹏;财税数字化;云计算;多模态AI;ERP概念;国产操作系统;AI智能体;ChatGPT概念;信创;数据安全;数字货币;百度概念;数据要素;鸿蒙概念;区块链;腾讯概念;阿里巴巴概念;AIGC概念;算力租赁;虚拟数字人;数字乡村;抖音概念(字节概念);元宇宙;DeepSeek概念;跨境支付(CIPS);互联网金融;在线教育;东数西算(算力);中国AI 50;数字经济;人工智能;车联网(车路协同);数字孪生;职业教育;智能医疗;华为概念;低空经济;工业互联网;英伟达概念;AI PC;京津冀一体化;机器人概念;无人驾驶;小米概念;智能座舱;人形机器人;5G;养老概念;跨境电商;虚拟电厂;换电概念;长安汽车概念;芯片概念;液冷服务器;AI应用;一带一路;深股通;融资融券,33
601399.SH,601399,21,可控核聚变;核电;海工装备;高端装备;水利;央企国企改革;风电;抽水蓄能;工业母机;创投;新型工业化;储能;一带一路;氢能源;超超临界发电;西部大开发;固废处理;国企改革;乡村振兴;沪股通;融资融券,17
603052.SH,603052,11,共封装光学(CPO);芯片概念;消费电子概念;OLED;传感器;专精特新;新能源汽车;宁德时代概念;锂电池概念;固态电池;沪股通,17
603137.SH,603137,5,装配式建筑;新型城镇化;建筑节能;光伏建筑一体化;融资融券,17
002121.SZ,002121,12,虚拟电厂;电力物联网;智能电网;充电桩;储能;绿色电力;锂电池概念;新能源汽车;一带一路;机器人概念;深股通;融资融券,33
601116.SH,601116,6,阿里巴巴概念;共同富裕示范区;预制菜;冷链物流;沪股通;融资融券,17
300558.SZ,300558,8,细胞免疫治疗;重组蛋白;创新药;眼科医疗;基因测序;智能医疗;深股通;融资融券,33
605259.SH,605259,5,人民币贬值受益;储能;水利;新能源汽车;鸿蒙概念,17
300518.SZ,300518,7,锂电池概念;西部大开发;网红经济;氢能源;网络游戏;手机游戏;融资融券,33
