code,所属概念数量,股票代码,所属概念,market_code
600488,6,600488.SH,仿制药一致性评价;创新药;辅助生殖;京津冀一体化;数字经济;沪股通,17
600184,15,600184.SH,光纤概念;共封装光学(CPO);AI眼镜;国产航母;专精特新;军工;无人机;机器视觉;军民融合;机器人概念;人形机器人;央企国企改革;国企改革;沪股通;融资融券,17
688317,10,688317.SH,禽流感;猴痘概念;幽门螺杆菌概念;流感;肝炎概念;创新药;医疗器械概念;食品安全;专精特新;融资融券,17
000837,17,000837.SZ,减速器;工业母机;人形机器人;新型工业化;机器人概念;高端装备;新能源汽车;传感器;比亚迪概念;工业互联网;航空发动机;军工;风电;西部大开发;国企改革;深股通;融资融券,33
002785,10,002785.SZ,盐湖提锂;小金属概念;锂电池概念;海峡两岸;福建自贸区;中俄贸易概念;一带一路;核电;俄乌冲突概念;深股通,33
603393,8,603393.SH,俄乌冲突概念;天然气;页岩气;煤炭概念;新疆振兴;西部大开发;融资融券;沪股通,17
300375,13,300375.SZ,长安汽车概念;小米汽车;华为汽车;汽车热管理;比亚迪概念;机器人概念;新能源汽车;百度概念;小米概念;传感器;储能;京津冀一体化;宁德时代概念,33
000537,10,000537.SZ,绿色电力;风电;光热发电;储能;新疆振兴;央企国企改革;国企改革;京津冀一体化;深股通;融资融券,33
603587,3,603587.SH,参股券商;IP经济(谷子经济);沪股通,17
920402,7,920402.BJ,融资融券;碳中和;国企改革;氢能源;光伏概念;硅能源;芯片概念,151
688418,33,688418.SH,卫星导航;6G概念;商业航天;WiFi 6;无人机;军工;F5G概念;5G;低空经济;量子科技;飞行汽车(eVTOL);网络安全;数据中心(AIDC);物联网;华为概念;智慧灯杆;车联网(车路协同);光纤概念;无人驾驶;机器人概念;智慧政务;智慧城市;华为数字能源;人工智能;AI智能体;储能;工业互联网;DeepSeek概念;一带一路;养老概念;东数西算(算力);沪股通;融资融券,17
300079,38,300079.SZ,移动支付;AIGC概念;元宇宙;知识产权保护;AI应用;区块链;AI智能体;数据确权;数据安全;云计算;数字货币;AI语料;网络安全;车联网(车路协同);AI视频;互联网金融;DeepSeek概念;人工智能;安防;跨境支付(CIPS);ETC;数字水印;NFT概念;文化传媒概念;短剧游戏;华为概念;星闪概念;IP经济(谷子经济);无人机;商业航天;5G;AI手机;WiFi 6;华为海思概念股;芯片概念;光纤概念;融资融券;深股通,33
000027,27,000027.SZ,超超临界发电;绿色电力;碳交易;虚拟电厂;风电;光伏建筑一体化;碳中和;天然气;储能;特高压;充电桩;新疆振兴;固废处理;氢能源;国企改革;参股券商;数据中心(AIDC);PPP概念;算力租赁;深圳国企改革;垃圾分类;DeepSeek概念;创投;粤港澳大湾区;华为概念;深股通;融资融券,33
300463,11,300463.SZ,猴痘概念;流感;肝炎概念;幽门螺杆菌概念;基因测序;智能医疗;西部大开发;机器人概念;人形机器人;深股通;融资融券,33
688631,17,688631.SH,军工信息化;数据要素;军民融合;数字孪生;DeepSeek概念;智慧城市;低空经济;车联网(车路协同);同花顺新质50;军工;华为概念;商业航天;央企国企改革;PM2.5;国企改革;沪股通;融资融券,17
300664,8,300664.SZ,水利;垃圾分类;固废处理;装配式建筑;污水处理;PPP概念;净水概念;生物疫苗,33
002324,20,002324.SZ,军工;碳纤维;PEEK材料;商业航天;低空经济;卫星导航;脑机接口;6G概念;专精特新;机器人概念;新能源汽车;储能;长三角一体化;毫米波雷达;钠离子电池;锂电池概念;固态电池;消费电子概念;深股通;融资融券,33
000788,10,000788.SZ,仿制药一致性评价;创新药;医药电商;流感;民营医院;冷链物流;医疗器械概念;西部大开发;京津冀一体化;股权转让(并购重组),33
601868,44,601868.SH,虚拟电厂;风电;超超临界发电;碳交易;生物质能发电;绿色电力;柔性直流输电;光热发电;算力租赁;特高压;水泥概念;雅下水电概念;阿里巴巴概念;水利;储能;东数西算(算力);海工装备;土壤修复;核电;氢能源;AI智能体;数据中心(AIDC);民爆概念;央企国企改革;新型城镇化;一带一路;燃料电池;低空经济;高端装备;人工智能;军工;华为概念;机器人概念;国企改革;可控核聚变;参股保险;海峡两岸;同花顺中特估100;光纤概念;宁德时代概念;证金持股;中字头股票;融资融券;沪股通,17
600968,16,600968.SH,页岩气;天然气;航运概念;高股息精选;国企改革;碳交易;碳中和;氢能源;绿色电力;风电;锂电池概念;储能;机器人概念;卫星导航;沪股通;融资融券,17
688065,6,688065.SH,可降解塑料;合成生物;专精特新;同花顺新质50;沪股通;融资融券,17
603737,5,603737.SH,海峡两岸;DeepSeek概念;商业航天;沪股通;融资融券,17
301029,23,301029.SZ,工业母机;减速器;新型工业化;人形机器人;机器视觉;3D打印;传感器;PEEK材料;高端装备;比亚迪概念;PCB概念;机器人概念;共封装光学(CPO);芯片概念;商业航天;华为概念;光伏概念;锂电池概念;粤港澳大湾区;跨境电商;智能电网;深股通;融资融券,33
300187,18,300187.SZ,生物质能发电;新型城镇化;PPP概念;固废处理;光伏建筑一体化;雄安新区;碳中和;土壤修复;污水处理;风电;PM2.5;智能电网;AI智能体;充电桩;储能;金属回收;比亚迪概念;小金属概念,33
300579,30,300579.SZ,数据确权;财税数字化;数字货币;智慧政务;华为鲲鹏;电子身份证;数据安全;区块链;云计算;互联网金融;DRG/DIP;信创;鸿蒙概念;网络安全;知识产权保护;在线教育;阿里巴巴概念;数字经济;车联网(车路协同);京津冀一体化;东数西算(算力);雄安新区;华为概念;星闪概念;量子科技;国企改革;芯片概念;股权转让(并购重组);融资融券;深股通,33
000006,8,000006.SZ,深圳国企改革;新型城镇化;粤港澳大湾区;物业管理;国企改革;证金持股;深股通;融资融券,33
002001,8,002001.SZ,青蒿素;氟化工概念;维生素;合成生物;人民币贬值受益;深股通;融资融券;商业航天,33
002392,12,002392.SZ,中俄贸易概念;小金属概念;人工智能;AI智能体;特钢概念;碳中和;锂电池概念;固态电池;芯片概念;参股券商;2026中报预增;深股通,33
002988,11,002988.SZ,汽车热管理;建筑节能;华为汽车;智能物流;新能源汽车;比亚迪概念;储能;商业航天;光伏概念;机器人概念;深股通,33
600195,13,600195.SH,动物疫苗;维生素;禽流感;赛马概念;流感;宠物经济;乡村振兴;参股保险;国企改革;央企国企改革;沪股通;中字头股票;融资融券,17
300641,3,300641.SZ,锂电池概念;深股通;融资融券,33
600452,6,600452.SH,央企国企改革;国企改革;水泥概念;西部大开发;沪股通;融资融券,17
300494,27,300494.SZ,电子竞技;AI视频;AIGC概念;虚拟数字人;元宇宙;云游戏;手机游戏;AI应用;短剧游戏;网络游戏;多模态AI;AI智能体;文化传媒概念;DeepSeek概念;IP经济(谷子经济);独角兽概念;快手概念;人工智能;抖音概念(字节概念);云计算;腾讯概念;虚拟现实;创投;华为概念;东数西算(算力);智能座舱;深股通,33
600283,20,600283.SH,地下管网;PPP概念;新疆振兴;生物质能发电;新型城镇化;绿色电力;水利;固废处理;污水处理;净水概念;数据确权;创投;DeepSeek概念;数字经济;数字孪生;数据要素;AI智能体;人工智能;智慧城市;沪股通,17
601515,15,601515.SH,烟草;新型烟草(电子烟);医疗器械概念;PVDF概念;锂电池概念;钠离子电池;创投;固态电池;比亚迪概念;国企改革;宁德时代概念;PET铜箔;沪股通;融资融券;股权转让(并购重组),17
300335,19,300335.SZ,生物质能发电;绿色电力;固废处理;雄安新区;天然气;空气能热泵;净水概念;生态农业;PM2.5;氢能源;创投;粤港澳大湾区;人工智能;光伏概念;物联网;智能家居;工业互联网;家用电器;锂电池概念,33
600894,13,600894.SH,高股息精选;证金持股;国企改革;人工智能;智慧城市;物联网;新型工业化;机器人概念;粤港澳大湾区;新能源汽车;融资融券;汽车电子;沪股通,17
300429,8,300429.SZ,光刻胶;先进封装;芯片概念;PCB概念;专精特新;创投;深股通;融资融券,33
002632,16,002632.SZ,智能穿戴;液冷服务器;虚拟现实;AI眼镜;华为概念;无人机;安防;新能源汽车;光伏概念;元宇宙;石墨烯;锂电池概念;固态电池;中俄贸易概念;共同富裕示范区;深股通,33
300689,9,300689.SZ,芯片概念;专精特新;液冷服务器;第三代半导体;粤港澳大湾区;消费电子概念;车联网(车路协同);人民币贬值受益;深股通,33
601330,7,601330.SH,生物质能发电;绿色电力;固废处理;国企改革;垃圾分类;阿里巴巴概念;沪股通,17
300607,28,300607.SZ,人形机器人;工业母机;新型工业化;机器视觉;华为欧拉;机器人概念;智谱AI;飞行汽车(eVTOL);新能源汽车;高端装备;比亚迪概念;华为鲲鹏;低空经济;工业互联网;无人机;人工智能;阿里巴巴概念;华为概念;物联网;富士康概念;粤港澳大湾区;光伏概念;宁德时代概念;一带一路;锂电池概念;2026中报预增;融资融券;深股通,33
002526,14,002526.SZ,智能物流;人工智能;手机游戏;网络游戏;新型工业化;低空经济;高端装备;机器人概念;减速器;无人机;可降解塑料;煤炭概念;深股通;融资融券,33
600060,25,600060.SH,高股息精选;家用电器;沪股通;融资融券;智能家居;MicroLED概念;机器人概念;MiniLED;人工智能;虚拟数字人;MR(混合现实);数字经济;DeepSeek概念;元宇宙;商业航天;芯片概念;虚拟现实;AI智能体;数据要素;MCU芯片;汽车电子;智能穿戴;多模态AI;消费电子概念;AI眼镜,17
600668,11,600668.SH,医药电商;水泥概念;眼科医疗;仿制药一致性评价;创新药;养老概念;猴痘概念;国企改革;绿色电力;核电;融资融券,17
002145,10,002145.SZ,钛白粉概念;钒电池;磷化工;锂电池概念;动力电池回收;宁德时代概念;西部大开发;深股通;2026中报预增;融资融券,33
301559,10,301559.SZ,一带一路;医疗器械概念;智能物流;人民币贬值受益;物联网;核电;天然气;深股通;融资融券,33
688069,10,688069.SH,数字孪生;专精特新;人工智能;水利;光伏概念;储能;碳中和;氢能源;碳交易;融资融券,17
603281,6,603281.SH,硅能源;有机硅概念;光伏概念;人民币贬值受益;高股息精选;沪股通,17
600469,5,600469.SH,国企改革;央企国企改革;新能源汽车;沪股通;融资融券,17
301085,23,301085.SZ,算力租赁;华为昇腾;东数西算(算力);华为鲲鹏;数据中心(AIDC);快手概念;智慧政务;抖音概念(字节概念);百度概念;腾讯概念;阿里巴巴概念;小红书概念;AI智能体;华为概念;AI应用;DeepSeek概念;数字经济;富士康概念;共封装光学(CPO);京津冀一体化;一带一路;深股通;融资融券,33
300790,18,300790.SZ,AI眼镜;消费电子概念;汽车电子;小米概念;机器视觉;新能源汽车;无人机;无人驾驶;人形机器人;虚拟现实;华为概念;机器人概念;安防;智能家居;车联网(车路协同);职业教育;融资融券;深股通,33
600081,17,600081.SH,减速器;一体化压铸;华为汽车;长安汽车概念;汽车热管理;机器人概念;无人驾驶;EDR概念;比亚迪概念;新能源汽车;氢能源;智能座舱;传感器;汽车电子;2026中报预增;沪股通;融资融券,17
300691,24,300691.SZ,MicroLED概念;虚拟现实;消费电子概念;智能穿戴;机器视觉;汽车电子;毫米波雷达;智能座舱;比亚迪概念;AI眼镜;新能源汽车;机器人概念;无人驾驶;安防;华为概念;物联网;元宇宙;无人机;车联网(车路协同);智慧城市;人工智能;智能物流;深股通;融资融券,33
002431,20,002431.SZ,土地流转;新疆振兴;地下管网;ST板块;PPP概念;横琴新区;特色小镇;新型城镇化;土壤修复;雄安新区;碳交易;水利;乡村振兴;旅游概念;职业教育;国企改革;体育产业;元宇宙;粤港澳大湾区;虚拟现实,33
600163,11,600163.SH,抽水蓄能;生物质能发电;绿色电力;风电;化债概念(AMC概念);国企改革;充电桩;福建自贸区;海峡两岸;沪股通;融资融券,17
000553,6,000553.SZ,草甘膦;国企改革;央企国企改革;人民币贬值受益;深股通;融资融券,33
600372,19,600372.SH,国产航母;军民融合;央企国企改革;大飞机;军工信息化;国企改革;军工;低空经济;无人机;飞行汽车(eVTOL);卫星导航;商业航天;新能源汽车;传感器;芯片概念;光纤概念;沪股通;融资融券;中字头股票,17
688400,35,688400.SH,共封装光学(CPO);苹果概念;富士康概念;机器视觉;光纤概念;华为手机;新型工业化;芯片概念;消费电子概念;人形机器人;MR(混合现实);MicroLED概念;空间计算;小米概念;专精特新;虚拟现实;机器人概念;无人机;数据中心(AIDC);华为概念;宁德时代概念;Web3.0;智谱AI;元宇宙;AI视频;光伏概念;人工智能;锂电池概念;AIGC概念;数字经济;虚拟数字人;2026中报预增;玻璃基板;沪股通;融资融券,17
920083,5,920083.BJ,粤港澳大湾区;共封装光学(CPO);专精特新;新股与次新股;融资融券,151
300024,28,300024.SZ,人形机器人;新型工业化;机器人概念;机器视觉;职业教育;智能物流;人工智能;工业互联网;特斯拉概念;无人驾驶;养老概念;高端装备;传感器;比亚迪概念;专精特新;军工;3D打印;医疗器械概念;换电概念;参股保险;国企改革;宁德时代概念;芯片概念;深股通;融资融券;国家大基金持股;储能;新能源汽车,33
600556,27,600556.SH,NFT概念;虚拟数字人;文化传媒概念;Web3.0;快手概念;小红书概念;知识产权保护;在线教育;IP经济(谷子经济);AIGC概念;网红经济;职业教育;AI应用;元宇宙;区块链;多模态AI;数据要素;抖音概念(字节概念);AI智能体;腾讯概念;阿里巴巴概念;人工智能;西部大开发;华为概念;MR(混合现实);融资融券;沪股通,17
301513,11,301513.SZ,注册制次新股;钠离子电池;宁德时代概念;锂电池概念;固态电池;比亚迪概念;高端装备;钙钛矿电池;深股通;新股与次新股;融资融券,33
300110,8,300110.SZ,仿制药一致性评价;医药电商;肝炎概念;猴痘概念;医美概念;医疗器械概念;国企改革;融资融券,33
600567,17,600567.SH,参股银行;污水处理;固废处理;生物质能发电;一带一路;碳交易;数字经济;智能物流;创投;碳中和;工业互联网;储能;无人驾驶;比亚迪概念;小米概念;沪股通;融资融券,17
002640,9,002640.SZ,拼多多概念;互联网金融;数字经济;网红经济;跨境电商;三胎概念;人民币贬值受益;无线耳机;深股通,33
300727,7,300727.SZ,有机硅概念;液冷服务器;染料;硅能源;东数西算(算力);医美概念;深股通,33
600079,12,600079.SH,芬太尼;生物疫苗;创新药;肝炎概念;民营医院;流感;ST板块;辅助生殖;国企改革;医疗器械概念;央企国企改革;人工智能,22
001237,10,001237.SZ,注册制次新股;家用电器;跨境电商;人民币贬值受益;医疗器械概念;一带一路;高端装备;深股通;新股与次新股;融资融券,33
920556,17,920556.BJ,数据中心(AIDC);电力物联网;数字孪生;商业航天;腾讯概念;物联网;百度概念;融资融券;阿里巴巴概念;传感器;华为概念;5G;储能;充电桩;华为数字能源;智能电网;云计算,151
603153,27,603153.SH,上海国企改革;房屋检测;自由贸易港;地下管网;装配式建筑;体育产业;PPP概念;新型城镇化;化债概念(AMC概念);文化传媒概念;雄安新区;国企改革;建筑节能;水利;一带一路;数字经济;DeepSeek概念;人工智能;碳中和;数字孪生;智慧城市;阿里巴巴概念;核电;虚拟电厂;无人机;数据中心(AIDC);沪股通,17
605333,6,605333.SH,华为汽车;人形机器人;特斯拉概念;新能源汽车;无人机;沪股通,17
920392,3,920392.BJ,融资融券;一带一路;股权转让(并购重组),151
600562,20,600562.SH,大飞机;军民融合;军工信息化;航空发动机;军工;低空经济;央企国企改革;卫星导航;商业航天;无人机;国企改革;无人驾驶;PPP概念;可控核聚变;毫米波雷达;信创;华为概念;5G;沪股通;融资融券,17
301132,16,301132.SZ,PCB概念;共封装光学(CPO);5G;汽车电子;汽车芯片;消费电子概念;无人驾驶;新能源汽车;车联网(车路协同);智能电网;充电桩;机器人概念;宁德时代概念;存储芯片;深股通;融资融券,33
000755,7,000755.SZ,绿色电力;国企改革;乡村振兴;一带一路;储能;深股通;融资融券,33
920985,8,920985.BJ,石墨电极;融资融券;光伏概念;TOPCON电池;氢能源;HJT电池;储能;换电概念,151
603189,35,603189.SH,云办公;ST板块;在线教育;华为鲲鹏;智慧政务;华为欧拉;国产操作系统;人脸识别;MR(混合现实);云计算;数字乡村;虚拟数字人;信创;智慧城市;鸿蒙概念;安防;空间计算;元宇宙;AIGC概念;AI智能体;阿里巴巴概念;腾讯概念;虚拟现实;物联网;数字孪生;多模态AI;AI视频;人工智能;华为概念;上海自贸区;创投;乡村振兴;5G;低空经济;无人机,22
300740,10,300740.SZ,拼多多概念;跨境电商;DeepSeek概念;网红经济;三胎概念;医美概念;毛发医疗;合成生物;深股通;融资融券,33
300026,10,300026.SZ,仿制药一致性评价;流感;创新药;养老概念;医疗器械概念;国企改革;京津冀一体化;血氧仪;深股通;融资融券,33
300452,3,300452.SZ,合成生物;医美概念;专精特新,33
300467,8,300467.SZ,手机游戏;网络游戏;文化传媒概念;腾讯概念;鸿蒙概念;华为概念;西部大开发;深股通,33
300365,42,300365.SZ,电力物联网;虚拟电厂;智慧政务;信创;智能电网;数据要素;鸿蒙概念;智慧城市;时空大数据;MLOps概念;AI智能体;换电概念;华为数字能源;物联网;AIGC概念;在线教育;光伏建筑一体化;AI应用;数字经济;空间计算;人工智能;DeepSeek概念;东数西算(算力);职业教育;碳中和;水利;工业互联网;京津冀一体化;储能;数据中心(AIDC);风电;华为概念;碳交易;低空经济;柔性直流输电;无人机;特高压;养老概念;机器视觉;一带一路;氢能源;燃料电池,33
605368,4,605368.SH,天然气;高股息精选;DeepSeek概念;沪股通,17
600892,9,600892.SH,网络游戏;手机游戏;创投;粤港澳大湾区;文化传媒概念;短剧游戏;抖音概念(字节概念);国企改革;摘帽,17
920087,8,920087.BJ,乡村振兴;粮食概念;大豆;玉米;农业种植;融资融券;国企改革;转基因,151
688439,18,688439.SH,MCU芯片;芯片概念;第三代半导体;先进封装;商业航天;卫星导航;存储芯片;无人机;专精特新;军工;低空经济;飞行汽车(eVTOL);人形机器人;西部大开发;央企国企改革;国企改革;沪股通;融资融券,17
600169,11,600169.SH,国企改革;ST板块;中俄贸易概念;一带一路;高铁;减速器;海工装备;高端装备;核电;储能;商业航天,22
600518,8,600518.SH,医药电商;维生素;民营医院;医疗器械概念;智能医疗;粤港澳大湾区;融资融券;沪股通,17
002030,17,002030.SZ,猴痘概念;禽流感;基因测序;幽门螺杆菌概念;辅助生殖;肝炎概念;流感;智能医疗;食品安全;创投;人工智能;互联网金融;国企改革;医疗器械概念;证金持股;融资融券;深股通,33
300239,7,300239.SZ,维生素;医美概念;人造肉;跨境电商;西部大开发;化肥;专精特新,33
300699,18,300699.SZ,大飞机;碳纤维;军民融合;卫星导航;商业航天;军工;低空经济;无人机;PEEK材料;高铁;风电;新能源汽车;光伏概念;氢能源;消费电子概念;体育产业;深股通;融资融券,33
000153,7,000153.SZ,维生素;流感;仿制药一致性评价;眼科医疗;代糖概念;参股银行;创投,33
301116,7,301116.SZ,预制菜;养鸡;宠物经济;乡村振兴;体育产业;深股通;融资融券,33
002599,27,002599.SZ,在线教育;AI应用;手机游戏;虚拟数字人;职业教育;体育产业;语音技术;元宇宙;跨境电商;鸿蒙概念;文化传媒概念;京津冀一体化;人脸识别;人工智能;DeepSeek概念;云办公;数字孪生;三胎概念;智谱AI;腾讯概念;机器人概念;人形机器人;物联网;虚拟现实;机器视觉;海峡两岸;无人机,33
002581,6,002581.SZ,ST板块;生物疫苗;肝炎概念;创新药;重组蛋白;CRO概念,33
688205,11,688205.SH,共封装光学(CPO);光纤概念;F5G概念;芯片概念;5G;数据中心(AIDC);东数西算(算力);专精特新;2026中报预增;沪股通;融资融券,17
600643,6,600643.SH,信托概念;互联网金融;参股券商;物业管理;沪股通;融资融券,17
603665,5,603665.SH,一带一路;医疗器械概念;人民币贬值受益;锂电池概念;沪股通,17
002890,3,002890.SZ,农机;乡村振兴;专精特新,33
000697,10,000697.SZ,航空发动机;大飞机;军工;西部大开发;无人机;人民币贬值受益;国企改革;小金属概念;深股通;摘帽,33
301175,15,301175.SZ,固废处理;乡村振兴;碳中和;一带一路;国企改革;人工智能;生物质能发电;绿色电力;海峡两岸;华为概念;专精特新;商业航天;深股通;中字头股票;融资融券,33
300122,13,300122.SZ,生物疫苗;猴痘概念;重组蛋白;肝炎概念;创新药;流感;合成生物;减肥药;同花顺漂亮100;西部大开发;创投;深股通;融资融券,33
605336,4,605336.SH,智能家居;DeepSeek概念;家用电器;ST板块,22
688606,11,688606.SH,禽流感;宠物经济;幽门螺杆菌概念;肝炎概念;医疗器械概念;辅助生殖;猴痘概念;基因测序;人民币贬值受益;融资融券;沪股通,17
603053,7,603053.SH,天然气;国企改革;西部大开发;碳中和;氢能源;充电桩;沪股通,17
001296,6,001296.SZ,西部大开发;长安汽车概念;军工;固废处理;页岩气;3D打印,33
605077,5,605077.SH,合成生物;玉米;高股息精选;代糖概念;沪股通,17
300200,13,300200.SZ,光刻胶;有机硅概念;芯片概念;OLED;专精特新;光伏概念;比亚迪概念;新能源汽车;高铁;军工;核电;低空经济;深股通,33
300257,7,300257.SZ,碳中和;一带一路;绿色电力;氢能源;冷链物流;深股通;融资融券,33
002646,7,002646.SZ,白酒概念;粮食概念;乡村振兴;西部大开发;虚拟数字人;融资融券;深股通,33
600269,7,600269.SH,高股息精选;参股券商;参股保险;国企改革;核电;沪股通;融资融券,17
600239,7,600239.SH,特色小镇;物业管理;ST板块;工业大麻;养老概念;国企改革;西部大开发,22
688238,9,688238.SH,细胞免疫治疗;智能医疗;CRO概念;基因测序;重组蛋白;人工智能;上海自贸区;专精特新;融资融券,17
601065,8,601065.SH,国企改革;工业互联网;海峡两岸;储能;锂电池概念;盐湖提锂;沪股通;融资融券,17
600265,4,600265.SH,ST板块;农业种植;西部大开发;算力租赁,22
301027,24,301027.SZ,智慧城市;空间计算;数据要素;AIGC概念;建筑节能;车联网(车路协同);数据中心(AIDC);数字乡村;人工智能;DeepSeek概念;数字经济;房屋检测;新型城镇化;光伏建筑一体化;水利;装配式建筑;地下管网;储能;污水处理;一带一路;乡村振兴;绿色电力;西部大开发;融资融券,33
002807,3,002807.SZ,高股息精选;深股通;融资融券,33
600266,11,600266.SH,参股券商;新型城镇化;国企改革;旅游概念;京津冀一体化;创投;时空大数据;卫星导航;商业航天;沪股通;融资融券,17
001317,11,001317.SZ,拼多多概念;长安汽车概念;跨境电商;智能物流;无人驾驶;传感器;统一大市场;低空经济;一带一路;新疆振兴;西部大开发,33
605577,7,605577.SH,IP经济(谷子经济);文化传媒概念;在线教育;黑龙江自贸区;国企改革;一带一路;沪股通,17
605162,5,605162.SH,虚拟电厂;绿色电力;碳交易;碳中和;储能,17
000862,8,000862.SZ,绿色电力;风电;智能电网;碳中和;央企国企改革;国企改革;西部大开发;深股通,33
600639,7,600639.SH,物业管理;参股券商;国企改革;创投;上海自贸区;融资融券;沪股通,17
002048,17,002048.SZ,减速器;人形机器人;华为汽车;PEEK材料;长安汽车概念;智能座舱;小米汽车;特斯拉概念;机器人概念;新能源汽车;汽车电子;比亚迪概念;小米概念;宁德时代概念;一带一路;深股通;融资融券,33
601375,4,601375.SH,期货概念;国企改革;沪股通;融资融券,17
600017,16,600017.SH,证金持股;航运概念;免税店;中韩自贸区;冷链物流;国企改革;乡村振兴;绿色电力;一带一路;DeepSeek概念;AI应用;虚拟电厂;华为概念;融资融券;沪股通,17
600022,9,600022.SH,特钢概念;国企改革;人工智能;工业互联网;机器人概念;融资融券;核电;风电;沪股通,17
001979,10,001979.SZ,租售同权;物业管理;免税店;国企改革;央企国企改革;养老概念;粤港澳大湾区;低空经济;深股通;融资融券,33
300533,9,300533.SZ,手机游戏;网络游戏;IP经济(谷子经济);创投;阿里巴巴概念;人民币贬值受益;粤港澳大湾区;新能源汽车;深股通,33
002951,7,002951.SZ,超级电容;风电;蚂蚁集团概念;储能;数字经济;西部大开发;深股通,33
300006,14,300006.SZ,创新药;细胞免疫治疗;眼科医疗;仿制药一致性评价;幽门螺杆菌概念;医药电商;辅助生殖;肝炎概念;医疗器械概念;西部大开发;知识产权保护;国企改革;深股通;融资融券,33
000989,9,000989.SZ,创新药;医药电商;细胞免疫治疗;毛发医疗;高股息精选;国企改革;深股通;2026中报预增;股权转让(并购重组),33
605398,18,605398.SH,MLOps概念;华为鲲鹏;AIGC概念;信创;短剧游戏;数据要素;百度概念;蚂蚁集团概念;腾讯概念;数字经济;阿里巴巴概念;互联网金融;人工智能;华为概念;长三角一体化;数据中心(AIDC);机器人概念;沪股通,17
300133,31,300133.SZ,算力租赁;智谱AI;抖音概念(字节概念);AI视频;AI语料;东数西算(算力);多模态AI;百度概念;短剧游戏;阿里巴巴概念;腾讯概念;AIGC概念;虚拟数字人;知识产权保护;元宇宙;数据要素;NFT概念;AI智能体;AI应用;手机游戏;文化传媒概念;DeepSeek概念;华为概念;人工智能;IP经济(谷子经济);网红经济;AI眼镜;旅游概念;冰雪产业;融资融券;深股通,33
920895,3,920895.BJ,专精特新;融资融券;农机,151
601108,8,601108.SH,期货概念;蚂蚁集团概念;区块链;国企改革;共同富裕示范区;沪股通;2026中报预增;融资融券,17
688570,15,688570.SH,鸿蒙概念;新型工业化;DeepSeek概念;人工智能;机器人概念;高端装备;国企改革;央企国企改革;一带一路;传感器;华为概念;煤炭概念;绿色电力;数据中心(AIDC);融资融券,17
300140,16,300140.SZ,生物质能发电;绿色电力;垃圾分类;雄安新区;智能电网;固废处理;土壤修复;污水处理;乡村振兴;国企改革;央企国企改革;特高压;空气能热泵;西部大开发;高端装备;深股通,33
601872,14,601872.SH,航运概念;上海自贸区;俄乌冲突概念;海峡两岸;一带一路;央企国企改革;国企改革;高股息精选;天然气;融资融券;2026中报预增;冷链物流;人工智能;沪股通,17
002269,6,002269.SZ,三胎概念;IP经济(谷子经济);参股银行;上海自贸区;深股通;融资融券,33
600551,12,600551.SH,参股券商;高股息精选;文化传媒概念;托育服务;在线教育;国企改革;数字经济;AI应用;创投;人工智能;沪股通;融资融券,17
301618,6,301618.SZ,粤港澳大湾区;专精特新;创投;PCB概念;深股通;融资融券,33
000423,12,000423.SZ,超级品牌;高股息精选;预制菜;农业种植;旅游概念;国企改革;乡村振兴;央企国企改革;深股通;融资融券;数字经济;华为概念,33
603733,9,603733.SH,碳交易;绿色电力;烟草;固废处理;参股券商;超级电容;医疗器械概念;融资融券;沪股通,17
300978,10,300978.SZ,长安汽车概念;华为汽车;百度概念;新能源汽车;比亚迪概念;智能座舱;毫米波雷达;汽车电子;深股通;融资融券,33
605086,6,605086.SH,海峡两岸;创投;国企改革;锂电池概念;沪股通;股权转让(并购重组),17
603363,5,603363.SH,猪肉;预制菜;冷链物流;海峡两岸;沪股通,17
603075,10,603075.SH,医疗器械概念;家用电器;人民币贬值受益;智能家居;汽车热管理;机器人概念;新能源汽车;芯片概念;沪股通;融资融券,17
688159,29,688159.SH,算力租赁;东数西算(算力);云计算;电力物联网;数据中心(AIDC);信创;智慧政务;5G;存储芯片;阿里巴巴概念;星闪概念;智能电网;物联网;鸿蒙概念;智慧城市;数据要素;华为概念;车联网(车路协同);AI智能体;无人机;人工智能;专精特新;低空经济;粤港澳大湾区;比亚迪概念;机器人概念;水利;沪股通;融资融券,17
002991,1,002991.SZ,深股通,33
000679,1,000679.SZ,跨境电商,33
300077,37,300077.SZ,汽车芯片;共封装光学(CPO);MCU芯片;芯片概念;EDR概念;无线耳机;汽车电子;消费电子概念;量子科技;光伏概念;网络安全;充电桩;数据安全;华为概念;3D打印;无人机;物联网;储能;车联网(车路协同);新能源汽车;人形机器人;宁德时代概念;机器人概念;智能家居;粤港澳大湾区;人脸识别;锂电池概念;工业互联网;AI智能体;移动支付;数字货币;区块链;知识产权保护;石墨电极;医疗器械概念;深股通;融资融券,33
002375,17,002375.SZ,百度概念;新型城镇化;光伏建筑一体化;装配式建筑;腾讯概念;建筑节能;智慧城市;人工智能;高铁;工业互联网;安防;智能家居;华为概念;虚拟现实;3D打印;深股通;融资融券,33
000410,11,000410.SZ,职业教育;工业互联网;工业母机;新型工业化;高端装备;国企改革;央企国企改革;商业航天;股权转让(并购重组);融资融券;深股通,33
