market_code,股票代码,code,所属概念数量,所属概念
33,301083.SZ,301083,13,安防;人脸识别;专精特新;新型城镇化;智慧城市;机器人概念;车联网(车路协同);工业互联网;人工智能;充电桩;数字经济;DeepSeek概念;融资融券
33,301362.SZ,301362,7,C2M概念;一带一路;生态农业;PCB概念;专精特新;人民币贬值受益;融资融券
17,600769.SH,600769,1,国企改革
17,600807.SH,600807,6,物业管理;基因测序;医疗器械概念;猴痘概念;国企改革;生态农业
33,301548.SZ,301548,11,核电;专精特新;海工装备;芯片概念;抽水蓄能;风电;储能;海峡两岸;PEEK材料;生物质能发电;融资融券
33,000415.SZ,000415,9,雄安新区;新疆振兴;西部大开发;人民币贬值受益;参股保险;低空经济;飞行汽车(eVTOL);深股通;融资融券
33,002965.SZ,002965,30,汽车热管理;人形机器人;华为汽车;新型工业化;小米汽车;飞行汽车(eVTOL);特斯拉概念;一体化压铸;新能源汽车;比亚迪概念;机器人概念;小米概念;智能座舱;机器视觉;无人驾驶;低空经济;5G;液冷服务器;充电桩;宁德时代概念;粤港澳大湾区;华为概念;储能;光伏概念;数据中心;创投;华为数字能源;信创;融资融券;深股通
22,603825.SH,603825,31,文化传媒概念;IP经济(谷子经济);NFT概念;虚拟数字人;在线教育;网红经济;区块链;AIGC概念;数据要素;旅游概念;腾讯概念;AI智能体;数字经济;Web3.0;抖音概念(字节概念);元宇宙;百度概念;DeepSeek概念;Sora概念(文生视频);小红书概念;人工智能;创投;华为概念;AI应用;机器人概念;数据中心;ST板块;国企改革;免税店;人形机器人;农村电商
33,300021.SZ,300021,30,粮食概念;农业种植;生态农业;土地流转;乡村振兴;新疆振兴;地下管网;PPP概念;土壤修复;新型城镇化;污水处理;西部大开发;水利;一带一路;光伏建筑一体化;京津冀一体化;雅下水电概念;数字孪生;数字乡村;智慧城市;数字经济;机器人概念;物联网;DeepSeek概念;人工智能;华为概念;鸿蒙概念;数据安全;AI应用;云计算
17,600115.SH,600115,10,跨境电商;证金持股;大飞机;国企改革;3D打印;同花顺中特估100;央企国企改革;沪股通;融资融券;中字头股票
17,600739.SH,600739,11,参股保险;参股券商;页岩气;生物疫苗;雄安新区;创新药;创投;职业教育;2025年报预增;沪股通;融资融券
17,688623.SH,688623,6,传感器;比亚迪概念;专精特新;机器视觉;锂电池概念;融资融券
17,688571.SH,688571,6,专精特新;国企改革;光刻胶;PCB概念;稀土永磁;融资融券
17,600251.SH,600251,17,化肥;盐湖提锂;生态农业;土地流转;农村电商;绿色电力;农业种植;新疆振兴;国企改革;西部大开发;乡村振兴;2025年报预增;中俄贸易概念;数字乡村;食品安全;融资融券;沪股通
17,603528.SH,603528,33,车联网(车路协同);无人驾驶;物联网;智慧城市;机器视觉;卫星导航;鸿蒙概念;信创;低空经济;数据安全;数据要素;华为鲲鹏;人工智能;机器人概念;职业教育;DeepSeek概念;专精特新;华为昇腾;在线教育;比亚迪概念;东数西算(算力);ChatGPT概念;芯片概念;人形机器人;新能源汽车;充电桩;智能电网;高压快充;光伏概念;参股银行;储能;AI应用;沪股通
33,300562.SZ,300562,16,智能医疗;养老概念;AI应用;无人零售;人工智能;血氧仪;三胎概念;医疗器械概念;区块链;体育产业;华为概念;人民币贬值受益;智能穿戴;传感器;无线耳机;芯片概念
33,000877.SZ,000877,9,水泥概念;新疆振兴;国企改革;央企国企改革;西部大开发;绿色电力;一带一路;深股通;融资融券
17,603155.SH,603155,7,芯片概念;光刻胶;有机硅概念;锂电池概念;国企改革;沪股通;股权转让(并购重组)
33,301328.SZ,301328,17,比亚迪概念;新能源汽车;人形机器人;汽车电子;毫米波雷达;机器人概念;智能座舱;无人驾驶;海峡两岸;铜缆高速连接;低空经济;粤港澳大湾区;储能;数据中心;光伏概念;深股通;融资融券
17,603578.SH,603578,3,共同富裕示范区;专精特新;光伏概念
33,002672.SZ,002672,21,金属回收;医疗废物处理;固废处理;生物质能发电;黄金概念;金属铜;PPP概念;土壤修复;广东自贸区;污水处理;垃圾分类;金属锌;国企改革;碳中和;汽车拆解概念;磷化工;氟化工概念;粤港澳大湾区;DeepSeek概念;深股通;融资融券
151,920873.BJ,920873,15,AI应用;云计算;新型城镇化;水利;智慧城市;人工智能;污水处理;PPP概念;融资融券;一带一路;装配式建筑;西部大开发;数字孪生;房屋检测;净水概念
33,002554.SZ,002554,15,俄乌冲突概念;天然气;股权转让(并购重组);氢能源;地下管网;国企改革;一带一路;碳中和;碳交易;海工装备;污水处理;垃圾分类;人民币贬值受益;云计算;融资融券
17,600883.SH,600883,3,人民币贬值受益;西部大开发;股权转让(并购重组)
33,301126.SZ,301126,11,医药电商;民营医院;医美概念;无人零售;辅助生殖;医疗器械概念;流感;维生素;创新药;物业管理;融资融券
33,301320.SZ,301320,15,语音技术;智能家居;物联网;医疗器械概念;新型工业化;小米概念;汽车电子;机器人概念;人工智能;跨境电商;养老概念;鸿蒙概念;PCB概念;无人机;融资融券
17,600503.SH,600503,5,参股银行;创新药;机器人概念;石墨烯;融资融券
33,000100.SZ,000100,23,MicroLED概念;MiniLED;柔性屏(折叠屏);硅能源;参股银行;OLED;光伏概念;绿色电力;回购增持再贷款概念;AI眼镜;比亚迪概念;工业互联网;2025年报预增;虚拟现实;消费电子概念;华为概念;小米概念;粤港澳大湾区;芯片概念;证金持股;超级品牌;深股通;融资融券
33,002324.SZ,002324,23,脑机接口;商业航天;卫星导航;军工;碳纤维;低空经济;6G概念;毫米波雷达;PEEK材料;光刻胶;消费电子概念;专精特新;机器人概念;新能源汽车;固态电池;锂电池概念;2025三季报预增;储能;长三角一体化;2025年报预增;钠离子电池;深股通;融资融券
33,002860.SZ,002860,16,TOPCON电池;HJT电池;光伏概念;光伏建筑一体化;储能;垃圾分类;新能源汽车;无人机;比亚迪概念;军民融合;家用电器;共同富裕示范区;传感器;ETC;5G;融资融券
33,002400.SZ,002400,29,小红书概念;快手概念;短剧游戏;AIGC概念;AI应用;抖音概念(字节概念);文化传媒概念;云计算;阿里巴巴概念;腾讯概念;百度概念;数据要素;元宇宙;区块链;国资云;DeepSeek概念;职业教育;IP经济(谷子经济);人工智能;体育产业;数据中心;跨境电商;横琴新区;创投;粤港澳大湾区;长安汽车概念;国企改革;深股通;融资融券
17,601106.SH,601106,19,商业航天;中字头股票;国产航母;军民融合;军工;核电;高端装备;工业母机;金属镍;风电;央企国企改革;一带一路;国企改革;特斯拉概念;黑龙江自贸区;小金属概念;同花顺中特估100;沪股通;融资融券
17,688115.SH,688115,12,WiFi 6;虚拟现实;数字孪生;华为概念;机器视觉;军工;芯片概念;新型工业化;工业互联网;苹果概念;股权转让(并购重组);融资融券
33,002157.SZ,002157,6,猪肉;土地流转;乡村振兴;碳中和;深股通;融资融券
33,000078.SZ,000078,10,流感;医药电商;创新药;维生素;仿制药一致性评价;医疗器械概念;冷链物流;粤港澳大湾区;深股通;融资融券
33,300406.SZ,300406,7,幽门螺杆菌概念;智能医疗;医疗器械概念;人工智能;专精特新;深股通;融资融券
33,301526.SZ,301526,17,PCB概念;华为手机;5G;特高压;消费电子概念;汽车电子;光伏概念;风电;一带一路;华为概念;工业互联网;西部大开发;绿色电力;国企改革;数字经济;深股通;融资融券
17,688339.SH,688339,7,燃料电池;专精特新;氢能源;京津冀一体化;股权转让(并购重组);沪股通;融资融券
33,300154.SZ,300154,6,比亚迪概念;机器人概念;专精特新;创投;芯片概念;回购增持再贷款概念
17,688247.SH,688247,9,流感;创新药;仿制药一致性评价;CRO概念;维生素;上海国企改革;国企改革;沪股通;融资融券
33,300758.SZ,300758,9,光刻胶;AI应用;染料;钙钛矿电池;钠离子电池;光伏概念;芯片概念;专精特新;深股通
33,301219.SZ,301219,15,金属钴;金属镍;金属铜;小金属概念;金属回收;动力电池回收;固态电池;锂电池概念;宁德时代概念;2025年报预增;一带一路;专精特新;人民币贬值受益;深股通;融资融券
33,000007.SZ,000007,2,粤港澳大湾区;物业管理
33,002034.SZ,002034,9,生物质能发电;绿色电力;固废处理;PPP概念;垃圾分类;动力电池回收;回购增持再贷款概念;融资融券;深股通
33,300281.SZ,300281,13,高端装备;工业互联网;中俄贸易概念;粤港澳大湾区;商业航天;卫星导航;养老概念;可降解塑料;碳中和;国企改革;风电;PVDF概念;绿色电力
33,300681.SZ,300681,13,长安汽车概念;减速器;飞行汽车(eVTOL);无人驾驶;粤港澳大湾区;MCU芯片;智能物流;新能源汽车;低空经济;同花顺新质50;2025年报预增;深股通;融资融券
17,600148.SH,600148,10,中俄贸易概念;专精特新;传感器;新能源汽车;换电概念;无人机;一带一路;军工;国企改革;央企国企改革
17,603023.SH,603023,11,EDR概念;智能座舱;无人驾驶;传感器;汽车电子;车联网(车路协同);新能源汽车;黑龙江自贸区;国企改革;股权转让(并购重组);摘帽
151,920508.BJ,920508,7,物联网;融资融券;特高压;机器人概念;无人机;智能电网;固态电池
151,920275.BJ,920275,3,融资融券;宠物经济;合成生物
17,688114.SH,688114,9,智能医疗;AI智能体;脑机接口;基因测序;医疗器械概念;合成生物;机器人概念;沪股通;融资融券
17,601996.SH,601996,7,农业种植;乡村振兴;土地流转;碳中和;创投;西部大开发;融资融券
33,002429.SZ,002429,31,MicroLED概念;MiniLED;WiFi 6;F5G概念;共封装光学(CPO);第三代半导体;光纤概念;5G;富士康概念;拼多多概念;先进封装;汽车芯片;智能音箱;短剧游戏;PCB概念;消费电子概念;抖音概念(字节概念);AI应用;芯片概念;小米概念;AIGC概念;阿里巴巴概念;数据中心;鸿蒙概念;智能家居;粤港澳大湾区;人民币贬值受益;深圳国企改革;国企改革;深股通;融资融券
17,603072.SH,603072,8,稀土永磁;西部大开发;机器人概念;新能源汽车;人形机器人;风电;沪股通;融资融券
33,300420.SZ,300420,10,新型工业化;机器人概念;物联网;智慧城市;智能物流;充电桩;区块链;储能;军民融合;股权转让(并购重组)
17,688639.SH,688639,7,维生素;合成生物;可降解塑料;人工智能;同花顺新质50;融资融券;沪股通
17,600416.SH,600416,17,军民融合;商业航天;军工;无人机;高端装备;低空经济;核电;水利;工业互联网;高铁;无人驾驶;风电;储能;国企改革;抽水蓄能;沪股通;融资融券
17,600628.SH,600628,9,冰雪产业;IP经济(谷子经济);物业管理;医药电商;网红经济;国企改革;证金持股;医疗器械概念;沪股通
33,300937.SZ,300937,6,智能医疗;医药电商;人工智能;DeepSeek概念;西部大开发;融资融券
33,000987.SZ,000987,14,化债概念(AMC概念);独角兽概念;创投;2025三季报预增;参股券商;风电;国企改革;期货概念;2025年报预增;绿色电力;乡村振兴;粤港澳大湾区;深股通;融资融券
33,002154.SZ,002154,6,C2M概念;证金持股;创投;数据要素;融资融券;深股通
33,000703.SZ,000703,9,可降解塑料;回购增持再贷款概念;一带一路;融资融券;深股通;西部大开发;参股银行;互联网金融;阿里巴巴概念
17,688651.SH,688651,18,商业航天;卫星导航;量子科技;低空经济;网络安全;数据安全;国产操作系统;专精特新;空间计算;信创;华为概念;智慧城市;云计算;数字货币;数据要素;人工智能;DeepSeek概念;融资融券
17,603682.SH,603682,6,租售同权;物业管理;新型城镇化;高股息精选;IP经济(谷子经济);小红书概念
33,000551.SZ,000551,25,PM2.5;商业航天;军民融合;军工;中芯国际概念;芯片概念;无人驾驶;机器人概念;家用电器;新能源汽车;特斯拉概念;减速器;创投;空气能热泵;特高压;职业教育;一带一路;污水处理;氢能源;国企改革;参股银行;猴痘概念;期货概念;融资融券;深股通
17,601881.SH,601881,6,证金持股;同花顺中特估100;沪股通;融资融券;国企改革;中字头股票
33,300375.SZ,300375,12,传感器;长安汽车概念;小米汽车;华为汽车;小米概念;比亚迪概念;新能源汽车;汽车热管理;京津冀一体化;储能;宁德时代概念;百度概念
33,300020.SZ,300020,24,智慧城市;人工智能;数字孪生;元宇宙;数字乡村;数字经济;华为概念;智慧政务;东数西算(算力);数据要素;华为鲲鹏;车联网(车路协同);百度概念;创投;智能医疗;阿里巴巴概念;数据中心;区块链;ST板块;共同富裕示范区;ETC;机器人概念;无人驾驶;家庭医生
33,002675.SZ,002675,9,细胞免疫治疗;阿尔茨海默概念;创新药;CRO概念;仿制药一致性评价;幽门螺杆菌概念;专精特新;深股通;融资融券
33,000049.SZ,000049,23,钠离子电池;固态电池;储能;锂电池概念;华为手机;比亚迪概念;新能源汽车;人民币贬值受益;粤港澳大湾区;AI眼镜;无线耳机;同花顺果指数;小米概念;消费电子概念;机器人概念;智能穿戴;物联网;苹果概念;5G;华为概念;无人机;深股通;融资融券
17,603551.SH,603551,4,跨境电商;家用电器;智能家居;华为概念
17,688539.SH,688539,12,商业航天;军工;无人机;传感器;高铁;机器人概念;专精特新;芯片概念;海工装备;工业互联网;沪股通;融资融券
33,301311.SZ,301311,18,成飞概念;新型工业化;机器人概念;中船系;军工;智能物流;烟草;专精特新;比亚迪概念;数字孪生;华为概念;人工智能;储能;西部大开发;国企改革;央企国企改革;深股通;融资融券
33,002040.SZ,002040,4,航运概念;统一大市场;国企改革;深股通
17,601828.SH,601828,7,国企改革;DeepSeek概念;阿里巴巴概念;腾讯概念;抖音概念(字节概念);沪股通;融资融券
151,920419.BJ,920419,5,一带一路;融资融券;宠物经济;IP经济(谷子经济);人民币贬值受益
17,601995.SH,601995,7,期货概念;同花顺中特估100;国企改革;2025年报预增;中字头股票;融资融券;沪股通
33,001333.SZ,001333,2,共同富裕示范区;长三角一体化
151,920003.BJ,920003,3,数字经济;融资融券;新股与次新股
33,002517.SZ,002517,18,网络游戏;手机游戏;电子竞技;NFT概念;AIGC概念;IP经济(谷子经济);元宇宙;鸿蒙概念;腾讯概念;区块链;虚拟现实;人工智能;数字经济;AI应用;华为概念;AI眼镜;深股通;融资融券
33,300751.SZ,300751,16,HJT电池;钙钛矿电池;光伏概念;第三代半导体;MicroLED概念;高端装备;新型工业化;MiniLED;芯片概念;先进封装;OLED;锂电池概念;存储芯片;回购增持再贷款概念;融资融券;深股通
33,300091.SZ,300091,13,无人机;军工;高端装备;核电;储能;光热发电;ST板块;燃料电池;碳中和;污水处理;超超临界发电;乡村振兴;氢能源
17,600096.SH,600096,13,磷化工;化肥;氟化工概念;煤化工概念;煤炭概念;锂电池概念;碳中和;西部大开发;国企改革;融资融券;乡村振兴;高股息精选;沪股通
17,601279.SH,601279,6,长安汽车概念;海峡两岸;比亚迪概念;新能源汽车;锂电池概念;沪股通
17,688335.SH,688335,6,专精特新;污水处理;碳交易;绿色电力;氢能源;融资融券
17,600418.SH,600418,15,华为汽车;飞行汽车(eVTOL);新能源汽车;智能座舱;低空经济;无人驾驶;车联网(车路协同);华为概念;工业互联网;换电概念;DeepSeek概念;百度概念;国企改革;沪股通;融资融券
22,688511.SH,688511,9,军民融合;军工信息化;军工;商业航天;专精特新;锂电池概念;人工智能;西部大开发;ST板块
33,000682.SZ,000682,22,电力物联网;智能电网;虚拟电厂;风电;充电桩;核电;储能;数据中心;工业互联网;机器人概念;物联网;华为概念;智慧城市;国企改革;网络安全;人工智能;人脸识别;DeepSeek概念;语音技术;区块链;融资融券;深股通
33,000409.SZ,000409,35,华为盘古;云计算;ChatGPT概念;AI智能体;ERP概念;华为昇腾;网络安全;数据要素;腾讯概念;国产操作系统;鸿蒙概念;多模态AI;数字经济;DeepSeek概念;东数西算(算力);时空大数据;人工智能;空间计算;数字孪生;华为概念;物联网;数据中心;工业互联网;卫星导航;军民融合;AI应用;5G;机器人概念;新型工业化;智能穿戴;智能电网;国企改革;光伏概念;煤化工概念;深股通
22,603838.SH,603838,4,ST板块;小金属概念;人民币贬值受益;智能家居
17,605001.SH,605001,11,高铁;医美概念;新能源汽车;一带一路;机器人概念;养老概念;比亚迪概念;碳纤维;高压氧舱;储能;芯片概念
17,603927.SH,603927,31,区块链;鸿蒙概念;AI智能体;数据要素;智慧政务;跨境支付(CIPS);百度概念;华为鲲鹏;信创;DeepSeek概念;数字货币;AIGC概念;阿里巴巴概念;数字乡村;腾讯概念;数据安全;网络安全;人工智能;国资云;互联网保险;车联网(车路协同);智能医疗;华为概念;工业互联网;新型工业化;乡村振兴;国企改革;AI应用;中字头股票;融资融券;沪股通
17,688765.SH,688765,9,重组蛋白;创新药;科创次新股;注册制次新股;人民币贬值受益;农业种植;转基因;新股与次新股;融资融券
17,603221.SH,603221,1,人民币贬值受益
17,688063.SH,688063,13,钠离子电池;绿色电力;固态电池;储能;锂电池概念;两轮车;数据中心;2025年报预增;低空经济;专精特新;人民币贬值受益;沪股通;融资融券
17,601992.SH,601992,16,水泥概念;商业航天;京津冀一体化;房屋检测;雄安新区;创投;可控核聚变;核电;国企改革;一带一路;物业管理;装配式建筑;储能;固废处理;沪股通;融资融券
17,600576.SH,600576,12,冰雪产业;旅游概念;IP经济(谷子经济);文化传媒概念;网络游戏;短剧游戏;手机游戏;露营经济;元宇宙;低空经济;飞行汽车(eVTOL);沪股通
33,000586.SZ,000586,6,光纤概念;5G;特高压;专精特新;智能电网;西部大开发
17,603228.SH,603228,22,共封装光学(CPO);PCB概念;华为手机;AI PC;OLED;汽车电子;毫米波雷达;5G;消费电子概念;英伟达概念;柔性屏(折叠屏);6G概念;特斯拉概念;比亚迪概念;无人驾驶;新能源汽车;卫星导航;华为数字能源;华为概念;商业航天;沪股通;融资融券
17,688057.SH,688057,4,专精特新;机器人概念;污水处理;融资融券
17,603511.SH,603511,6,跨境电商;三胎概念;体育产业;IP经济(谷子经济);参股银行;沪股通
17,601016.SH,601016,10,绿色电力;风电;新疆振兴;国企改革;储能;央企国企改革;回购增持再贷款概念;京津冀一体化;沪股通;融资融券
33,300685.SZ,300685,9,创新药;基因测序;医疗器械概念;智能医疗;福建自贸区;专精特新;海峡两岸;深股通;融资融券
33,301102.SZ,301102,9,小红书概念;文化传媒概念;AIGC概念;抖音概念(字节概念);腾讯概念;数据要素;数字经济;华为概念;融资融券
33,301205.SZ,301205,7,共封装光学(CPO);数据中心;芯片概念;5G;人民币贬值受益;深股通;融资融券
33,300001.SZ,300001,31,智能电网;虚拟电厂;高压快充;风电;充电桩;储能;核电;绿色电力;光伏建筑一体化;高铁;动力电池回收;新能源汽车;数据中心;中俄贸易概念;PPP概念;比亚迪概念;雄安新区;工业互联网;小米汽车;长安汽车概念;机器人概念;小米概念;华为概念;人工智能;阿里巴巴概念;百度概念;腾讯概念;MCU芯片;抖音概念(字节概念);深股通;融资融券
17,688584.SH,688584,5,芯片概念;专精特新;人民币贬值受益;沪股通;融资融券
17,688235.SH,688235,5,创新药;人民币贬值受益;同花顺出海50;沪股通;融资融券
151,920914.BJ,920914,12,商业航天;小金属概念;回购增持再贷款概念;融资融券;宁德时代概念;卫星导航;氢能源;锂电池概念;专精特新;金属镍;军工;比亚迪概念
33,001387.SZ,001387,8,家用电器;参股银行;充电桩;小米概念;汽车电子;储能;PCB概念;融资融券
33,002835.SZ,002835,9,人脸识别;物联网;安防;智慧城市;人工智能;数字经济;数据安全;网络安全;人民币贬值受益
33,300727.SZ,300727,7,液冷服务器;有机硅概念;染料;东数西算(算力);医美概念;硅能源;深股通
17,688137.SH,688137,7,CRO概念;细胞免疫治疗;重组蛋白;流感;合成生物;专精特新;融资融券
33,300237.SZ,300237,19,股权转让(并购重组);特色小镇;ST板块;旅游概念;PPP概念;新型城镇化;农业种植;垃圾分类;固废处理;乡村振兴;长安汽车概念;国企改革;充电桩;新能源汽车;汽车热管理;比亚迪概念;储能;军工;氢能源
17,600218.SH,600218,12,农机;燃料电池;中俄贸易概念;氢能源;新能源汽车;减速器;工业互联网;地下管网;乡村振兴;钒电池;国企改革;融资融券
33,300989.SZ,300989,14,粤港澳大湾区;低空经济;新型城镇化;旅游概念;乡村振兴;智慧城市;空间计算;人工智能;时空大数据;一带一路;数据要素;算力租赁;AI应用;融资融券
33,000166.SZ,000166,8,期货概念;证金持股;新疆振兴;国企改革;西部大开发;深股通;融资融券;2025年报预增
33,002281.SZ,002281,19,F5G概念;共封装光学(CPO);光纤概念;液冷服务器;6G概念;5G;数据中心;东数西算(算力);量子科技;芯片概念;华为概念;阿里巴巴概念;抖音概念(字节概念);腾讯概念;百度概念;央企国企改革;国企改革;深股通;融资融券
33,300950.SZ,300950,8,专精特新;人民币贬值受益;固废处理;碳中和;氢能源;煤化工概念;股权转让(并购重组);融资融券
17,688628.SH,688628,8,人民币贬值受益;芯片概念;PM2.5;光伏概念;核污染防治;DeepSeek概念;AI智能体;融资融券
151,920016.BJ,920016,1,融资融券
33,300790.SZ,300790,16,汽车电子;AI眼镜;消费电子概念;小米概念;机器视觉;无人驾驶;安防;车联网(车路协同);新能源汽车;虚拟现实;机器人概念;无人机;华为概念;智能家居;职业教育;深股通
33,002163.SZ,002163,8,海南自贸区;免税店;光伏建筑一体化;国企改革;回购增持再贷款概念;宠物经济;融资融券;深股通
33,000025.SZ,000025,7,物业管理;国企改革;黄金概念;深圳国企改革;粤港澳大湾区;深股通;融资融券
17,688503.SH,688503,14,BC电池;HJT电池;TOPCON电池;OLED;液冷服务器;光伏概念;芯片概念;5G;汽车电子;专精特新;商业航天;卫星导航;沪股通;融资融券
33,001335.SZ,001335,6,染料;注册制次新股;人民币贬值受益;一带一路;新股与次新股;融资融券
17,603353.SH,603353,8,俄乌冲突概念;华为数字能源;DeepSeek概念;华为概念;高压快充;芯片概念;充电桩;存储芯片
33,000796.SZ,000796,14,海南自贸区;免税店;冰雪产业;旅游概念;露营经济;体育产业;跨境支付(CIPS);海峡两岸;互联网金融;乡村振兴;养老概念;国企改革;回购增持再贷款概念;深股通
17,600185.SH,600185,11,免税店;自由贸易港;广东自贸区;物业管理;横琴新区;跨境电商;粤港澳大湾区;国企改革;沪股通;融资融券;股权转让(并购重组)
17,603125.SH,603125,3,风电;沪股通;融资融券
33,000697.SZ,000697,8,大飞机;航空发动机;ST板块;军工;国企改革;西部大开发;无人机;人民币贬值受益
17,688283.SH,688283,10,卫星导航;商业航天;军工信息化;军民融合;军工;5G;车联网(车路协同);专精特新;西部大开发;融资融券
17,600685.SH,600685,14,中船系;国产航母;海工装备;军工;数据中心;央企国企改革;2025年报预增;工业互联网;风电;国企改革;同花顺中特估100;沪股通;中字头股票;融资融券
33,300909.SZ,300909,14,3D打印;MiniLED;智能座舱;华为概念;消费电子概念;小米概念;专精特新;新能源汽车;智能家居;创投;富士康概念;储能;深股通;融资融券
33,301130.SZ,301130,11,创新药;阿尔茨海默概念;三胎概念;仿制药一致性评价;细胞免疫治疗;流感;肝炎概念;维生素;猴痘概念;养老概念;融资融券
33,002296.SZ,002296,14,卫星导航;信创;工业互联网;低空经济;人工智能;智慧城市;安防;大飞机;区块链;专精特新;高端装备;高铁;储能;钒电池
17,600518.SH,600518,8,医药电商;维生素;民营医院;医疗器械概念;智能医疗;粤港澳大湾区;融资融券;沪股通
17,603139.SH,603139,14,农业种植;流感;毛发医疗;幽门螺杆菌概念;NMN概念;三胎概念;医药电商;肝炎概念;合成生物;乡村振兴;医疗器械概念;西部大开发;牙科医疗;股权转让(并购重组)
151,920571.BJ,920571,6,福建自贸区;低空经济;海峡两岸;航运概念;融资融券;人民币贬值受益
17,603506.SH,603506,6,物业管理;养老概念;垃圾分类;长三角一体化;2025年报预增;机器人概念
17,605296.SH,605296,6,猪肉;预制菜;乡村振兴;西部大开发;回购增持再贷款概念;沪股通
33,000065.SZ,000065,16,煤炭概念;超超临界发电;绿色电力;风电;同花顺中特估100;央企国企改革;新型城镇化;国企改革;水利;一带一路;智能物流;无人机;人民币贬值受益;新能源汽车;深股通;融资融券
33,002045.SZ,002045,29,人工智能;创投;元宇宙;百度概念;虚拟现实;智能家居;NFT概念;智慧政务;智能音箱;华为概念;ChatGPT概念;家用电器;粤港澳大湾区;智能穿戴;人民币贬值受益;无人机;AI眼镜;无线耳机;新能源汽车;消费电子概念;新型烟草(电子烟);储能;苹果概念;锂电池概念;宁德时代概念;固态电池;PCB概念;深股通;融资融券
17,688148.SH,688148,9,固态电池;锂电池概念;动力电池回收;宁德时代概念;比亚迪概念;特斯拉概念;芯片概念;人形机器人;融资融券
33,301270.SZ,301270,18,Sora概念(文生视频);AIGC概念;知识产权保护;抖音概念(字节概念);数据要素;数字水印;鸿蒙概念;阿里巴巴概念;云计算;腾讯概念;IP经济(谷子经济);DeepSeek概念;人工智能;AI应用;华为概念;小米概念;华为汽车;融资融券
17,600699.SH,600699,35,华为汽车;人形机器人;汽车热管理;特斯拉概念;长安汽车概念;智能座舱;无线充电;比亚迪概念;新能源汽车;无人驾驶;传感器;汽车电子;机器人概念;小米概念;EDR概念;汽车芯片;芯片概念;英伟达概念;储能;充电桩;高压快充;车联网(车路协同);人民币贬值受益;5G;华为概念;回购增持再贷款概念;创投;数字经济;鸿蒙概念;DeepSeek概念;阿里巴巴概念;AI应用;AI智能体;沪股通;融资融券
17,603238.SH,603238,4,宠物经济;三胎概念;人民币贬值受益;网红经济
17,600366.SH,600366,17,稀土永磁;小金属概念;超导概念;苹果概念;人形机器人;特斯拉概念;比亚迪概念;消费电子概念;低空经济;无线耳机;新能源汽车;机器人概念;创投;2025年报预增;共同富裕示范区;沪股通;融资融券
17,603165.SH,603165,7,高股息精选;污水处理;参股银行;长三角一体化;回购增持再贷款概念;传感器;芯片概念
33,301025.SZ,301025,6,知识产权保护;文化传媒概念;IP经济(谷子经济);抖音概念(字节概念);华为概念;融资融券
17,600757.SH,600757,9,IP经济(谷子经济);文化传媒概念;知识产权保护;在线教育;托育服务;证金持股;国企改革;沪股通;融资融券
17,688370.SH,688370,3,固废处理;回购增持再贷款概念;融资融券
17,603797.SH,603797,4,新型城镇化;污水处理;PPP概念;粤港澳大湾区
33,300995.SZ,300995,12,人形机器人;碳纤维;比亚迪概念;小米概念;新能源汽车;小米汽车;粤港澳大湾区;创投;一带一路;2025年报预增;三胎概念;融资融券
33,301051.SZ,301051,6,智能穿戴;柔性屏(折叠屏);消费电子概念;储能;深股通;融资融券
17,688538.SH,688538,11,上海国企改革;国企改革;小米概念;柔性屏(折叠屏);华为概念;大飞机;智能穿戴;智能座舱;OLED;沪股通;融资融券
17,605186.SH,605186,9,AI应用;智能医疗;医药电商;数据要素;AI语料;AI智能体;DeepSeek概念;中俄贸易概念;机器人概念
17,603638.SH,603638,11,减速器;人形机器人;工业母机;新型工业化;机器人概念;高端装备;储能;智能电网;雅下水电概念;融资融券;沪股通
33,002723.SZ,002723,12,短剧游戏;空气能热泵;露营经济;PPP概念;家用电器;跨境电商;新型烟草(电子烟);宠物经济;医疗器械概念;液冷服务器;储能;军工
33,300800.SZ,300800,16,专精特新;水利;污水处理;PM2.5;雄安新区;工业互联网;数字孪生;华为概念;人工智能;乡村振兴;一带一路;碳中和;数字乡村;国产操作系统;AI智能体;AI应用
17,688602.SH,688602,10,有机硅概念;锂电池概念;超级电容;光刻胶;OLED;固态电池;氟化工概念;CRO概念;减肥药;融资融券
33,300960.SZ,300960,12,高铁;物联网;光伏概念;充电桩;储能;芯片概念;超级电容;智能电网;电力物联网;绿色电力;股权转让(并购重组);融资融券
17,605287.SH,605287,11,Sora概念(文生视频);AI应用;AIGC概念;短剧游戏;虚拟现实;文化传媒概念;装配式建筑;回购增持再贷款概念;新型城镇化;光伏建筑一体化;乡村振兴
17,600019.SH,600019,15,同花顺中特估100;特钢概念;证金持股;央企国企改革;国企改革;石墨电极;参股银行;同花顺漂亮100;一带一路;核电;沪股通;融资融券;新能源汽车;AI智能体;特斯拉概念
17,603341.SH,603341,26,星闪概念;智能音箱;智能穿戴;智能座舱;AI眼镜;虚拟现实;AI PC;无线耳机;小米概念;华为概念;无线充电;空间计算;车联网(车路协同);消费电子概念;物联网;汽车电子;5G;机器人概念;小米汽车;数字经济;创投;PCB概念;回购增持再贷款概念;一带一路;沪股通;融资融券
17,605028.SH,605028,4,生物质能发电;固废处理;绿色电力;高股息精选
