股票代码,所属概念,所属概念数量,code,market_code
603177.SH,碳中和;固废处理;一带一路;燃料电池;氢能源;充电桩;钠离子电池;超超临界发电,8,603177,17
603188.SH,染料;固废处理;国企改革,3,603188,17
300278.SZ,新型工业化;人形机器人;长安汽车概念;机器人概念;机器视觉;数字孪生;高端装备;工业互联网;智能物流;特斯拉概念;比亚迪概念;新能源汽车;人民币贬值受益;光伏概念;深股通;融资融券,16,300278,33
603689.SH,天然气;高股息精选;国企改革;氢能源;换电概念,5,603689,17
605555.SH,人形机器人;家用电器;无人驾驶;机器人概念;新能源汽车;共同富裕示范区;人民币贬值受益;沪股通,8,605555,17
688468.SH,医疗器械概念;阿尔茨海默概念;融资融券,3,688468,17
600861.SH,乡村振兴;国企改革;京津冀一体化;职业教育;虚拟数字人;一带一路;人工智能;沪股通,8,600861,17
002176.SZ,小金属概念;固态电池;锂电池概念;新能源汽车;机器人概念;飞行汽车(eVTOL);无人机;军工;低空经济;人形机器人;大飞机;风电;深股通;融资融券;抽水蓄能;股权转让(并购重组),16,002176,33
301636.SZ,钙钛矿电池;专精特新;新能源汽车;光伏概念;融资融券,5,301636,33
920640.BJ,2025年报预增;军工;毫米波雷达;量子科技;铜缆高速连接;无人机;商业航天;融资融券;芯片概念;国企改革;央企国企改革;西部大开发;军工信息化;卫星导航;华为概念;低空经济;专精特新;军民融合;5G,19,920640,151
600048.SH,租售同权;物业管理;证金持股;同花顺漂亮100;国企改革;央企国企改革;智能家居;沪股通;融资融券,9,600048,17
002869.SZ,ETC;智慧城市;数据要素;鸿蒙概念;数字孪生;车联网(车路协同);百度概念;数字经济;智慧灯杆;长安汽车概念;无人驾驶;低空经济;人工智能;华为概念;物联网;智能座舱;虚拟电厂;机器人概念;新能源汽车;粤港澳大湾区;汽车电子;专精特新;毫米波雷达;深股通;融资融券,25,002869,33
002790.SZ,养老概念;跨境电商;家用电器;数字经济;智能家居;福建自贸区;DeepSeek概念;海峡两岸,8,002790,33
688348.SH,储能;绿色电力;光伏概念;人工智能;一带一路;共同富裕示范区;专精特新;人民币贬值受益;芯片概念;沪股通;融资融券,11,688348,17
600400.SH,机器人概念;军工;工业互联网;独角兽概念;养老概念;互联网金融;参股银行;沪股通;融资融券,9,600400,17
300653.SZ,辅助生殖;合成生物;重组蛋白;医疗器械概念;牙科医疗;专精特新;3D打印;融资融券,8,300653,33
300779.SZ,稀土永磁;固废处理;融资融券;深股通,4,300779,33
002561.SZ,乡村振兴;物业管理;国企改革;融资融券,4,002561,33
000526.SZ,在线教育;职业教育;体育产业;DeepSeek概念;人工智能;福建自贸区;民营医院;海峡两岸;低空经济;深股通,10,000526,33
688280.SH,无人驾驶;两轮车;专精特新;减速器;新能源汽车;比亚迪概念;汽车电子;融资融券,8,688280,17
603293.SH,小米汽车;注册制次新股;无人驾驶;新能源汽车;智能座舱;专精特新;毫米波雷达;汽车电子;MCU芯片;汽车芯片;新股与次新股;融资融券,12,603293,17
603326.SH,智能家居;工业互联网,2,603326,17
600015.SH,高股息精选;证金持股;跨境支付(CIPS);沪股通;融资融券,5,600015,17
600128.SH,宠物经济;跨境电商;知识产权保护;创投;国企改革;化肥;期货概念;煤炭概念,8,600128,17
300169.SZ,建筑节能;露营经济;锂电池概念;医疗器械概念;华为概念;新能源汽车;小米概念;军工;风电;柔性屏(折叠屏);OLED,11,300169,33
002282.SZ,中俄贸易概念;雄安新区;一带一路;国企改革;高铁;绿色电力,6,002282,33
300781.SZ,快手概念;小红书概念;AI视频;智谱AI;短剧游戏;Web3.0;虚拟数字人;ChatGPT概念;AIGC概念;多模态AI;抖音概念(字节概念);文化传媒概念;NFT概念;AI应用;百度概念;腾讯概念;数据要素;AI智能体;元宇宙;阿里巴巴概念;蚂蚁集团概念;DeepSeek概念;人工智能;IP经济(谷子经济);网红经济;跨境电商;华为概念;粤港澳大湾区;MR(混合现实);股权转让(并购重组);融资融券;深股通,32,300781,33
300095.SZ,航空发动机;成飞概念;大飞机;军工;商业航天;高端装备;无人机;减速器;海工装备;新型工业化;机器人概念;人形机器人;新能源汽车;水利;一带一路;风电,16,300095,33
301175.SZ,固废处理;乡村振兴;人工智能;碳中和;一带一路;国企改革;海峡两岸;生物质能发电;绿色电力;华为概念;专精特新;商业航天;深股通;中字头股票;融资融券,15,301175,33
300911.SZ,算力租赁;东数西算(算力);腾讯概念;AIGC概念;阿里巴巴概念;DeepSeek概念;人工智能;家用电器;深股通;融资融券,10,300911,33
002972.SZ,高铁;专精特新;一带一路;粤港澳大湾区;智慧城市;DeepSeek概念;传感器;信创;无人驾驶;储能;网络安全,11,002972,33
600582.SH,高股息精选;煤炭概念;国企改革;央企国企改革;中俄贸易概念;人工智能;机器人概念;华为概念;沪股通;融资融券;F5G概念,11,600582,17
920662.BJ,数据中心(AIDC);氢能源;风电;军民融合;储能;新能源汽车;燃料电池;海工装备;融资融券;专精特新;液冷服务器;充电桩,12,920662,151
600691.SH,煤化工概念;化肥;磷化工;天然气;消毒剂;国企改革;氢能源;一带一路;燃料电池;储能;光伏概念;机器人概念;股权转让(并购重组);沪股通;融资融券,15,600691,17
300792.SZ,小红书概念;快手概念;AIGC概念;虚拟数字人;拼多多概念;AI应用;AI智能体;抖音概念(字节概念);腾讯概念;阿里巴巴概念;网红经济;人工智能;跨境电商;深股通,14,300792,33
600655.SH,白酒概念;预制菜;旅游概念;冰雪产业;IP经济(谷子经济);宠物经济;跨境电商;体育产业;黄金概念;绿色电力;蚂蚁集团概念;小金属概念;沪股通;融资融券;2026一季报预增;培育钻石,16,600655,17
301208.SZ,数字货币;蚂蚁集团概念;信创;云计算;鸿蒙概念;数据要素;网络安全;阿里巴巴概念;腾讯概念;AI智能体;互联网金融;AI应用;数字经济;东数西算(算力);跨境支付(CIPS);华为概念;人工智能;DeepSeek概念;数据中心(AIDC);商业航天;深股通;融资融券,22,301208,33
603506.SH,物业管理;养老概念;垃圾分类;长三角一体化;机器人概念;2025年报预增,6,603506,17
603282.SH,污水处理;锂电池概念,2,603282,17
688232.SH,AI应用;虚拟数字人;鸿蒙概念;数据要素;智慧政务;智谱AI;AI智能体;区块链;百度概念;DeepSeek概念;数字经济;云计算;阿里巴巴概念;腾讯概念;人工智能;MLOps概念;智慧城市;房屋检测;华为概念;沪股通;融资融券,21,688232,17
002178.SZ,智慧政务;鸿蒙概念;AI智能体;数据要素;智慧城市;AI应用;家庭医生;物联网;安防;DeepSeek概念;人工智能;华为概念;智能医疗;数据中心(AIDC);养老概念;碳中和;医疗器械概念,17,002178,33
300940.SZ,电子纸;MicroLED概念;新能源汽车;智能穿戴;消费电子概念;2025年报预增;OLED;深股通;融资融券,9,300940,33
002196.SZ,人形机器人;机器人概念;特斯拉概念;家用电器;航空发动机;低空经济;新能源汽车;无人机;共同富裕示范区;汽车电子;一带一路;国企改革,12,002196,33
605333.SH,华为汽车;人形机器人;特斯拉概念;新能源汽车;无人机;沪股通,6,605333,17
002952.SZ,电子纸;柔性屏(折叠屏);汽车电子;虚拟现实;智能穿戴;消费电子概念;智能家居;家用电器;新能源汽车;数字货币;人民币贬值受益;数字经济;充电桩,13,002952,33
601860.SH,高股息精选;沪股通;融资融券,3,601860,17
000968.SZ,俄乌冲突概念;天然气;煤炭概念;新疆振兴;国企改革;深股通;融资融券,7,000968,33
002038.SZ,仿制药一致性评价;创新药;减肥药;医药电商;流感;肝炎概念;幽门螺杆菌概念;生物疫苗;辅助生殖;猴痘概念;医美概念;民营医院;基因测序;NMN概念;工业大麻;国企改革;创投;京津冀一体化;深股通;融资融券,20,002038,33
002410.SZ,AI应用;数据要素;AI智能体;多模态AI;京津冀一体化;人工智能;雄安新区;智慧城市;装配式建筑;数字孪生;物联网;2025年报预增;深股通;融资融券,14,002410,33
601139.SH,天然气;证金持股;POE胶膜;绿色电力;深圳国企改革;国企改革;氢能源;沪股通;融资融券;华为数字能源;DeepSeek概念;燃料电池;智慧城市;固态电池;百度概念;光伏概念;数据中心(AIDC),17,601139,17
301533.SZ,农机;跨境电商;乡村振兴;水利;一带一路;人民币贬值受益;冰雪产业;西部大开发;专精特新;无人驾驶;融资融券,11,301533,33
688129.SH,融资融券,1,688129,17
002940.SZ,创新药;仿制药一致性评价;幽门螺杆菌概念;维生素;合成生物;宠物经济;共同富裕示范区;MR(混合现实);深股通,9,002940,33
600757.SH,高股息精选;证金持股;IP经济(谷子经济);国企改革;托育服务;文化传媒概念;知识产权保护;在线教育;沪股通;融资融券,10,600757,17
600511.SH,芬太尼;医药电商;流感;冷链物流;国企改革;央企国企改革;沪股通;融资融券,8,600511,17
600236.SH,绿色电力;风电;碳交易;央企国企改革;国企改革;高股息精选;西部大开发;沪股通;融资融券,9,600236,17
688355.SH,专精特新;汽车热管理;新型工业化;高端装备;机器人概念;空气能热泵;工业母机;商业航天;3D打印;高铁;大飞机;长安汽车概念;新能源汽车;农机;人民币贬值受益;一带一路;氢能源;HJT电池;融资融券,19,688355,17
002519.SZ,军工信息化;军民融合;军工;商业航天;安防;核电;人工智能;专精特新;新型工业化;机器人概念;无人驾驶;长安汽车概念;智能电网;新能源汽车;比亚迪概念;充电桩;智能家居;创投;光伏概念;储能;宁德时代概念;锂电池概念;深股通;融资融券,24,002519,33
002719.SZ,ST板块;新疆振兴;西部大开发;乳业,4,002719,33
300050.SZ,华为海思概念股;横琴新区;5G;物联网;苹果概念;华为概念;鸿蒙概念;储能;职业教育;在线教育;低空经济;工业互联网;DeepSeek概念,13,300050,33
600121.SH,煤炭概念;国企改革;数据要素;DeepSeek概念;东数西算(算力);工业互联网;信创;安防;机器人概念;沪股通;融资融券,11,600121,17
301008.SZ,减速器;人形机器人;专精特新;传感器;机器人概念;家用电器;新能源汽车;智能家居;融资融券,9,301008,33
688525.SH,存储芯片;国家大基金持股;AI手机;汽车芯片;先进封装;AI PC;芯片概念;数据中心(AIDC);AI眼镜;消费电子概念;智能穿戴;华为概念;小米概念;比亚迪概念;信创;粤港澳大湾区;2025年报预增;阿里巴巴概念;专精特新;机器人概念;人形机器人;同花顺出海50;沪股通;融资融券,24,688525,17
002061.SZ,国企改革;PPP概念;装配式建筑;新型城镇化;一带一路;共同富裕示范区;水利;长三角一体化;人工智能;机器人概念;深股通;融资融券,12,002061,33
688201.SH,电子身份证;华为鲲鹏;华为昇腾;数据安全;网络安全;信创;数字货币;区块链;鸿蒙概念;跨境支付(CIPS);AI智能体;AIGC概念;车联网(车路协同);量子科技;DeepSeek概念;人工智能;工业互联网;军工信息化;低空经济;专精特新;ST板块,21,688201,22
300732.SZ,装配式建筑;新型城镇化;房屋检测;净水概念;地下管网;雄安新区;污水处理;水利;人工智能;数据要素;DeepSeek概念;碳中和;智慧城市;一带一路;光伏建筑一体化;数字孪生;新疆振兴;碳交易;车联网(车路协同);时空大数据;雅下水电概念;华为概念;低空经济;军工;数据中心(AIDC),25,300732,33
300320.SZ,高铁;光伏建筑一体化;高端装备;新能源汽车;比亚迪概念;光伏概念;大飞机;华为汽车;特斯拉概念;钙钛矿电池;深股通;融资融券,12,300320,33
002828.SZ,俄乌冲突概念;页岩气;天然气;煤化工概念;新疆振兴;西部大开发;参股银行;碳中和;一带一路;股权转让(并购重组),10,002828,33
003000.SZ,人造肉;网红经济;乡村振兴;一带一路;海峡两岸;深股通,6,003000,33
000856.SZ,建筑节能;水泥概念;京津冀一体化;机器人概念;高端装备;智能电网;国企改革,7,000856,33
600657.SH,物业管理;化债概念(AMC概念);参股保险;证金持股;国企改革;央企国企改革;沪股通;股权转让(并购重组);融资融券,9,600657,17
002866.SZ,钠离子电池;AI PC;固态电池;人民币贬值受益;专精特新;华为概念;小米概念;消费电子概念;储能;富士康概念;PCB概念;深股通,12,002866,33
002365.SZ,维生素;医药电商;宠物经济;三胎概念;跨境电商;一带一路;人民币贬值受益;证金持股;氢能源;石墨烯;深股通,11,002365,33
002912.SZ,网络安全;华为鲲鹏;数据安全;国产操作系统;信创;智慧政务;ChatGPT概念;财税数字化;云计算;多模态AI;数据要素;AI智能体;车联网(车路协同);AI应用;数字孪生;人工智能;数字经济;低空经济;华为概念;DeepSeek概念;东数西算(算力);工业互联网;职业教育;无人机;数据中心(AIDC);智能医疗;专精特新;粤港澳大湾区;深圳国企改革;国企改革;时空大数据;融资融券,32,002912,33
001259.SZ,露营经济;家用电器;净水概念,3,001259,33
600909.SH,期货概念;沪股通;国企改革;融资融券,4,600909,17
300113.SZ,算力租赁;云计算;云游戏;东数西算(算力);多模态AI;数据确权;Web3.0;百度概念;数据中心(AIDC);英伟达概念;腾讯概念;抖音概念(字节概念);AIGC概念;AI智能体;区块链;虚拟数字人;AI应用;元宇宙;DeepSeek概念;华为概念;人工智能;虚拟现实;电子竞技;NFT概念;手机游戏;智能医疗;文化传媒概念;IP经济(谷子经济);深股通;融资融券,30,300113,33
002321.SZ,养鸡;预制菜;农村电商;土地流转;乡村振兴;食品安全;区块链;深股通,8,002321,33
601512.SH,新型城镇化;污水处理;长三角一体化;国企改革;固废处理;绿色电力;创投;一带一路;2025年报预增;储能;充电桩;光伏概念;物业管理;沪股通,14,601512,17
600148.SH,中俄贸易概念;一带一路;换电概念;专精特新;国企改革;新能源汽车;无人机;军工;传感器;央企国企改革,10,600148,17
300717.SZ,可降解塑料;ETC;专精特新;电子身份证;参股银行;煤化工概念,6,300717,33
601089.SH,创新药;仿制药一致性评价;辅助生殖;医疗器械概念;沪股通,5,601089,17
300132.SZ,合成生物;三胎概念;消毒剂;海峡两岸;2025年报预增,5,300132,33
300885.SZ,减速器;人形机器人;机器人概念;卫星导航;商业航天;低空经济;专精特新;新能源汽车;人民币贬值受益;海峡两岸;消费电子概念;一带一路;充电桩;深股通;融资融券,15,300885,33
603215.SH,网红经济;共同富裕示范区;一带一路;智能家居;人民币贬值受益;家用电器;人工智能;机器人概念;小米概念;AI眼镜,10,603215,17
300230.SZ,智能物流;一带一路;智能家居;人民币贬值受益;宠物经济;长三角一体化;长安汽车概念;机器人概念;无人机;3D打印,10,300230,33
300195.SZ,烟草;信创;网络安全;ERP概念;数字经济;人工智能;工业互联网;物联网;区块链;新型工业化;中俄贸易概念;智能物流;机器视觉;机器人概念;高端装备;专精特新;京津冀一体化;锂电池概念;C2M概念;一带一路;医疗器械概念;光伏概念;工业母机;数据中心(AIDC);绿色电力,25,300195,33
002161.SZ,电子身份证;ETC;信创;无人零售;AI智能体;智慧城市;车联网(车路协同);虚拟数字人;物联网;人工智能;食品安全;烟草;粤港澳大湾区;创投;无人机;机器人概念;IP经济(谷子经济);一带一路;宠物经济;芯片概念;融资融券;深股通,22,002161,33
920571.BJ,碳交易;福建自贸区;融资融券;低空经济;人民币贬值受益;航运概念;海峡两岸,7,920571,151
300185.SZ,超超临界发电;抽水蓄能;风电;核污染防治;京津冀一体化;国企改革;储能;海工装备;核电;高端装备;2025年报预增;军工;深股通;融资融券,14,300185,33
300318.SZ,猴痘概念;肝炎概念;流感;生物疫苗;三胎概念;医疗器械概念;京津冀一体化;深股通,8,300318,33
300255.SZ,创新药;减肥药;医美概念;深股通;雄安新区;融资融券,6,300255,33
920018.BJ,柔性直流输电;水利;数字经济;特高压;新能源汽车;新股与次新股;融资融券,7,920018,151
002485.SZ,特色小镇;旅游概念;ST板块,3,002485,33
301151.SZ,新型城镇化;雄安新区;水利;地下管网;乡村振兴;污水处理;一带一路;专精特新;海峡两岸;碳中和;核电;液冷服务器;超超临界发电;抽水蓄能;融资融券,15,301151,33
300519.SZ,流感;辅助生殖;肝炎概念;互联网金融,4,300519,33
002054.SZ,有机硅概念;创投;专精特新;2025年报预增;参股银行;合成生物;参股券商;证金持股;融资融券,9,002054,33
300624.SZ,AI视频;ChatGPT概念;Web3.0;多模态AI;虚拟数字人;AIGC概念;短剧游戏;云办公;数据安全;AI应用;百度概念;AI智能体;信创;元宇宙;阿里巴巴概念;鸿蒙概念;DeepSeek概念;人工智能;物联网;虚拟现实;网红经济;华为概念;创投;智能家居;机器人概念;同花顺新质50;一带一路;人民币贬值受益;西部大开发;融资融券;深股通,31,300624,33
000897.SZ,雄安新区;天津自贸区;国企改革;京津冀一体化,4,000897,33
300329.SZ,托育服务;文化传媒概念;三胎概念;职业教育;在线教育;股权转让(并购重组),6,300329,33
605077.SH,合成生物;代糖概念;玉米;高股息精选;沪股通,5,605077,17
301330.SZ,无人零售;电子身份证;空间计算;数据安全;人脸识别;信创;鸿蒙概念;AI智能体;多模态AI;AIGC概念;车联网(车路协同);脑机接口;人工智能;DeepSeek概念;安防;物联网;数字经济;智能医疗;华为概念;养老概念;机器视觉;机器人概念;跨境电商;粤港澳大湾区;人民币贬值受益;充电桩;辅助生殖;芯片概念;深股通;融资融券,30,301330,33
000007.SZ,粤港澳大湾区;物业管理,2,000007,33
301133.SZ,毫米波雷达;比亚迪概念;人形机器人;新能源汽车;无人机;华为汽车;特斯拉概念;小米汽车;长安汽车概念;碳纤维;百度概念;融资融券,12,301133,33
688050.SH,眼科医疗;医疗器械概念;人工智能;专精特新;沪股通;融资融券,6,688050,17
300932.SZ,智能电网;充电桩;储能;东数西算(算力);数据中心(AIDC);数字孪生;光伏概念;比亚迪概念;低空经济;新能源汽车;无人机;融资融券,12,300932,33
002101.SZ,农机;创投;横琴新区;国企改革;一体化压铸;华为汽车;飞行汽车(eVTOL);粤港澳大湾区;低空经济;新能源汽车;特斯拉概念;比亚迪概念;华为概念;无人机;宁德时代概念;汽车电子;5G;3D打印;毫米波雷达;机器人概念;深股通;融资融券,22,002101,33
688095.SH,AIGC概念;AI应用;智慧政务;鸿蒙概念;信创;DeepSeek概念;人工智能;福建自贸区;海峡两岸;人民币贬值受益;沪股通;融资融券,12,688095,17
300091.SZ,ST板块;乡村振兴;污水处理;碳中和;光热发电;核电;燃料电池;军工;超超临界发电;储能;氢能源;无人机;高端装备,13,300091,33
300484.SZ,新型工业化;数字孪生;人形机器人;飞行汽车(eVTOL);专精特新;低空经济;智能物流;比亚迪概念;燃料电池;传感器;粤港澳大湾区;新能源汽车;创投;锂电池概念;2025年报预增;高压快充;MCU芯片;融资融券,18,300484,33
300021.SZ,农业种植;粮食概念;地下管网;生态农业;土地流转;乡村振兴;新型城镇化;PPP概念;新疆振兴;土壤修复;污水处理;水利;西部大开发;京津冀一体化;雅下水电概念;光伏建筑一体化;一带一路;数字乡村;数字经济;DeepSeek概念;数字孪生;AI应用;智慧城市;人工智能;鸿蒙概念;物联网;数据安全;云计算;机器人概念;华为概念,30,300021,33
600368.SH,统一大市场;冷链物流;国企改革;物业管理;乡村振兴;西部大开发;数字乡村;人工智能;沪股通;融资融券,10,600368,17
300306.SZ,人脸识别;人工智能;机器人概念;专精特新;华为概念;基因测序;军工;充电桩;眼科医疗;汽车电子;OLED,11,300306,33
301036.SZ,光刻胶;参股银行;绿色电力;融资融券,4,301036,33
301088.SZ,融资融券,1,301088,33
000016.SZ,网约车;ST板块;MicroLED概念;智能家居;MiniLED;PPP概念;创投;星闪概念;家用电器;海峡两岸;污水处理;人工智能;鸿蒙概念;DeepSeek概念;智能穿戴;工业互联网;国企改革;腾讯概念;无线耳机;消费电子概念;PCB概念;5G;央企国企改革;芯片概念;存储芯片;股权转让(并购重组),26,000016,33
002712.SZ,知识产权保护;虚拟数字人;文化传媒概念;短剧游戏;网红经济;小红书概念;网络游戏;IP经济(谷子经济);AIGC概念;快手概念;智谱AI;AI应用;旅游概念;抖音概念(字节概念);腾讯概念;百度概念;阿里巴巴概念;人工智能;创投;国企改革;华为概念;小米概念;苹果概念,23,002712,33
002479.SZ,生物质能发电;绿色电力;PPP概念;固废处理;垃圾分类;国企改革;污水处理;金属回收;黄金概念;金属铜,10,002479,33
301135.SZ,人脸识别;语音技术;家用电器;智能家居;物联网;人工智能;机器人概念;工业互联网;AI智能体;养老概念;DeepSeek概念;医疗器械概念;空气能热泵;智能医疗;海峡两岸;腾讯概念;三胎概念;传感器;宠物经济;锂电池概念;充电桩;毫米波雷达;储能;消费电子概念;汽车电子;芯片概念;PCB概念;融资融券,28,301135,33
300066.SZ,新型工业化;稀土永磁;工业互联网;物联网;智慧城市;华为概念;数字经济;2025年报预增;污水处理;净水概念;DeepSeek概念;互联网金融;储能;深股通;融资融券,15,300066,33
601700.SH,智能电网;柔性直流输电;特高压;光伏概念;化债概念(AMC概念);一带一路;国企改革;硅能源;沪股通;融资融券,10,601700,17
300051.SZ,云计算;福建自贸区;HJT电池;TOPCON电池;海峡两岸;储能;钙钛矿电池;光伏概念,8,300051,33
603656.SH,机器视觉;食品安全;新型工业化;机器人概念;高端装备;人工智能;金属回收;储能;数字孪生;股权转让(并购重组),10,603656,17
300074.SZ,DRG/DIP;在线教育;AI应用;智慧政务;智慧城市;AI智能体;云办公;家庭医生;安防;DeepSeek概念;创投;智能医疗;华为概念;低空经济;无人机;充电桩;储能,17,300074,33
600802.SH,水泥概念;国企改革;参股银行;福建自贸区;参股券商;海峡两岸;核电;融资融券,8,600802,17
920876.BJ,2025年报预增;在线教育;移动支付;融资融券;数字经济;芯片概念;安防;人工智能;智能家居;鸿蒙概念;信创;智慧政务;物联网;机器人概念;消费电子概念;AI PC;专精特新;5G,18,920876,151
603105.SH,绿色电力;虚拟电厂;光伏建筑一体化;充电桩;储能;光伏概念;共同富裕示范区;长三角一体化;沪股通;融资融券,10,603105,17
603969.SH,高铁;高端装备;水利;一带一路;光伏概念;核电;创投;储能;雄安新区;地下管网;京津冀一体化;风电;新疆振兴;水泥概念;绿色电力;沪股通;融资融券,17,603969,17
002530.SZ,区块链;养老概念;虚拟数字人;数据要素;智慧城市;华为鲲鹏;机器人概念;比亚迪概念;深股通;融资融券,10,002530,33
002639.SZ,天然气;可控核聚变;冷链物流;冰雪产业;雅下水电概念;福建自贸区;抽水蓄能;海工装备;水利;核电;一带一路;体育产业;氢能源;海峡两岸;空气能热泵;碳中和;高端装备;商业航天;数据中心(AIDC);燃料电池;数字经济;液冷服务器;阿里巴巴概念;东数西算(算力);物联网;华为概念;工业互联网;腾讯概念;深股通;融资融券,30,002639,33
300467.SZ,手机游戏;网络游戏;文化传媒概念;腾讯概念;鸿蒙概念;华为概念;西部大开发,7,300467,33
300360.SZ,电力物联网;虚拟电厂;智能电网;充电桩;创投;物联网;一带一路;共同富裕示范区;高压快充;高股息精选;深股通;融资融券,12,300360,33
600706.SH,旅游概念;体育产业;IP经济(谷子经济);露营经济;职业教育;数字经济;国企改革;西部大开发,8,600706,17
300061.SZ,互联网保险;智慧政务;AI应用;抖音概念(字节概念);云计算;蚂蚁集团概念;数据要素;网络安全;阿里巴巴概念;腾讯概念;数字经济;华为概念;东数西算(算力);融资融券;深股通;股权转让(并购重组),16,300061,33
300746.SZ,数据要素;智慧城市;数字经济;DeepSeek概念;水利;新型城镇化;建筑节能;装配式建筑;机器人概念;污水处理;垃圾分类;无人驾驶;氢能源;天然气;股权转让(并购重组),15,300746,33
300381.SZ,NMN概念;维生素;合成生物;可降解塑料;横琴新区;粤港澳大湾区,6,300381,33
301039.SZ,冷链物流;统一大市场;氢能源;智能物流;人民币贬值受益;高端装备;新能源汽车;无人驾驶;华为概念;融资融券;深股通,11,301039,33
600986.SH,快手概念;小红书概念;算力租赁;Web3.0;多模态AI;虚拟数字人;短剧游戏;抖音概念(字节概念);NFT概念;百度概念;AIGC概念;阿里巴巴概念;腾讯概念;元宇宙;AI智能体;电子竞技;手机游戏;AI应用;文化传媒概念;东数西算(算力);蚂蚁集团概念;独角兽概念;数字经济;DeepSeek概念;人工智能;网红经济;华为概念;长安汽车概念;国企改革;小米概念;沪股通;融资融券,32,600986,17
002492.SZ,创投;横琴新区;统一大市场;粤港澳大湾区,4,002492,33
603037.SH,华为汽车;长安汽车概念;同花顺新质50;小米汽车;特斯拉概念;机器人概念;无人驾驶;新能源汽车;比亚迪概念;专精特新;小米概念;氢能源;储能;股权转让(并购重组),14,603037,17
300359.SZ,在线教育;职业教育;数字经济;DeepSeek概念;人工智能;三胎概念;创投;横琴新区,8,300359,33
600094.SH,算力租赁;旅游概念;数字经济;物业管理;低空经济;东数西算(算力);无人机;数据中心(AIDC);参股保险;卫星导航;商业航天;5G;芯片概念;6G概念;沪股通;融资融券,16,600094,17
600183.SH,PCB概念;共封装光学(CPO);先进封装;存储芯片;MiniLED;5G;汽车电子;毫米波雷达;芯片概念;商业航天;华为概念;新能源汽车;沪股通;融资融券;2025年报预增,15,600183,17
001395.SZ,专精特新;高端装备;碳纤维;融资融券,4,001395,33
301628.SZ,PCB概念;共封装光学(CPO);5G;毫米波雷达;量子科技;专精特新;机器人概念;深股通;融资融券,9,301628,33
600281.SH,金属回收;可降解塑料;国企改革;充电桩,4,600281,17
300075.SZ,华为鲲鹏;智慧政务;AI应用;鸿蒙概念;AI智能体;多模态AI;智谱AI;AIGC概念;数据要素;信创;区块链;元宇宙;华为昇腾;腾讯概念;数字经济;智慧城市;时空大数据;数字孪生;DeepSeek概念;ETC;阿里巴巴概念;人工智能;车联网(车路协同);安防;智能医疗;京津冀一体化;虚拟现实;雄安新区;华为概念;垃圾分类;机器人概念;机器视觉;低空经济;地下管网;人形机器人;无人驾驶;卫星导航;AI眼镜;深股通;融资融券,40,300075,33
688009.SH,央企国企改革;国企改革;高铁;智慧城市;低空经济;华为概念;5G;芯片概念;中字头股票;沪股通;融资融券,11,688009,17
002312.SZ,化肥;磷化工;农村电商;乡村振兴;小金属概念;西部大开发;国企改革;数字乡村;锂电池概念;融资融券;深股通,11,002312,33
603288.SH,超级品牌;同花顺漂亮100;沪股通;融资融券,4,603288,17
300052.SZ,云游戏;电子竞技;元宇宙;数字孪生;云计算;手机游戏;虚拟数字人;网络安全;虚拟现实;NFT概念;网络游戏;算力租赁;阿里巴巴概念;腾讯概念;数字经济;区块链;DeepSeek概念;华为概念;东数西算(算力);互联网金融;数据中心(AIDC);粤港澳大湾区;旅游概念;摘帽,24,300052,33
600436.SH,超级品牌;证金持股;创新药;肝炎概念;同花顺漂亮100;国企改革;沪股通;融资融券;海峡两岸;专精特新,10,600436,17
600020.SH,参股保险;信托概念;参股银行;化债概念(AMC概念);文化传媒概念;国企改革;创投;AI应用;充电桩;沪股通;融资融券,11,600020,17
600644.SH,绿色电力;天然气;虚拟电厂;地下管网;充电桩;污水处理;参股银行;西部大开发;储能;乡村振兴;光伏概念;沪股通;融资融券,13,600644,17
603639.SH,生态农业;化肥;乡村振兴;一带一路;DeepSeek概念;沪股通;融资融券,7,603639,17
300735.SZ,MCU芯片;华为手机;毫米波雷达;汽车电子;5G;智能穿戴;消费电子概念;传感器;卫星导航;商业航天;智能座舱;无人驾驶;小米概念;EDR概念;物联网;车联网(车路协同);人形机器人;液冷服务器;华为概念;安防;低空经济;机器人概念;东数西算(算力);移动支付;新能源汽车;工业互联网;智能家居;光伏概念;小米汽车;华为汽车;充电桩;粤港澳大湾区;储能;一带一路;宠物经济;深股通;AI PC;AI手机;股权转让(并购重组);融资融券,40,300735,33
001205.SZ,航运概念;一带一路;专精特新;股权转让(并购重组),4,001205,33
002732.SZ,乳业;三胎概念;统一大市场;生态农业;乡村振兴;冷链物流;玉米;国企改革;粤港澳大湾区,9,002732,33
601518.SH,高股息精选;国企改革;沪股通,3,601518,17
603729.SH,网红经济;旅游概念;文化传媒概念;数据要素;ST板块;抖音概念(字节概念);小红书概念;上海自贸区;华为概念,9,603729,22
000713.SZ,玉米;转基因;粮食概念;农业种植;农村电商;化肥;乡村振兴;草甘膦;俄乌冲突概念;国企改革;磷化工;央企国企改革;股权转让(并购重组);融资融券,14,000713,33
