股票代码,所属概念,所属概念数量,market_code,code
920275.BJ,融资融券;宠物经济;合成生物,3,151,920275
000572.SZ,海南自贸区;自由贸易港;网约车;乡村振兴;车联网(车路协同);参股银行;无人驾驶;中俄贸易概念;燃料电池;碳中和;新能源汽车;百度概念;充电桩;氢能源;绿色电力;人民币贬值受益;融资融券;深股通,18,33,000572
300242.SZ,文化传媒概念;网络游戏;抖音概念(字节概念);互联网保险;百度概念;华为概念;粤港澳大湾区;参股保险;小米概念,9,33,300242
603068.SH,智能音箱;MCU芯片;星闪概念;无线耳机;汽车芯片;AI眼镜;WiFi 6;智能穿戴;小米概念;消费电子概念;芯片概念;华为概念;毫米波雷达;传感器;物联网;抖音概念(字节概念);阿里巴巴概念;鸿蒙概念;智能家居;无人驾驶;人工智能;智慧城市;无人机;低空经济;ETC;卫星导航;上海自贸区;沪股通,28,17,603068
603501.SH,MCU芯片;汽车芯片;中芯国际概念;无线耳机;汽车电子;AI眼镜;芯片概念;传感器;小米概念;无人驾驶;消费电子概念;机器视觉;英伟达概念;OLED;华为手机;人民币贬值受益;华为概念;医疗器械概念;同花顺漂亮100;融资融券;沪股通,21,17,603501
002559.SZ,OLED;工业母机;新型工业化;芯片概念;比亚迪概念;新能源汽车;存储芯片;机器视觉;机器人概念;高端装备;光刻胶;光伏概念;工业互联网;华为概念;智能物流;军工;军民融合;信创;深股通,19,33,002559
000935.SZ,CRO概念;职业教育;减肥药;创投;西部大开发;辅助生殖;水泥概念;深股通;融资融券,9,33,000935
688466.SH,专精特新;净水概念;DeepSeek概念;京津冀一体化;污水处理;AI智能体;碳中和;融资融券,8,17,688466
300159.SZ,商业航天;卫星导航;军工;军民融合;大飞机;无人机;航空发动机;可控核聚变;成飞概念;低空经济;海工装备;核电;专精特新;农机;ST板块;西部大开发;国企改革;乡村振兴;股权转让(并购重组);新疆振兴,20,33,300159
301331.SZ,流感;医药电商;创新药;2025年报预增;回购增持再贷款概念;西部大开发;融资融券,7,33,301331
603578.SH,共同富裕示范区;光伏概念;专精特新,3,17,603578
688126.SH,中芯国际概念;国家大基金持股;存储芯片;芯片概念;人民币贬值受益;股权转让(并购重组);沪股通;融资融券,8,17,688126
002769.SZ,AI应用;AIGC概念;信创;跨境电商;粤港澳大湾区;虚拟电厂;储能;钠离子电池;碳交易;绿色电力;一带一路;国企改革,12,33,002769
002884.SZ,空气能热泵;人民币贬值受益;水利;深股通,4,33,002884
000750.SZ,期货概念;国企改革;西部大开发;深股通;融资融券;2025年报预增,6,33,000750
002105.SZ,共享单车;海峡两岸;体育产业;养老概念;三胎概念;医疗器械概念;两轮车;小米概念;人民币贬值受益,9,33,002105
688161.SH,医疗器械概念;3D打印;沪股通;融资融券,4,17,688161
000715.SZ,乡村振兴;IP经济(谷子经济),2,33,000715
300509.SZ,2025年报预增;机器人概念;专精特新;机器视觉,4,33,300509
002319.SZ,石墨烯;HJT电池;横琴新区;柔性屏(折叠屏);光伏概念;文化传媒概念,6,33,002319
300889.SZ,露营经济;智慧灯杆;充电桩;跨境电商;储能;智慧城市;锂电池概念;新能源汽车;机器人概念;比亚迪概念;传感器;液冷服务器;股权转让(并购重组);融资融券,14,33,300889
688168.SH,国产操作系统;人工智能;华为概念;专精特新;东数西算(算力);信创;网络安全;数据安全;百度概念;DeepSeek概念;数据中心;AI智能体;云计算;换电概念;沪股通;融资融券,16,17,688168
300123.SZ,太赫兹;军工信息化;军民融合;卫星导航;商业航天;军工;6G概念;量子科技;海工装备;5G;高端装备;芯片概念;第三代半导体;横琴新区;深股通;融资融券,16,33,300123
603380.SH,汽车电子;5G;消费电子概念;新能源汽车;机器人概念;数据中心;医疗器械概念;独角兽概念;沪股通,9,17,603380
603023.SH,EDR概念;智能座舱;无人驾驶;汽车电子;传感器;车联网(车路协同);黑龙江自贸区;新能源汽车;国企改革;股权转让(并购重组);摘帽,11,17,603023
920273.BJ,海峡两岸;预制菜;融资融券;宠物经济;乡村振兴;专精特新,6,151,920273
603025.SH,新型工业化;芯片概念;5G;机器人概念;华为概念;工业互联网;东数西算(算力);量子科技;国产操作系统;网络安全;人工智能;DeepSeek概念;华为鲲鹏;数字经济;京津冀一体化;回购增持再贷款概念;国企改革;沪股通;融资融券,19,17,603025
002317.SZ,禽流感;猴痘概念;肝炎概念;流感;幽门螺杆菌概念;创新药;减肥药;仿制药一致性评价;辅助生殖;眼科医疗;医药电商;维生素;医疗器械概念;NMN概念;智能医疗;养老概念;粤港澳大湾区;数字经济;深股通;融资融券,20,33,002317
688061.SH,MCU芯片;芯片概念;传感器;小米概念;消费电子概念;先进封装;新能源汽车;无人机;机器人概念;融资融券,10,17,688061
002735.SZ,可控核聚变;军工信息化;军工;核电;低空经济;信创;无线充电;飞行汽车(eVTOL);富士康概念;比亚迪概念;新能源汽车;光伏概念;医疗器械概念;储能;两轮车;可降解塑料;深股通,17,33,002735
920701.BJ,智能穿戴;融资融券;消费电子概念;华为概念;小米概念,5,151,920701
600416.SH,军民融合;商业航天;军工;无人机;低空经济;高端装备;核电;高铁;无人驾驶;水利;工业互联网;风电;储能;抽水蓄能;国企改革;沪股通;融资融券,17,17,600416
002142.SZ,证金持股;深股通;融资融券;共同富裕示范区,4,33,002142
000620.SZ,存储芯片;芯片概念;参股银行;乡村振兴;京津冀一体化;体育产业;旅游概念;数据要素;IP经济(谷子经济);AI智能体;短剧游戏;深股通,12,33,000620
000701.SZ,福建自贸区;海峡两岸;互联网金融;无人零售;智慧城市;数字经济;军工信息化;创投;智能物流;低空经济;IP经济(谷子经济);无人机;Web3.0;车联网(车路协同);物联网;华为汽车;统一大市场;AIGC概念;石墨烯;MiniLED;小米概念;一带一路;小米汽车;国企改革;专精特新;金属镍;小金属概念;金属铜,28,33,000701
002879.SZ,柔性直流输电;智能电网;风电;核电;高铁;抽水蓄能;储能;数据中心;液冷服务器;2025年报预增;商业航天;机器人概念,12,33,002879
002672.SZ,金属回收;黄金概念;磷化工;固废处理;医疗废物处理;金属铜;金属锌;广东自贸区;生物质能发电;碳中和;土壤修复;PPP概念;国企改革;氟化工概念;污水处理;汽车拆解概念;垃圾分类;粤港澳大湾区;DeepSeek概念;深股通;融资融券,21,33,002672
002148.SZ,车联网(车路协同);物联网;创投;京津冀一体化;抖音概念(字节概念);低空经济;机器人概念;手机游戏;网络游戏;无人机;5G;芯片概念;融资融券;深股通,14,33,002148
000883.SZ,证金持股;超超临界发电;绿色电力;天然气;抽水蓄能;国企改革;央企国企改革;页岩气;风电;回购增持再贷款概念;储能;核电;深股通;融资融券,14,33,000883
688681.SH,电力物联网;充电桩;智能电网;专精特新;储能;物联网;虚拟电厂;工业互联网;特高压;柔性直流输电;绿色电力;2025年报预增;融资融券,13,17,688681
000025.SZ,物业管理;深圳国企改革;黄金概念;国企改革;粤港澳大湾区;深股通;融资融券,7,33,000025
920751.BJ,股权转让(并购重组);融资融券;燃料电池;氢能源;专精特新,5,151,920751
603798.SH,氢能源;燃料电池;回购增持再贷款概念;军工;军民融合,5,17,603798
603799.SH,金属钴;金属镍;金属铜;小金属概念;盐湖提锂;金属回收;磷化工;动力电池回收;固态电池;钠离子电池;锂电池概念;宁德时代概念;特斯拉概念;比亚迪概念;回购增持再贷款概念;新能源汽车;飞行汽车(eVTOL);人形机器人;同花顺漂亮100;储能;长三角一体化;人民币贬值受益;俄乌冲突概念;沪股通;融资融券,25,17,603799
002982.SZ,养鸡;猪肉;预制菜;乡村振兴;冷链物流,5,33,002982
002574.SZ,C2M概念;IP经济(谷子经济);黄金概念;共同富裕示范区;小金属概念;参股银行;HJT电池;TOPCON电池;光伏概念;租售同权;融资融券,11,33,002574
002264.SZ,赛马概念;小红书概念;快手概念;拼多多概念;网红经济;虚拟数字人;AIGC概念;抖音概念(字节概念);体育产业;AI智能体;福建自贸区;数据要素;阿里巴巴概念;数字经济;跨境电商;海峡两岸;人工智能;DeepSeek概念;统一大市场;AI应用;深股通,21,33,002264
301516.SZ,充电桩;换电概念;高压快充;储能;光伏概念;新型工业化;粤港澳大湾区;两轮车;新能源汽车;低空经济;比亚迪概念;燃料电池;5G;核电;氢能源;国企改革;深股通;中字头股票;融资融券,19,33,301516
001356.SZ,跨境电商;可降解塑料;人民币贬值受益;深股通;融资融券,5,33,001356
002922.SZ,高压快充;光伏概念;数据中心;华为数字能源;充电桩;储能;5G;新能源汽车;华为概念;一带一路;粤港澳大湾区;智能家居;深股通;融资融券,14,33,002922
300048.SZ,可控核聚变;核电;虚拟电厂;光伏概念;储能;充电桩;2025年报预增;光伏建筑一体化;DeepSeek概念;深股通;融资融券,11,33,300048
002168.SZ,ST板块;新能源汽车;光伏概念;储能;网络游戏;高压快充;充电桩;智能电网;创投;手机游戏;国企改革;西部大开发;华为概念;区块链;腾讯概念,15,33,002168
600106.SH,参股券商;PPP概念;参股银行;创投;ETC;智慧城市;西部大开发;沪股通;融资融券,9,17,600106
300580.SZ,人形机器人;华为汽车;新型工业化;特斯拉概念;工业母机;机器人概念;机器视觉;比亚迪概念;新能源汽车;燃料电池;氢能源;深股通,12,33,300580
603035.SH,华为汽车;小米汽车;智能座舱;传感器;机器视觉;比亚迪概念;小米概念;新能源汽车;特斯拉概念;回购增持再贷款概念;沪股通;融资融券,12,17,603035
301246.SZ,钠离子电池;氟化工概念;固态电池;磷化工;锂电池概念;2025年报预增;比亚迪概念;猴痘概念;仿制药一致性评价;合成生物;流感;深股通;融资融券,13,33,301246
301011.SZ,IP经济(谷子经济);电子竞技;元宇宙;虚拟现实;粤港澳大湾区;海峡两岸;融资融券,7,33,301011
300863.SZ,铜缆高速连接;华为汽车;新能源汽车;小米汽车;特斯拉概念;长安汽车概念;人形机器人;储能;机器人概念;数据中心;商业航天;深股通;融资融券,13,33,300863
603969.SH,核电;高铁;高端装备;风电;水利;光伏概念;2025三季报预增;储能;一带一路;京津冀一体化;创投;雄安新区;地下管网;新疆振兴;水泥概念;沪股通;融资融券,17,17,603969
002256.SZ,光伏建筑一体化;绿色电力;储能;盐湖提锂;碳中和;锂电池概念;AI手机;化肥;染料;深股通;融资融券,11,33,002256
300939.SZ,MiniLED;电子纸;5G;汽车电子;安防;智能家居;物联网;无人驾驶;比亚迪概念;机器人概念;充电桩;长安汽车概念;家用电器;智慧城市;新能源汽车;人工智能;储能;融资融券,18,33,300939
600497.SH,金属铅;金属锌;小金属概念;黄金概念;金属回收;央企国企改革;西部大开发;军工;国企改革;光纤概念;沪股通;融资融券,12,17,600497
301551.SZ,短剧游戏;文化传媒概念;虚拟数字人;抖音概念(字节概念);AIGC概念;在线教育;百度概念;人工智能;智能音箱;智能医疗;华为概念;国企改革;深股通;融资融券,14,33,301551
300592.SZ,华为盘古;AIGC概念;ChatGPT概念;AI智能体;元宇宙;虚拟现实;人工智能;华为概念;无人机;智能穿戴;跨境电商;消费电子概念;家用电器;人民币贬值受益;AI应用;股权转让(并购重组);深股通,17,33,300592
002232.SZ,车联网(车路协同);信创;数据安全;国产操作系统;网络安全;华为鲲鹏;智慧城市;MLOps概念;数据要素;EDR概念;百度概念;算力租赁;数字经济;无人驾驶;DeepSeek概念;ERP概念;国资云;AI智能体;元宇宙;阿里巴巴概念;人工智能;卫星导航;华为概念;低空经济;虚拟现实;京津冀一体化;飞行汽车(eVTOL);工业互联网;数据中心;汽车电子;华为汽车;央企国企改革;充电桩;国企改革;新能源汽车;一带一路;股权转让(并购重组);融资融券;深股通,39,33,002232
920378.BJ,特斯拉概念;融资融券;机器人概念;专精特新;新能源汽车,5,151,920378
000923.SZ,金属铜;回购增持再贷款概念;同花顺中特估100;国企改革;人民币贬值受益;京津冀一体化;雄安新区;融资融券;深股通,9,33,000923
601919.SH,航运概念;俄乌冲突概念;中字头股票;同花顺中特估100;高股息精选;证金持股;沪股通;融资融券;同花顺漂亮100;国企改革;央企国企改革;一带一路;回购增持再贷款概念;人民币贬值受益,14,17,601919
603111.SH,一带一路;新能源汽车;高铁;医疗器械概念;机器人概念;高端装备;新型工业化;无人驾驶;比亚迪概念;充电桩;工业互联网;养老概念;工业母机;智能医疗;沪股通,15,17,603111
002644.SZ,流感;医药电商;肝炎概念;三胎概念;医疗器械概念;农业种植;国企改革;西部大开发;消毒剂,9,33,002644
002441.SZ,智能电网;风电;充电桩;核电;新能源汽车;机器人概念;宁德时代概念;数据中心;物联网;数字经济;职业教育;深股通;融资融券,13,33,002441
600575.SH,煤炭概念;超超临界发电;绿色电力;天然气;国企改革;虚拟电厂;DeepSeek概念;融资融券;机器人概念;股权转让(并购重组);沪股通,11,17,600575
600789.SH,流感;肝炎概念;仿制药一致性评价;创新药;毛发医疗;阿尔茨海默概念;合成生物;宠物经济;消毒剂;国企改革;DeepSeek概念;工业互联网;融资融券;沪股通,14,17,600789
600737.SH,农业种植;新疆振兴;乡村振兴;西部大开发;国企改革;央企国企改革;沪股通;融资融券;中字头股票,9,17,600737
600499.SH,盐湖提锂;宁德时代概念;锂电池概念;人民币贬值受益;新型工业化;光伏建筑一体化;高端装备;机器人概念;同花顺出海50;储能;海工装备;一带一路;充电桩;沪股通;融资融券,15,17,600499
002992.SZ,MiniLED;AI眼镜;消费电子概念;智能座舱;小米概念;智能穿戴;比亚迪概念;无人机;PET铜箔;新能源汽车;固态电池;虚拟现实;华为概念;锂电池概念;深股通,15,33,002992
000056.SZ,租售同权;物业管理;智能物流;物联网;固态电池;芯片概念;融资融券,7,33,000056
300691.SZ,MicroLED概念;汽车电子;智能座舱;智能穿戴;AI眼镜;无人驾驶;虚拟现实;安防;消费电子概念;机器视觉;车联网(车路协同);物联网;毫米波雷达;智能物流;比亚迪概念;华为概念;机器人概念;新能源汽车;智慧城市;无人机;元宇宙;人工智能;深股通;融资融券,24,33,300691
603125.SH,风电;沪股通;融资融券,3,17,603125
002156.SZ,国家大基金持股;存储芯片;先进封装;汽车芯片;第三代半导体;芯片概念;华为海思概念股;共封装光学(CPO);AI PC;消费电子概念;汽车电子;智能座舱;传感器;2025年报预增;智能穿戴;毫米波雷达;比亚迪概念;特斯拉概念;同花顺新质50;人民币贬值受益;物联网;海峡两岸;创投;深股通;融资融券,25,33,002156
600523.SH,成飞概念;军民融合;航空发动机;军工;低空经济;高端装备;汽车热管理;华为汽车;传感器;长安汽车概念;小米汽车;新能源汽车;比亚迪概念;央企国企改革;小米概念;华为概念;国企改革;储能;西部大开发;华为数字能源;融资融券;沪股通,22,17,600523
603666.SH,脑机接口;人形机器人;传感器;医疗器械概念;新型工业化;机器人概念;机器视觉;专精特新;人工智能;华为概念;智能电网;低空经济;无人机;充电桩;腾讯概念;ChatGPT概念;多模态AI;AIGC概念;沪股通,19,17,603666
688247.SH,创新药;流感;仿制药一致性评价;CRO概念;维生素;上海国企改革;国企改革;沪股通;融资融券,9,17,688247
002615.SZ,露营经济;共同富裕示范区;智能家居;一带一路;人民币贬值受益;跨境电商;回购增持再贷款概念;体育产业;星闪概念;华为概念;三胎概念;网红经济;数字经济;IP经济(谷子经济);鸿蒙概念;NFT概念,16,33,002615
601061.SH,金属铜;金属锌;小金属概念;黄金概念;金属镍;超导概念;一带一路;国企改革;同花顺中特估100;沪股通;中字头股票;融资融券,12,17,601061
300150.SZ,安防;水利;京津冀一体化;AIGC概念;高铁;专精特新,6,33,300150
000518.SZ,ST板块;肝炎概念;新型城镇化;医疗器械概念,4,33,000518
002501.SZ,光伏概念;军工;新能源汽车;深股通;融资融券;股权转让(并购重组),6,33,002501
603306.SH,共封装光学(CPO);光刻胶;芯片概念;特斯拉概念;新能源汽车;比亚迪概念;数据中心;机器人概念;回购增持再贷款概念;海峡两岸;沪股通;福建自贸区;融资融券,13,17,603306
600031.SH,同花顺出海50;雅下水电概念;人民币贬值受益;高端装备;无人驾驶;农机;机器人概念;工业互联网;一带一路;同花顺漂亮100;证金持股;沪股通;融资融券;新疆振兴,14,17,600031
002337.SZ,高端装备;机器人概念;智能物流;专精特新;工业互联网;大飞机;京津冀一体化;数字孪生;医疗器械概念;天津自贸区;互联网金融,11,33,002337
002580.SZ,钠离子电池;储能;固态电池;锂电池概念;动力电池回收;雄安新区;高铁;创投;数据中心;华为概念;国企改革;东数西算(算力);军工;液冷服务器;鸿蒙概念;新疆振兴;抖音概念(字节概念);快手概念;深股通;融资融券,20,33,002580
600698.SH,兵装重组概念;高铁;央企国企改革;汽车热管理;新能源汽车;长安汽车概念;国企改革;融资融券;沪股通,9,17,600698
300091.SZ,无人机;军工;高端装备;核电;光热发电;储能;燃料电池;ST板块;污水处理;碳中和;乡村振兴;氢能源;超超临界发电,13,33,300091
000159.SZ,新疆振兴;金属铜;西部大开发;一带一路;光伏概念;乡村振兴;特高压;融资融券,8,33,000159
003038.SZ,金属回收;光伏概念;绿色电力;风电;飞行汽车(eVTOL);低空经济;新能源汽车;人形机器人;专精特新,9,33,003038
605303.SH,存储芯片;新型城镇化;芯片概念;PPP概念;雄安新区;旅游概念;乡村振兴;共同富裕示范区,8,17,605303
603291.SH,人工智能;创投;净水概念;PPP概念;污水处理;一带一路;沪股通,7,17,603291
920970.BJ,融资融券;食品安全;猪肉;专精特新,4,151,920970
603955.SH,宠物经济;雄安新区;PPP概念;新型城镇化;碳中和;旅游概念;特色小镇;机器人概念;股权转让(并购重组),9,17,603955
300477.SZ,金属钴;智能电网;电力物联网;ST板块;锂电池概念;光伏概念;金属镍;小金属概念;储能;充电桩;金属铜;比亚迪概念;新能源汽车;区块链,14,33,300477
600917.SH,天然气;碳交易;沪股通;西部大开发;国企改革;央企国企改革;融资融券,7,17,600917
920035.BJ,云计算;物联网;冷链物流;专精特新;新股与次新股;融资融券;人民币贬值受益,7,151,920035
601866.SH,航运概念;同花顺中特估100;参股银行;国企改革;沪股通;融资融券;上海自贸区;回购增持再贷款概念;央企国企改革;储能;数字经济;中字头股票,12,17,601866
603258.SH,手机游戏;电子竞技;网络游戏;AIGC概念;短剧游戏;AI智能体;虚拟现实;创投;沪股通,9,17,603258
688303.SH,硅能源;光伏概念;有机硅概念;新疆振兴;西部大开发;芯片概念;沪股通;融资融券,8,17,688303
603828.SH,ST板块;新型城镇化;PPP概念;建筑节能;装配式建筑;光伏建筑一体化,6,22,603828
002236.SZ,星闪概念;智能座舱;安防;机器视觉;虚拟现实;车联网(车路协同);物联网;人脸识别;智能家居;无人驾驶;鸿蒙概念;传感器;机器人概念;汽车电子;东数西算(算力);人工智能;智慧城市;智慧灯杆;工业互联网;信创;毫米波雷达;新型工业化;网络安全;5G;DeepSeek概念;数字孪生;低空经济;数据安全;数字经济;华为昇腾;数据要素;无人机;数据中心;AI智能体;时空大数据;华为鲲鹏;云计算;多模态AI;智能物流;人民币贬值受益;MiniLED;OLED;MicroLED概念;卫星导航;充电桩;网约车;水利;存储芯片;养老概念;海工装备;智能电网;PPP概念;乡村振兴;AI应用;证金持股;深股通;融资融券,57,33,002236
603567.SH,医药电商;智能医疗;仿制药一致性评价;创新药;流感;黑龙江自贸区;沪股通;融资融券,8,17,603567
688380.SH,MCU芯片;存储芯片;汽车芯片;芯片概念;2025年报预增;消费电子概念;汽车电子;传感器;小米概念;专精特新;人形机器人;机器人概念;长安汽车概念;华为汽车;沪股通;融资融券,16,17,688380
301359.SZ,家用电器;共同富裕示范区;中俄贸易概念;新能源汽车;专精特新;比亚迪概念;汽车电子;融资融券,8,33,301359
002841.SZ,星闪概念;车联网(车路协同);智能座舱;智能家居;人工智能;DeepSeek概念;智能穿戴;机器人概念;小米概念;家用电器;智慧政务;在线教育;AI眼镜;AIGC概念;汽车电子;云办公;物业管理;AI应用;深股通;融资融券,20,33,002841
603838.SH,ST板块;小金属概念;智能家居;人民币贬值受益,4,22,603838
002140.SZ,煤化工概念;光热发电;钛白粉概念;POE胶膜;固废处理;医疗废物处理;氢能源;盐湖提锂;石墨烯;国企改革;可降解塑料;土壤修复;一带一路;PPP概念;污水处理;锂电池概念;融资融券;股权转让(并购重组);深股通,19,33,002140
600371.SH,转基因;玉米;粮食概念;农业种植;化肥;乡村振兴;黑龙江自贸区;回购增持再贷款概念,8,17,600371
600763.SH,牙科医疗;民营医院;医美概念;辅助生殖;智能医疗;DeepSeek概念;AI应用;沪股通;融资融券,9,17,600763
688433.SH,3D打印;商业航天;飞行汽车(eVTOL);低空经济;高端装备;专精特新;机器人概念;沪股通;融资融券,9,17,688433
603729.SH,文化传媒概念;抖音概念(字节概念);小红书概念;网红经济;数据要素;旅游概念;华为概念;上海自贸区,8,17,603729
002343.SZ,短剧游戏;文化传媒概念;手机游戏;IP经济(谷子经济);AI语料;AIGC概念;元宇宙;腾讯概念;旅游概念;虚拟现实;AI应用;京津冀一体化;创投;国企改革,14,33,002343
688605.SH,中芯国际概念;光刻机;芯片概念;专精特新;光伏概念;商业航天;医疗器械概念;沪股通;融资融券,9,17,688605
603338.SH,人民币贬值受益;高端装备;机器人概念;一带一路;军民融合;沪股通;融资融券,7,17,603338
301348.SZ,存储芯片;先进封装;第三代半导体;芯片概念;消费电子概念;新能源汽车;锂电池概念;粤港澳大湾区;华为概念;数据中心;无人机;东数西算(算力);深股通;融资融券,14,33,301348
920425.BJ,2025年报预增;西部大开发;融资融券;苹果概念;机器视觉;消费电子概念;机器人概念;专精特新;MiniLED;AI眼镜,10,151,920425
603299.SH,NMN概念;天然气;国企改革;钠离子电池;储能;沪股通;融资融券,7,17,603299
920665.BJ,核污染防治;海峡两岸;高铁;融资融券;商业航天;光伏概念;专精特新;PCB概念,8,151,920665
300623.SZ,汽车芯片;中芯国际概念;第三代半导体;芯片概念;汽车电子;5G;专精特新;新能源汽车;高压快充;充电桩;柔性直流输电;深股通;股权转让(并购重组);融资融券,14,33,300623
000528.SZ,雅下水电概念;回购增持再贷款概念;海工装备;农机;高端装备;一带一路;国企改革;中俄贸易概念;无人驾驶;核电;机器人概念;水利;西部大开发;新型城镇化;风电;DeepSeek概念;新疆振兴;深股通;融资融券,19,33,000528
000021.SZ,存储芯片;先进封装;第三代半导体;芯片概念;共封装光学(CPO);汽车电子;超级电容;新能源汽车;无人机;机器人概念;物联网;人民币贬值受益;智能电网;储能;智能物流;医疗器械概念;虚拟电厂;央企国企改革;区块链;数字经济;国企改革;深股通;融资融券,23,33,000021
300701.SZ,传感器;小米概念;机器视觉;智能家居;物联网;安防;股权转让(并购重组),7,33,300701
002659.SZ,智谱AI;在线教育;百度概念;职业教育;腾讯概念;人工智能;数字经济;京津冀一体化;华为概念;足球概念;体育产业;冰雪产业;国企改革;股权转让(并购重组),14,33,002659
600967.SH,军民融合;军工;无人机;核电;高端装备;央企国企改革;高铁;农机;数字孪生;人工智能;减速器;无人驾驶;机器人概念;风电;西部大开发;中俄贸易概念;工业互联网;物联网;人形机器人;新能源汽车;氢能源;储能;国企改革;沪股通;融资融券,25,17,600967
688553.SH,CRO概念;重组蛋白;创新药;仿制药一致性评价;西部大开发;融资融券,6,17,688553
002234.SZ,养鸡;生态农业;预制菜;生物质能发电;融资融券,5,33,002234
300656.SZ,汽车芯片;电子身份证;芯片概念;第三代半导体;传感器;机器视觉;华为概念;人工智能;无人机;海峡两岸;比亚迪概念;粤港澳大湾区;光伏概念;储能;特高压,15,33,300656
300573.SZ,2025年报预增;创新药;眼科医疗;民营医院;医药电商;智能医疗;融资融券;深股通,8,33,300573
002054.SZ,专精特新;2025年报预增;创投;有机硅概念;参股银行;合成生物;参股券商;融资融券,8,33,002054
000430.SZ,ST板块;旅游概念;国企改革,3,33,000430
603085.SH,飞行汽车(eVTOL);新能源汽车;比亚迪概念;碳纤维;低空经济;大飞机;商业航天;三胎概念;融资融券,9,17,603085
002674.SZ,海峡两岸;华为汽车;PPP概念;固废处理,4,33,002674
600481.SH,硅能源;光热发电;光伏概念;数据中心;核电;工业互联网;高端装备;DeepSeek概念;储能;超超临界发电;液冷服务器;专精特新;氢能源;碳中和;融资融券;沪股通,16,17,600481
301039.SZ,高端装备;氢能源;新能源汽车;冷链物流;人民币贬值受益;无人驾驶;智能物流;华为概念;统一大市场;融资融券;深股通,11,33,301039
688088.SH,多模态AI;Sora概念(文生视频);AIGC概念;抖音概念(字节概念);虚拟数字人;元宇宙;人脸识别;同花顺新质50;虚拟现实;空间计算;人工智能;安防;MR(混合现实);华为概念;智慧城市;智能座舱;机器视觉;智能穿戴;AI眼镜;小米概念;无人驾驶;芯片概念;机器人概念;消费电子概念;长安汽车概念;AI应用;沪股通;融资融券,28,17,688088
002835.SZ,人脸识别;物联网;智慧城市;安防;人工智能;数字经济;数据安全;网络安全;人民币贬值受益,9,33,002835
600390.SH,信托概念;期货概念;参股保险;参股券商;国企改革;央企国企改革;乡村振兴;创投;沪股通;融资融券,10,17,600390
603356.SH,光伏概念;风电;海工装备;股权转让(并购重组),4,17,603356
300142.SZ,生物疫苗;流感;创新药;合成生物;西部大开发;深股通;融资融券,7,33,300142
601368.SH,污水处理;新型城镇化;国企改革;西部大开发,4,17,601368
000590.SZ,流感;养老概念;智能医疗;股权转让(并购重组),4,33,000590
688163.SH,创新药;融资融券,2,17,688163
603312.SH,锂电池概念;宁德时代概念;储能;光伏概念;风电;特斯拉概念;新能源汽车;比亚迪概念;高铁;沪股通;融资融券,11,17,603312
301363.SZ,脑机接口;CRO概念;减肥药;医疗器械概念;PEEK材料;传感器;机器人概念;消费电子概念;人民币贬值受益;深股通;融资融券,11,33,301363
688186.SH,可控核聚变;航空发动机;核电;大飞机;军工;海工装备;特钢概念;风电;高端装备;雅下水电概念;芯片概念;高铁;2025三季报预增;储能;专精特新;2025年报预增;人形机器人;回购增持再贷款概念;沪股通;融资融券,20,17,688186
000061.SZ,农业种植;农村电商;统一大市场;乡村振兴;冷链物流;深圳国企改革;农机;国企改革;证金持股;食品安全;粤港澳大湾区;区块链;深股通;融资融券,14,33,000061
001388.SZ,智能电网;电力物联网;特高压;风电;核电;物联网;注册制次新股;工业互联网;机器人概念;新型工业化;专精特新;算力租赁;传感器;华为概念;人工智能;中俄贸易概念;鸿蒙概念;芯片概念;电子身份证;PCB概念;深股通;新股与次新股;融资融券,23,33,001388
920026.BJ,融资融券;苹果概念;芯片概念;特斯拉概念;消费电子概念;比亚迪概念;机器视觉;机器人概念;富士康概念;新能源汽车;光伏概念;专精特新;MR(混合现实);AI眼镜,14,151,920026
600736.SH,大飞机;航空发动机;商业航天;建筑节能;卫星导航;军工;低空经济;军民融合;水利;新型城镇化;创投;地下管网;风电;华为概念;工业母机;医疗器械概念;污水处理;储能;芯片概念;固废处理;特色小镇;净水概念;虚拟电厂;华为数字能源;国企改革;乡村振兴;旅游概念;绿色电力;参股银行;冰雪产业;证金持股;沪股通;融资融券,33,17,600736
600764.SH,中船系;国产航母;军工信息化;军工;卫星导航;商业航天;海工装备;央企国企改革;车联网(车路协同);智慧城市;毫米波雷达;核电;量子科技;无人驾驶;国企改革;风电;比亚迪概念;新能源汽车;芯片概念;汽车芯片;天然气;中字头股票;沪股通;融资融券,24,17,600764
301488.SZ,长安汽车概念;智能座舱;无人驾驶;华为汽车;传感器;机器视觉;人形机器人;比亚迪概念;汽车电子;毫米波雷达;机器人概念;新能源汽车;英伟达概念;专精特新;粤港澳大湾区;汽车芯片;人工智能;华为概念;充电桩;百度概念;回购增持再贷款概念;深股通;融资融券,23,33,301488
301230.SZ,AI应用;ChatGPT概念;多模态AI;智能医疗;CRO概念;人工智能;创新药;流感;医疗器械概念;合成生物;2025年报预增;人民币贬值受益;融资融券,13,33,301230
601156.SH,统一大市场;冷链物流;国企改革;同花顺出海50;一带一路;央企国企改革;跨境电商;智能物流;人民币贬值受益;拼多多概念;融资融券;沪股通,12,17,601156
600711.SH,金属钴;金属镍;金属铜;金属锌;金属铅;小金属概念;黄金概念;锂电池概念;福建自贸区;人民币贬值受益;固废处理;海峡两岸;绿色电力;沪股通;融资融券;摘帽,16,17,600711
